,PM10,NO2,NO,NOX
7192,16.356479049852602,46.7239107972259,39.08145830869746,107.1035285605066
7193,21.24380293803285,38.00520725985213,31.323801210233132,83.9240076061854
7194,23.621994363213176,57.24058853803115,77.36384780675579,175.30724080125032
7195,15.631691657159566,34.78359744345472,33.4725267588416,85.80708781260785
7196,17.426093123853367,55.424585265899466,48.64148568018947,130.43895179446946
7197,21.60587915095329,45.43494284150429,28.559496461803384,92.28676102359628
7198,23.441150654733875,65.45136809929349,52.36900932849727,144.7511546351388
7199,21.31674024956718,58.183402555216034,49.51730516159428,133.56988647209636
7200,26.989807456475063,45.29532273732409,68.69591166076036,152.8468176388797
7201,11.504547882870643,35.579272338740694,37.22277509893699,89.72891563119828
7202,23.636896069919413,67.4744425976566,42.4567035882058,132.89148920268912
7203,17.562674125346184,39.44639283778028,27.801281232569504,82.6173676097405
7204,14.788659319972837,33.46425183575749,34.256546832425265,83.96927731754079
7205,14.143497969300867,52.84789215254108,31.55321371239717,101.71593398843267
7206,16.0,37.30413812944284,33.23125719424181,90.65353729005646
7207,18.6954517480477,38.86408727246201,27.164066797654424,83.52820016806547
7208,18.42828064763575,40.020386738644454,26.387090516574432,82.21951148802806
7209,11.315397223666016,35.60953644421343,37.03803795511381,89.21946985574047
7210,8.517949518823254,46.11095626653368,33.61340178681958,99.5401018993767
7211,12.208089804380162,55.667699229428116,32.36127191760579,105.8527284529025
7212,14.898712414269994,36.555029993833095,36.79310739847872,94.71997860253026
7213,7.568872994576473,52.99415352090416,32.45697186437594,103.18961131746806
7214,23.052351933535196,30.255770098252082,40.208387694928845,94.5714718831249
7215,22.67868226559806,43.61128670003448,32.11273454412702,93.30065886720097
7216,13.61533491850311,53.66290615711297,31.815927916651425,103.1250326471116
7217,14.05794430363843,23.516816658689454,41.70938369598465,87.12446202556495
7218,9.053786480311265,48.74405796493582,33.663999798218896,101.82959277306318
7219,19.627496431372652,58.867684172381104,64.83380808319315,157.39298527815117
7220,11.025792782734776,35.500858530526436,36.78571241070711,88.42081178198751
7221,25.90886470565653,30.345351799715914,40.59472254714486,95.59419192326723
7222,16.189202898728094,35.85476558017397,32.4848181153372,86.12658659374972
7223,17.964108162079974,54.87478921707466,31.970090807332625,104.76622489059146
7224,21.72286171954326,45.3741119058375,28.688762200095304,92.42129097747475
7225,4.5216514066453035,53.97526928580284,33.14467018478243,105.54084200095505
7226,17.90256991027347,57.410717309869916,32.34696413213022,108.5152188581509
7227,17.93980349406503,37.88174454228454,28.836568266469403,84.39215800511899
7228,13.075261576180077,35.53548430542919,35.235811665150344,87.63950792518462
7229,38.26037332818202,48.616007549767204,23.60409476285666,82.43723393136167
7230,5.339035393894398,53.91521844469601,32.89807502491932,104.80611704887569
7231,28.74544700970646,60.41073158694305,65.31478165551593,159.65835677883288
7232,15.468058215380584,45.110426003042676,61.09905199731799,140.4560832902769
7233,8.548916684657865,55.18490482193133,32.64841759119328,105.74768222749965
7234,3.101119214636917,52.983123893404695,33.07201158204368,104.10260749508245
7235,5.600414275116163,46.54894407285932,47.0862835412518,121.87701495288482
7236,16.631305841310613,36.1806975937038,31.732709737899174,85.88820698810153
7237,21.236695828073113,54.73217631773878,40.11650518753117,119.46372520775957
7238,27.532920068246046,50.36859521852715,26.730529415937106,92.90031245176628
7239,21.44786843260309,61.47601719700128,62.532337767351805,155.79365844849872
7240,14.152454671059765,32.64872722978021,35.79046527367394,88.33283601923677
7241,24.757813777693578,39.77783050563654,30.113419698794434,82.1240531649814
7242,28.739695464953872,51.91292128420627,25.86795239997611,92.61941754387841
7243,19.13222063347095,65.04835311259792,48.37069891120028,137.8723731852764
7244,22.282324247879327,44.118624962714456,31.91257374517906,93.49883787606034
7245,12.058160434714924,56.303399756808716,32.37476556087566,106.50642050464293
7246,12.305302036055261,54.73279750832462,45.068391100159026,127.32844632343591
7247,12.228981910093625,30.14145353421636,38.978158035386045,91.03953973533602
7248,11.108141953568598,58.15810438510746,33.40318884176343,111.54182767522853
7249,14.938406256169406,36.615761571939196,36.66648404281959,94.6435679568739
7250,24.785276701048975,40.333741063881064,30.620489072115316,84.28465590083889
7251,13.244159425755246,52.47847000377112,32.11664680771377,102.27303709860728
7252,32.21158709005252,52.814685409675626,69.85894439732988,160.9975409396547
7253,14.396623300764928,59.52834105943345,44.45677518817695,130.79979449275166
7254,21.22230369124644,39.497045727066286,27.8011591778354,82.74294694072154
7255,34.935176392442756,56.73989518549543,70.76580728571989,165.71437349807928
7256,15.14324076749817,34.01917180113463,33.926786086226706,84.74226487314601
7257,14.348704683076516,57.04539334393347,35.610610980179224,114.16571201873302
7258,20.154896913028416,63.79483676956572,56.11267183041119,147.6965893608339
7259,14.710196804178603,50.294865775955785,37.122844407312556,107.71940966867923
7260,30.393177508568684,50.196175612338905,69.45393499054485,158.15916889292038
7261,80.29771286175493,44.408567256045345,7.301008944894274,56.05621354250381
7262,10.919692108871224,57.411000900096404,23.263168693952306,91.70266272771053
7263,12.206251036956631,30.076784200141613,38.969406649228304,90.97009691790251
7264,47.016902565129925,50.93473218264361,22.68568041590437,86.16983026022501
7265,24.54173882671527,40.82568757003516,31.290218226533007,86.87589888374953
7266,102.72943928777727,21.65482003846561,1.7319509218798133,25.119762772231685
7267,24.735650901201666,45.67526539102069,107.43257433244501,212.68712249883396
7268,17.0,62.822126247239694,49.101353403793354,137.54892513517953
7269,14.659020730780906,53.32621526173655,31.590709086875187,102.27623621438201
7270,21.50212938650644,55.58794159304377,41.844183735172535,123.20660717749973
7271,15.827088460540226,48.13385440009453,37.39623159938639,105.93004608753084
7272,15.87298016944098,35.36762118983354,33.2214542780025,86.65471098035677
7273,3.611062131867558,50.37318755461693,47.962519836593636,126.1842937678037
7274,20.748820332191766,45.37272813895203,28.16077168189728,91.64073829289727
7275,26.486339442341084,61.704070669259735,63.44913532280001,157.6025688925304
7276,11.354072490931898,33.475372730950184,37.494796580412896,89.06752280713584
7277,20.785619524939882,57.09358185225661,31.898780964759347,107.23095130252678
7278,22.36595295956833,55.928012654017316,35.20851029347321,111.86091531870046
7279,24.01952351214783,41.880562505461384,32.72631034159347,92.43226983074709
7280,22.943973376267284,44.69711387654148,30.19356446163364,93.87599334406683
7281,23.562552654761227,67.47486044512392,42.11389692654265,132.4989391414027
7282,12.907598772000107,30.821901197910154,37.58305776831985,89.4936641451099
7283,14.551990677704586,57.7792810254525,32.86782690373865,110.00774960720432
7284,24.326562409566876,46.365992074609316,29.113921942221957,93.60036720724456
7285,21.23580337338965,57.04406162892714,31.828797839227608,107.0304148609446
7286,30.537317470805228,34.832831257990094,45.21153206236778,106.64518028052662
7287,74.57780235789093,50.60167035613809,8.801185472498604,64.5476806814219
7288,16.872968203642564,56.197661511610036,37.26190003321618,116.10729137663508
7289,16.463405747510425,56.73299963564793,32.0809518149168,106.72875615976743
7290,24.0,11.887814481220099,1.5324039353517338,15.78683025358528
7291,15.263915664611773,27.09299909733671,7.269947290382359,35.057576807768235
7292,27.412105962768376,13.00406304595706,1.9893115267587769,19.04801006457287
7293,36.49757750784847,19.09028341968135,1.475654072880913,25.338934103453326
7294,3.2708303546936808,21.2071866510877,1.9153144212225757,24.46073102831645
7295,13.0,17.268782815426828,2.0991896443311466,22.38659776113602
7296,15.0,15.193113178304214,3.2956947145772215,22.03766511627184
7297,22.972118908191817,25.36338292406793,4.877899551369642,33.71698873251351
7298,29.972475391574427,10.747524608425573,0.9476157493923661,19.026328836754008
7299,6.438012051399609,15.662479517944016,4.161490961450293,23.91744397163852
7300,27.0,6.867753059215966,1.3478270736509688,9.976543168024563
7301,11.0,19.408639493844817,3.9532113083602773,28.961011730156265
7302,21.0,26.987181925263002,1.8302647352713164,29.37283520053986
7303,30.43312230934376,4.370892377765318,0.49318359087092883,5.57783337561843
7304,6.0,23.461651108529697,7.875852294820738,36.11030873201171
7305,11.764706908014874,19.537646371630032,1.2052943125228262,21.83941137495435
7306,37.6100522476158,20.94100522476158,4.288180145905997,27.978474746985697
7307,26.0,5.869943705925014,1.2465048360963513,8.300914689346905
7308,31.0,7.694473232615877,1.2190034796515874,11.312480191919052
7309,18.0,16.215877960759855,6.277904615840238,27.07155112853385
7310,21.145016127669145,23.45,2.007311934475167,27.92580064510677
7311,32.0,11.690955894389317,3.4432153921437183,17.80084420347902
7312,23.867674287249827,22.7291486874648,2.0507372001074877,26.480151143087475
7313,15.0,17.595313432825854,3.5636417910879574,24.782447760639315
7314,12.0,16.13717005765819,5.512478363226439,25.826397661752054
7315,32.0,2.2382367266638035,0.04760430412116006,2.7810496390272834
7316,26.0,17.620848094261255,2.5844332686081692,25.842428746980673
7317,20.43207374159192,17.13901935235426,4.31603687079596,25.09098064764574
7318,17.059345481734038,30.38178036445202,5.797032725913298,39.7370327259133
7319,23.973823422803115,12.091570594631813,1.204764684560623,15.51848230603337
7320,31.16120475166497,4.738689140399593,0.0790168552996949,5.323826470865785
7321,18.0,18.428579464052316,1.916400819457863,23.52909363270119
7322,30.26085221240261,17.37222631854411,3.9669693628220672,24.850880150434406
7323,19.0,17.614774624624257,3.530977269577611,23.982517013170515
7324,26.0,12.91576557543358,1.5576222125184507,17.567524380428967
7325,27.0,8.032242376118283,0.43157182959174684,9.230735152757365
7326,23.700757493693306,22.53886354281037,2.0390530245585317,26.455113624053997
7327,28.064500432912467,6.996770112557242,1.4490154632163406,12.426459774885517
7328,34.0,16.06904795124142,1.9237948933121916,22.058748337284733
7329,33.783293058386164,5.296452878311811,1.5369492535665665,3.551609950605773
7330,30.0,18.173856895412552,2.1447579242964867,20.183923147536373
7331,16.700964034063304,18.655016685255433,5.146462736350386,27.740643307396578
7332,35.253377473555815,23.468883425020493,9.756823835720141,35.3327377622863
7333,24.0,13.438188744638259,0.8247984953848078,15.03391444169945
7334,29.133941917086055,20.1502057982027,6.288074685238427,32.288386718140416
7335,27.973189420495117,3.763861415759346,0.5971309218376564,5.611420614558438
7336,16.53016419246549,24.006124471465874,5.169560908616181,33.022065676986195
7337,26.0,19.678840884121634,1.3111748154498393,22.782110875537374
7338,34.43684693895956,14.379411530249659,1.2202658164277602,14.097701225137666
7339,15.415993247669409,26.312390546737173,5.277430951877008,37.43839223481982
7340,11.800859974731774,16.475587212128747,2.942292391408803,22.6338538042956
7341,20.88429022758964,17.092314195448207,3.8432176706922316,23.54528706827689
7342,18.0,16.670706350321915,6.115766717709318,27.191575286890505
7343,31.827832743566216,27.315852531250055,2.732711778722419,32.46248068175558
7344,30.0,6.324864558178297,0.07443842480792431,6.909302982986222
7345,36.50125403942351,16.043081319682027,1.4050877827596457,19.342805431008856
7346,24.0,14.262256860126866,3.6666306259741748,20.35291163553466
7347,17.0,23.592575212834276,5.883410920839585,33.47961743321886
7348,33.0,7.432641376313864,0.9274337892080234,10.330468863870173
7349,31.0,4.6059918822687465,0.5940892950437848,5.985128530744841
7350,21.0,27.130291925433948,1.748613108838125,29.44562040970009
7351,26.298668088827544,17.260957909423507,6.734641450604096,28.00506659555862
7352,28.215358936837426,27.17199777452591,2.5844463025235385,31.789983308944326
7353,24.61904565439333,24.640952901585766,4.004761413598332,31.246190250255232
7354,17.0,18.8695036908369,3.4623617021300794,24.614563612679607
7355,8.800938220630025,23.781427685415686,4.6105160213465135,31.42435652383941
7356,32.429333686489855,3.7668531991338554,0.057173347459594154,4.316906557188145
7357,11.0,27.497175171665948,6.91077180603114,39.51850524768293
7358,23.113425013833016,10.0098847426685,1.3529862479250474,15.229698754841555
7359,15.681923066830217,14.544919238540732,3.0413038519067763,22.307299997375857
7360,33.0,17.625956329263733,2.8935741253286635,22.523070103024008
7361,21.0,22.467560931833393,4.355396582014311,29.738743154476698
7362,16.8605106503066,16.206267230920286,3.312062970797644,21.74715147411062
7363,27.861729594946848,3.654987090374982,0.6310616324042523,7.185432398736712
7364,11.0,14.736355427765089,4.104253583919212,23.19452839271219
7365,26.264060713439292,22.401707037567952,3.8302193574306407,29.49489032128468
7366,17.537077816024212,23.440899419584262,5.646112334480726,34.14988617804237
7367,24.0,13.394043779797192,0.9217726804455106,15.161283520585147
7368,26.790782676055873,7.840921732394413,0.5462765197183238,9.147198252112736
7369,33.0,9.597554274511817,2.4510078894522227,14.884526356644361
7370,24.65038379117111,9.053907890118934,0.9938311318847118,11.04164691212258
7371,33.677371756041175,7.026685183796996,2.382875618503881,13.783270549321296
7372,21.381317367892922,16.00249580578601,2.2189892211371323,20.792603594414683
7373,11.641012870301466,21.893205064351505,1.1079493564849268,24.476415109285444
