Parm;PM10;NO2;NO;NOX;IQA;clusters
11/02/2021 16:00;9.8;14.95;1.09;15.29;20;0
11/02/2021 18:00;9.8;15.11;0.18;14.42;20;0
11/02/2021 20:00;9.8;13.54;0.2;13.2;20;0
11/02/2021 22:00;9.8;9.85;0.71;9.84;20;0
12/02/2021 00:00;9.8;11.38;0.64;9.88;20;0
12/02/2021 02:00;9;4.35;0.16;3.52;18;0
12/02/2021 04:00;9;3.4;0.32;3.48;18;0
12/02/2021 06:00;9;7.66;1.51;8.87;18;0
12/02/2021 08:00;9;14.72;1.21;12.87;18;0
12/02/2021 10:00;9;10.56;3.15;13.91;18;0
12/02/2021 12:00;9;9.24;3.8;15.05;18;0
12/02/2021 14:00;9;9.58;4.59;16.61;18;0
12/02/2021 16:00;9;10.49;4.4;17.24;18;0
12/02/2021 18:00;9;15.94;8.36;28.78;18;0
12/02/2021 20:00;9;8.78;1.88;11.66;18;0
12/02/2021 22:00;9;13.46;4.09;19.72;18;0
13/02/2021 00:00;9;14.78;4.6;21.82;18;0
13/02/2021 02:00;9;20.84;3.91;26.82;18;0
13/02/2021 04:00;9;24.03;4.98;31.35;18;0
13/02/2021 06:00;9;23.65;5.39;31.54;18;0
13/02/2021 08:00;9;17.67;1.85;18.62;18;0
13/02/2021 10:00;9;19.77;4.74;26.52;18;0
13/02/2021 12:00;9;11.55;0.72;10.24;18;0
13/02/2021 14:00;9;4.52;0.07;2.8;18;0
13/02/2021 16:00;16.1;44.35;23.79;80.72;40;4
13/02/2021 18:00;16.1;45.25;15.68;64.49;32;4
13/02/2021 22:00;16.1;59.08;35.18;102.06;51;4
14/02/2021 00:00;16.1;23.92;1.23;17.41;32;0
14/02/2021 06:00;16.1;18.51;5.51;26.94;32;0
14/02/2021 14:00;16.1;12.61;3.17;17.42;32;0
14/02/2021 16:00;16.1;14.31;5.08;22.05;32;0
14/02/2021 18:00;16.1;22.78;10.93;39.45;32;4
14/02/2021 20:00;16.1;11.45;1.64;13.91;32;0
14/02/2021 22:00;16.1;13.06;1.95;16.03;32;0
15/02/2021 02:00;16.1;22.07;0.22;21.87;32;0
15/02/2021 04:00;15;9.72;0.72;9.38;30;0
15/02/2021 06:00;15;16.27;4.09;20.47;30;0
15/02/2021 08:00;15;17.64;0.62;18.06;30;0
15/02/2021 10:00;15;14.73;0.31;14.51;30;0
15/02/2021 12:00;15;8.82;0.07;8.09;30;0
15/02/2021 14:00;15;10.51;0.16;10.63;30;0
15/02/2021 16:00;15;9.92;0.14;9.9;30;0
15/02/2021 18:00;15;10.76;0.36;11.23;30;0
15/02/2021 20:00;15;10.47;0.02;10.25;30;0
15/02/2021 22:00;15;18.31;0.7;18.73;30;0
16/02/2021 00:00;15;30.17;2.51;32.55;30;4
16/02/2021 02:00;15;14.98;0.84;13.33;30;0
16/02/2021 04:00;15;7.11;0;6.16;30;0
16/02/2021 06:00;15;3.81;0.14;3.09;30;0
16/02/2021 08:00;24.3;2.75;0.07;1.27;49;3
16/02/2021 10:00;24.3;10.09;0.89;10.45;49;3
16/02/2021 12:00;24.3;24.81;9.48;39.03;49;4
16/02/2021 14:00;24.3;25.92;7.25;35.71;49;4
16/02/2021 16:00;24.3;21.87;7.01;30.83;49;4
16/02/2021 18:00;24.3;16.54;5.79;25.33;49;3
16/02/2021 20:00;24.3;12.9;4.26;19.44;49;3
16/02/2021 22:00;24.3;16.38;4.49;23.27;49;3
17/02/2021 00:00;24.3;15.78;4.06;22;49;3
17/02/2021 02:00;24.3;18.59;2.4;22.25;49;3
17/02/2021 04:00;24.3;14.01;1.34;15.84;49;3
17/02/2021 06:00;24.3;18.63;0.95;19.94;49;3
17/02/2021 08:00;24.3;21.01;0.12;20.33;49;3
17/02/2021 10:00;24.3;15.85;0.01;14.74;49;3
17/02/2021 12:00;24.3;20.29;0.07;19.68;49;3
17/02/2021 14:00;17.9;7.93;0.16;6.82;36;0
17/02/2021 16:00;17.9;11.04;0.01;9.84;36;0
17/02/2021 18:00;17.9;9.6;0;7.9;36;0
17/02/2021 20:00;17.9;13.84;0.15;12.73;36;0
17/02/2021 22:00;17.9;11.85;0.14;10.29;36;0
18/02/2021 00:00;15.9;17.02;3.91;21.69;32;0
18/02/2021 02:00;15.9;48.45;13.92;69.51;35;4
18/02/2021 04:00;15.9;28.51;5.5;32.92;32;4
18/02/2021 06:00;15.9;25.78;7.4;36.98;32;4
18/02/2021 08:00;15.9;19.2;5.6;27.8;32;0
18/02/2021 10:00;15.9;10.11;1.08;11.37;32;0
18/02/2021 12:00;15.9;15.25;1.7;17.7;32;0
18/02/2021 14:00;15.9;31.42;7.27;42.57;32;4
18/02/2021 16:00;15.9;27.76;2.22;30.77;32;4
18/02/2021 18:00;15.9;23.87;1.23;25.6;32;0
18/02/2021 20:00;15.9;34.47;1.29;36.45;32;4
18/02/2021 22:00;15.9;49.9;2.16;53.01;32;4
19/02/2021 00:00;15.9;35.7;0;32.62;32;4
19/02/2021 02:00;15.9;22.93;0.11;20.91;32;0
19/02/2021 04:00;15.9;18.18;0.02;16.06;32;0
19/02/2021 06:00;23.4;6.67;0.13;5.06;47;3
19/02/2021 08:00;23.4;25.26;7.32;36.28;47;4
19/02/2021 10:00;23.4;37.92;44.2;102.77;51;4
19/02/2021 12:00;23.4;39.26;12.95;49.92;47;4
19/02/2021 14:00;23.4;27.35;4.81;33.35;47;4
19/02/2021 16:00;23.4;24.38;4.72;31.6;47;4
19/02/2021 18:00;23.4;24.31;4.51;31.23;47;4
19/02/2021 20:00;23.4;20.88;4.96;28.47;47;4
19/02/2021 22:00;23.4;29.15;7.07;39.98;47;4
20/02/2021 00:00;23.4;24.18;2.84;28.5;47;4
20/02/2021 02:00;23.4;24.23;2.57;28.17;47;4
20/02/2021 04:00;23.4;30.18;4.29;36.76;47;4
20/02/2021 06:00;23.4;36.74;3.1;41.34;47;4
20/02/2021 08:00;23.4;39.44;11.45;56.63;47;4
20/02/2021 10:00;23.4;35.05;8.14;44.91;47;4
20/02/2021 12:00;23.4;29.4;1.56;26.6;47;4
20/02/2021 14:00;23.4;20.35;2.15;17.88;47;3
20/02/2021 16:00;23.4;12.76;0.82;10.18;47;3
20/02/2021 18:00;23.4;8.04;0;5.12;47;3
20/02/2021 20:00;16.5;5.51;0;1.36;33;0
20/02/2021 22:00;16.5;4.3;0;0.02;33;0
21/02/2021 00:00;16.5;3.88;0;0.76;33;0
21/02/2021 02:00;16.5;24.99;0.02;24.58;33;0
21/02/2021 04:00;16.5;10.33;0.01;9.46;33;0
21/02/2021 06:00;16.5;8.93;0.15;9.03;33;0
21/02/2021 08:00;16.5;9.07;0.31;9.37;33;0
21/02/2021 10:00;16.5;9.65;0.17;9.43;33;0
21/02/2021 12:00;16.5;8.34;0.16;8.36;33;0
21/02/2021 14:00;16.5;7.82;0.04;7.34;33;0
21/02/2021 16:00;16.5;10.34;0.07;9.93;33;0
21/02/2021 18:00;25.4;12.33;1.35;13.5;51;3
21/02/2021 20:00;25.4;14.28;0.37;13.26;51;3
21/02/2021 22:00;25.4;19.55;1.91;22.47;51;3
22/02/2021 00:00;25.4;17.38;1.64;19.81;51;3
22/02/2021 06:00;25.4;13.77;0.93;15.2;51;3
22/02/2021 08:00;25.4;9.55;0.07;9.2;51;3
22/02/2021 10:00;25.4;9.86;0.2;10.02;51;3
22/02/2021 12:00;25.4;13.77;3.95;19.79;51;3
22/02/2021 14:00;25.4;17.68;2.11;20.7;51;3
22/02/2021 16:00;25.4;19.79;1.46;22.02;51;3
22/02/2021 18:00;25.4;26.25;1.16;27.8;51;4
22/02/2021 20:00;25.4;68.14;7.91;80.14;51;4
22/02/2021 22:00;25.4;65.99;3.32;67.91;51;4
23/02/2021 00:00;23.4;4.81;0.02;4.21;47;3
23/02/2021 02:00;23.4;6.61;0.08;6.33;47;3
23/02/2021 04:00;23.4;6.76;0.01;6.14;47;3
23/02/2021 06:00;23.4;7.75;0.22;7.91;47;3
23/02/2021 08:00;23.4;7.65;0.36;8.18;47;3
23/02/2021 10:00;23.4;8.33;0.45;8.98;47;3
23/02/2021 12:00;23.4;7.69;0.46;8.39;47;3
23/02/2021 14:00;23.4;8;0.41;8.59;47;3
23/02/2021 16:00;23.4;9.22;0.47;9.92;47;3
23/02/2021 18:00;23.4;5.76;0.52;6.55;47;3
23/02/2021 20:00;23.4;4.8;0.18;4.92;47;3
23/02/2021 22:00;23.4;4.72;0.3;4.97;47;3
24/02/2021 00:00;23.4;2.71;0.06;2.6;47;3
24/02/2021 02:00;23.4;2.15;0.17;2.34;47;3
24/02/2021 04:00;30.4;1.62;0.03;1.3;61;3
24/02/2021 06:00;30.4;1.59;0.07;1.49;61;3
24/02/2021 08:00;30.4;1.29;0.09;0.87;61;3
24/02/2021 10:00;30.4;1.14;0.25;1.51;61;3
24/02/2021 12:00;30.4;1.53;0.25;1.89;61;3
24/02/2021 14:00;30.4;1.85;0.31;2.3;61;3
24/02/2021 16:00;30.4;2.67;0.29;2.99;61;3
24/02/2021 18:00;30.4;4.8;0.85;6.11;61;3
24/02/2021 20:00;30.4;4.31;0.92;5.71;61;3
24/02/2021 22:00;30.4;4.29;0.84;5.58;61;3
25/02/2021 00:00;30.4;5.09;0.97;6.56;61;3
25/02/2021 02:00;30.4;5.72;1.2;7.56;61;3
25/02/2021 04:00;30.4;5.48;0.83;6.77;61;3
25/02/2021 06:00;30.4;6.06;0.88;7.41;61;3
25/02/2021 08:00;30.4;8.83;1.32;10.86;61;3
25/02/2021 10:00;30.4;7.57;0.91;8.97;61;3
25/02/2021 12:00;30.4;11.75;0.99;13.26;61;3
25/02/2021 14:00;30.4;11.81;0.44;12.48;61;3
25/02/2021 16:00;30.4;11.89;0.5;12.66;61;3
25/02/2021 18:00;30.4;7.89;0.46;8.61;61;3
25/02/2021 20:00;30.4;4.19;0.54;5.02;61;3
25/02/2021 22:00;30.4;3.83;0.34;4.35;61;3
26/02/2021 00:00;30.4;2.7;0.27;3.11;61;3
26/02/2021 02:00;30.4;2.16;0.27;2.49;61;3
26/02/2021 06:00;25.4;1.61;0.09;1.7;51;3
26/02/2021 08:00;25.4;1.63;0.25;1.97;51;3
26/02/2021 10:00;25.4;2.27;0.1;2.31;51;3
26/02/2021 12:00;25.4;7.05;0.16;7.21;51;3
26/02/2021 14:00;25.4;5.63;0.34;6.02;51;3
26/02/2021 16:00;25.4;5.66;0.62;6.61;51;3
26/02/2021 18:00;25.4;5.3;0.45;5.95;51;3
26/02/2021 20:00;25.4;6.97;0.74;8.11;51;3
26/02/2021 22:00;25.4;7.08;0.87;8.41;51;3
27/02/2021 00:00;25.4;6.94;0.78;8.14;51;3
27/02/2021 02:00;25.4;6.36;1.08;8.03;51;3
27/02/2021 04:00;25.4;5.95;1.06;7.58;51;3
27/02/2021 06:00;25.4;8.96;1.67;11.52;51;3
27/02/2021 08:00;25.4;5.91;0.81;7.15;51;3
27/02/2021 10:00;25.4;5.24;0.51;6.02;51;3
27/02/2021 12:00;25.4;7.98;0.54;8.8;51;3
27/02/2021 14:00;25.4;10.07;0.86;11.38;51;3
27/02/2021 16:00;25.4;10.18;0.6;11.06;51;3
27/02/2021 18:00;25.4;11.22;0.62;12;51;3
27/02/2021 20:00;25.4;12.22;0.16;11.94;51;3
27/02/2021 22:00;25.4;8.77;0;8.01;51;3
28/02/2021 00:00;25.4;5.79;0.03;5.51;51;3
28/02/2021 02:00;18.1;3.94;0.19;4.09;36;0
28/02/2021 06:00;18.1;5.22;0.04;4.9;36;0
28/02/2021 08:00;18.1;3.69;0.06;3.42;36;0
28/02/2021 10:00;18.1;2.4;0.19;2.43;36;0
28/02/2021 12:00;18.1;4.19;0.05;3.41;36;0
28/02/2021 14:00;18.1;5.01;0.18;5.09;36;0
28/02/2021 16:00;18.1;11.92;4.4;18.55;36;0
28/02/2021 18:00;18.1;17.3;6.09;26.63;36;0
28/02/2021 20:00;18.1;10.8;0.43;11.29;36;0
28/02/2021 22:00;18.1;12.57;0.79;13.79;36;0
01/03/2021 00:00;18.1;8.13;1.71;10.75;36;0
01/03/2021 06:00;18.1;5.47;1.69;8.07;36;0
01/03/2021 08:00;18.1;4.16;1.79;6.9;36;0
01/03/2021 10:00;18.1;3.15;1.22;5.03;36;0
01/03/2021 12:00;18.1;2.18;0.6;3.09;36;0
01/03/2021 14:00;18.1;3.71;1.65;6.24;36;0
01/03/2021 16:00;18.1;3.63;0.94;5.08;36;0
01/03/2021 18:00;18.1;8.05;1.8;10.82;36;0
01/03/2021 20:00;18.1;13.29;3.27;18.29;36;0
01/03/2021 22:00;18.1;15.45;1.74;17.92;36;0
02/03/2021 00:00;18.1;16.89;0.84;18.14;36;0
02/03/2021 04:00;18.1;14.92;0.45;15.56;36;0
02/03/2021 06:00;18.1;8.98;0.08;8.82;36;0
02/03/2021 08:00;18.1;3.8;0.04;3.79;36;0
02/03/2021 10:00;8.6;2.23;0.16;2.44;17;0
02/03/2021 12:00;8.6;3.23;0.09;3.24;17;0
02/03/2021 14:00;8.6;2.73;0.11;2.57;17;0
02/03/2021 16:00;8.6;13.64;1.15;15.39;17;0
02/03/2021 18:00;8.6;11.6;1.57;14;17;0
02/03/2021 20:00;8.6;9.53;0.73;10.66;17;0
02/03/2021 22:00;8.6;8.02;1.39;10.15;17;0
03/03/2021 00:00;8.6;7.9;1.26;9.83;17;0
03/03/2021 02:00;8.6;4.91;0.33;5.4;17;0
03/03/2021 04:00;8.6;3.57;0.22;3.9;17;0
03/03/2021 06:00;12.2;3.03;0.49;3.77;24;0
03/03/2021 08:00;12.2;3.77;0.05;3.66;24;0
03/03/2021 10:00;12.2;4.92;0.25;5.25;24;0
03/03/2021 12:00;12.2;4.49;0.26;4.82;24;0
03/03/2021 14:00;12.2;4;0.33;4.28;24;0
03/03/2021 16:00;12.2;3.9;0.36;4.41;24;0
03/03/2021 18:00;12.2;4.1;0.4;4.71;24;0
03/03/2021 20:00;12.2;10.96;0.43;11.61;24;0
03/03/2021 22:00;12.2;5.29;0.56;6.16;24;0
04/03/2021 00:00;12.2;4.61;0.5;5.38;24;0
04/03/2021 02:00;12.2;5.81;0.84;7.11;24;0
04/03/2021 04:00;12.2;4.35;0.86;5.67;24;0
04/03/2021 06:00;12.2;5.61;0.68;6.65;24;0
04/03/2021 08:00;12.2;5.49;0.83;6.76;24;0
04/03/2021 10:00;12.2;4.65;0.42;5.25;24;0
04/03/2021 12:00;12.2;5.05;0.87;6.38;24;0
04/03/2021 14:00;12.2;4.38;0.31;4.83;24;0
04/03/2021 16:00;12.2;7.5;0.64;8.49;24;0
04/03/2021 18:00;12.2;8;0.44;8.68;24;0
04/03/2021 20:00;12.2;5.57;0.5;6.34;24;0
04/03/2021 22:00;12.2;4.63;0.52;5.41;24;0
05/03/2021 00:00;12.2;3.28;0.26;3.49;24;0
05/03/2021 02:00;12.2;3.65;0.58;4.54;24;0
05/03/2021 06:00;12.2;2.6;0.28;2.96;24;0
05/03/2021 08:00;19.5;1.61;0.15;1.68;39;0
05/03/2021 10:00;19.5;2.92;0.14;3.07;39;0
05/03/2021 12:00;19.5;3.64;0.05;3.43;39;0
05/03/2021 14:00;19.5;8.99;1.12;10.55;39;3
05/03/2021 16:00;19.5;10.48;2.37;13.99;39;3
05/03/2021 18:00;19.5;15.25;5.78;24.11;39;3
05/03/2021 20:00;19.5;20.97;11.48;38.55;39;4
05/03/2021 22:00;19.5;13.87;5.77;22.7;39;3
06/03/2021 00:00;19.5;9.17;3.66;14.81;39;3
06/03/2021 02:00;19.5;12.64;3.94;18.68;39;3
06/03/2021 04:00;19.5;16.18;5.04;23.91;39;3
06/03/2021 06:00;19.5;16.99;6;26.19;39;3
06/03/2021 08:00;19.5;10.77;2.21;14.16;39;3
06/03/2021 10:00;19.5;15.91;3.93;21.95;39;3
06/03/2021 12:00;19.5;21.98;6.14;31.44;39;4
06/03/2021 14:00;19.5;33.34;5.1;41.16;39;4
06/03/2021 16:00;19.5;43.51;10.37;59.41;39;4
06/03/2021 18:00;19.5;37.9;11.31;51.58;39;4
06/03/2021 20:00;19.5;27.61;4.99;34.06;39;4
06/03/2021 22:00;19.5;17.24;0.84;18.13;39;3
07/03/2021 00:00;19.5;9.21;0.42;9.75;39;3
07/03/2021 02:00;19.5;5.19;0.3;5.05;39;3
07/03/2021 04:00;22.9;5.84;0.02;5.25;46;3
07/03/2021 06:00;22.9;6.69;0;5.88;46;3
07/03/2021 08:00;22.9;5.63;0.17;5.51;46;3
07/03/2021 10:00;22.9;6.36;0.03;5.95;46;3
07/03/2021 12:00;22.9;4.81;0.31;5.26;46;3
07/03/2021 14:00;22.9;11.18;0.36;11.58;46;3
07/03/2021 16:00;22.9;29.27;3.08;33.98;46;4
07/03/2021 18:00;22.9;31.61;6.69;41.89;46;4
07/03/2021 20:00;22.9;34.36;7.23;45.45;46;4
07/03/2021 22:00;22.9;18.73;3.6;24.21;46;3
08/03/2021 00:00;22.9;13.63;3.44;18.9;46;3
08/03/2021 02:00;22.9;12.43;3.47;17.72;46;3
08/03/2021 04:00;22.9;16.46;4.84;23.9;46;3
08/03/2021 06:00;22.9;18.12;4.02;24.29;46;3
08/03/2021 08:00;22.9;12.67;2.8;16.95;46;3
08/03/2021 10:00;22.9;16.63;3.78;22.42;46;3
08/03/2021 12:00;22.9;18.38;2.97;22.96;46;3
08/03/2021 14:00;22.9;30.84;3.94;36.91;46;4
08/03/2021 16:00;22.9;32.22;4.33;38.87;46;4
08/03/2021 18:00;22.9;34.5;4.06;40.71;46;4
08/03/2021 20:00;22.9;29.89;3.87;35.81;46;4
08/03/2021 22:00;22.9;19.66;1.74;22.32;46;3
09/03/2021 00:00;22.9;12.7;0.62;13.65;46;3
09/03/2021 02:00;22.9;9.82;0.47;10.54;46;3
09/03/2021 04:00;14.1;6.99;0.33;7.49;28;0
09/03/2021 06:00;14.1;4.34;0.53;5.14;28;0
09/03/2021 10:00;14.1;4.37;0.32;4.86;28;0
09/03/2021 12:00;18;15.66;3.58;21.14;36;0
09/03/2021 14:00;18;17.14;4.39;23.86;36;0
09/03/2021 16:00;18;14.88;3.66;20.48;36;0
09/03/2021 18:00;18;13.88;5.17;21.79;36;0
09/03/2021 20:00;18;11.78;2.73;15.97;36;0
09/03/2021 22:00;18;13.02;3.75;18.79;36;0
10/03/2021 00:00;18;16.39;3.35;21.53;36;0
10/03/2021 02:00;18;22.23;4.08;28.49;36;4
10/03/2021 06:00;18;28.09;3.92;34.1;36;4
10/03/2021 08:00;18;38.86;5.06;46.62;36;4
10/03/2021 10:00;18;22.94;6.2;32.42;36;4
10/03/2021 12:00;18;13.52;2.88;17.94;36;0
10/03/2021 14:00;18;8.84;1.16;10.61;36;0
10/03/2021 16:00;18;5.8;0.78;6.91;36;0
10/03/2021 18:00;20.7;2.54;0.66;3.56;41;3
10/03/2021 20:00;20.7;2.35;0.54;3.16;41;3
10/03/2021 22:00;20.7;1.44;0.37;1.99;41;3
11/03/2021 00:00;20.7;1.19;0.48;1.92;41;3
11/03/2021 02:00;20.7;2.33;0.87;3.65;41;3
11/03/2021 04:00;20.7;3.91;1.2;5.68;41;3
11/03/2021 06:00;20.7;15.26;4.79;22.61;41;3
11/03/2021 08:00;20.7;29.87;12.14;48.46;41;4
11/03/2021 10:00;20.7;36.55;24.71;74.46;41;4
11/03/2021 12:00;20.7;20.13;12.47;39.24;41;4
11/03/2021 14:00;20.7;10.45;5;18.14;41;3
11/03/2021 16:00;20.7;9.12;3.04;13.78;41;3
11/03/2021 18:00;20.7;18.21;7.09;29.04;41;4
11/03/2021 20:00;20.7;16.65;6.72;26.99;41;3
11/03/2021 22:00;20.7;13.67;4.53;20.61;41;3
12/03/2021 00:00;20.7;13.47;3.8;19.29;41;3
12/03/2021 06:00;20.7;20.23;6.13;29.63;41;4
12/03/2021 08:00;20.7;25.35;4.21;31.85;41;4
12/03/2021 10:00;20.7;55.1;3.53;60.52;41;4
12/03/2021 12:00;20.7;56.53;10.8;73.14;41;4
12/03/2021 14:00;20.7;48.02;21.92;81.59;41;4
12/03/2021 16:00;20.7;39.73;14.14;61.36;41;4
12/03/2021 18:00;20.7;24.39;4.36;31.08;41;4
12/03/2021 20:00;20.7;7.92;0.77;9.09;41;3
12/03/2021 22:00;28;9.93;1.48;12.2;56;3
13/03/2021 00:00;28;7.19;0.44;7.87;56;3
13/03/2021 02:00;28;10.3;1.01;11.84;56;3
13/03/2021 04:00;28;54.72;2.98;59.13;56;4
13/03/2021 06:00;28;56.07;5.53;64.56;56;4
13/03/2021 08:00;28;48.05;5.79;56.94;56;4
13/03/2021 10:00;28;44.65;9.32;58.94;56;4
13/03/2021 12:00;28;38.12;10.86;54.79;56;4
13/03/2021 14:00;28;19.32;3.2;24.23;56;3
13/03/2021 16:00;28;11.02;1.82;13.81;56;3
13/03/2021 18:00;28.5;8.59;0.97;10.06;57;3
13/03/2021 20:00;28.5;6.34;0.37;6.88;57;3
13/03/2021 22:00;28.5;5.87;0.3;6.27;57;3
14/03/2021 00:00;28.5;6.6;0.52;7.39;57;3
14/03/2021 02:00;28.5;8.46;0.81;9.71;57;3
14/03/2021 04:00;28.5;17.02;7.75;28.89;57;3
14/03/2021 06:00;28.5;21.88;4.22;28.33;57;4
14/03/2021 08:00;28.5;50.15;19.36;79.88;57;4
14/03/2021 10:00;28.5;49.62;28.79;93.78;57;4
14/03/2021 12:00;28.5;23.56;9.61;38.31;57;4
14/03/2021 14:00;28.5;18;5.06;25.75;57;3
14/03/2021 16:00;28.5;17.83;5.65;26.51;57;3
14/03/2021 18:00;28.5;14.66;4.77;21.97;57;3
14/03/2021 20:00;28.5;17.3;5.44;25.64;57;3
14/03/2021 22:00;28.5;17.39;3.97;23.48;57;3
15/03/2021 00:00;28.5;18.46;5.5;26.86;57;3
15/03/2021 02:00;28.5;23.44;4.61;30.52;57;4
15/03/2021 04:00;28.5;60.18;8.02;72.51;57;4
15/03/2021 06:00;28.5;77.19;22.26;111.36;57;4
15/03/2021 08:00;28.5;69.76;36.3;125.43;63;4
15/03/2021 10:00;28.5;33.91;3.95;39.98;57;4
15/03/2021 12:00;28.5;30.29;4.6;37.36;57;4
15/03/2021 14:00;28.5;18.77;1.3;20.75;57;3
15/03/2021 16:00;28.5;10.1;0.79;11.31;57;3
15/03/2021 18:00;16.4;5.63;0.28;6.01;33;0
15/03/2021 20:00;16.4;4.94;0.36;5.5;33;0
15/03/2021 22:00;16.4;4.93;0.37;5.5;33;0
16/03/2021 00:00;16.4;9.55;0.91;10.93;33;0
16/03/2021 02:00;16.4;15.29;1.68;17.87;33;0
16/03/2021 04:00;16.4;27.41;6.23;36.95;33;4
16/03/2021 06:00;16.4;16.27;2.68;20.38;33;0
16/03/2021 08:00;16.4;8.17;1.04;9.75;33;0
16/03/2021 10:00;16.4;8.03;1.39;10.15;33;0
16/03/2021 12:00;16.4;6.72;1.23;8.61;33;0
16/03/2021 14:00;16.4;6.59;0.9;7.97;33;0
16/03/2021 16:00;16.4;6.05;1.23;7.93;33;0
16/03/2021 18:00;16.4;6.87;0.71;7.94;33;0
16/03/2021 20:00;16.4;8;0.69;9.07;33;0
16/03/2021 22:00;16.4;11.05;0.93;12.47;33;0
17/03/2021 00:00;16.4;15.01;1.06;16.64;33;0
17/03/2021 06:00;16.4;14.99;0.63;15.96;33;0
17/03/2021 08:00;16.4;13.29;1.1;14.98;33;0
17/03/2021 10:00;16.4;12.35;0.85;13.64;33;0
17/03/2021 12:00;16.4;11.95;0.54;12.78;33;0
17/03/2021 14:00;16.4;12.16;0.64;13.11;33;0
17/03/2021 16:00;16.4;9.97;0.48;10.69;33;0
17/03/2021 18:00;36.5;8.11;0.37;8.69;73;2
17/03/2021 20:00;36.5;6.17;0.4;6.65;73;2
17/03/2021 22:00;36.5;5.11;0.48;5.85;73;2
18/03/2021 00:00;36.5;3.81;0.38;4.38;73;2
18/03/2021 02:00;36.5;3.22;0.47;3.95;73;2
18/03/2021 04:00;36.5;5;0.62;5.96;73;2
18/03/2021 06:00;36.5;15.36;3.21;20.3;73;2
18/03/2021 08:00;36.5;19.38;8.65;32.65;73;2
18/03/2021 10:00;36.5;34.12;16.33;59.15;73;4
18/03/2021 12:00;36.5;21.34;7.53;32.85;73;2
18/03/2021 14:00;36.5;17.7;5.4;25.99;73;2
18/03/2021 16:00;36.5;17.65;4.57;24.66;73;2
18/03/2021 18:00;36.5;15.88;3.87;21.82;73;2
18/03/2021 20:00;36.5;13.81;3.03;18.45;73;2
18/03/2021 22:00;36.5;15.4;2.09;18.6;73;2
19/03/2021 00:00;36.5;17.45;2.11;20.68;73;2
19/03/2021 02:00;36.5;20.42;2.41;24.12;73;2
19/03/2021 04:00;36.5;40.04;3.1;44.8;73;4
19/03/2021 06:00;36.5;54.72;4;60.85;73;4
19/03/2021 08:00;36.5;50.51;9.93;65.63;73;4
19/03/2021 10:00;36.5;36.3;15.89;60.68;73;4
19/03/2021 12:00;36.5;40.17;13.97;61.6;73;4
19/03/2021 14:00;36.5;24.32;3.39;29.51;73;2
19/03/2021 16:00;36.5;18.01;1.25;19.93;73;2
19/03/2021 18:00;17.2;8.09;0.37;8.63;34;0
19/03/2021 20:00;17.2;7.97;0.58;8.85;34;0
19/03/2021 22:00;17.2;6.72;0.54;7.55;34;0
20/03/2021 00:00;17.2;5.3;0.32;5.77;34;0
20/03/2021 02:00;17.2;7.94;0.61;8.87;34;0
20/03/2021 04:00;17.2;12.88;0.78;14.07;34;0
20/03/2021 06:00;17.2;16.34;1.18;18.14;34;0
20/03/2021 08:00;17.2;27.6;4.34;34.28;34;4
20/03/2021 10:00;17.2;29.28;6.94;39.92;34;4
20/03/2021 12:00;17.2;7.59;1.3;9.58;34;0
20/03/2021 14:00;17.2;7.99;0.86;9.3;34;0
20/03/2021 16:00;17.2;7.36;1.1;9.05;34;0
20/03/2021 18:00;17.2;8.1;1.12;9.81;34;0
20/03/2021 20:00;17.2;5.91;0.69;6.97;34;0
20/03/2021 22:00;17.2;6.33;0.83;7.6;34;0
21/03/2021 00:00;17.2;11.41;1.42;13.58;34;0
21/03/2021 02:00;17.2;21.5;2.18;24.84;34;0
21/03/2021 04:00;17.2;39.59;3.2;44.49;34;4
21/03/2021 06:00;17.2;49.24;2.68;53.34;34;4
21/03/2021 08:00;17.2;55.38;5.46;63.75;34;4
21/03/2021 10:00;17.2;38.86;6.93;49.49;34;4
21/03/2021 12:00;17.2;37.22;9.2;51.32;34;4
21/03/2021 14:00;17.2;24.64;4.75;31.93;34;4
21/03/2021 16:00;17.2;14.48;2.54;18.38;34;0
21/03/2021 18:00;61.1;0.4;1.14;1.13;122;1
21/03/2021 20:00;61.1;15.22;5.54;23.57;122;1
21/03/2021 22:00;61.1;27.3;3.82;27.82;122;1
22/03/2021 08:00;61.1;52.15;29.17;93.36;122;1
22/03/2021 10:00;61.1;21.59;7.73;32.31;122;1
22/03/2021 12:00;61.1;19.02;10.79;35.56;122;1
22/03/2021 14:00;61.1;25.09;12.68;44.55;122;1
22/03/2021 16:00;61.1;17.05;10.66;33.42;122;1
22/03/2021 18:00;61.1;18.42;11.4;35.89;122;1
22/03/2021 20:00;61.1;18.01;9.04;31.88;122;1
22/03/2021 22:00;61.1;15.14;8.34;27.92;122;1
23/03/2021 00:00;61.1;17.74;8.55;30.85;122;1
23/03/2021 02:00;61.1;33.37;8.74;46.77;122;1
23/03/2021 04:00;61.1;45.45;7.52;56.99;122;1
23/03/2021 06:00;61.1;35.2;12.17;53.87;122;1
23/03/2021 08:00;61.1;40.07;13.24;60.37;122;1
23/03/2021 10:00;61.1;32.15;3.21;34.26;122;1
23/03/2021 12:00;61.1;19.92;2.15;22.91;122;1
23/03/2021 14:00;61.1;13.39;4.43;20.17;122;1
