25/3/21 12.00 AM;14.90;5.50;0.30;6.43;30;0;0;0;0;0;0;0;0;0;0
25/3/21 2.00 AM;13.92;2.85;0.16;3.56;28;0;0;0;0;0;0;0;0;0;0
25/3/21 4.00 AM;15.14;7.17;0.27;8.04;30;0;0;0;0;0;0;0;0;0;0
25/3/21 6.00 AM;10.50;11.60;2.49;15.89;21;0;0;0;0;0;0;0;0;0;0
25/3/21 8.00 AM;10.50;18.00;4.56;25.46;21;0;0;0;0;0;0;0;0;0;0
25/3/21 10.00 AM;8.30;23.47;6.27;33.55;17;0;0;0;0;0;0;0;0;0;0
25/3/21 12.00 PM;15.14;16.39;4.66;24.00;30;0;0;0;0;0;0;0;0;0;0
25/3/21 2.00 PM;20.51;10.62;5.16;19.00;41;0;0;0;0;0;0;0;0;0;0
25/3/21 4.00 PM;13.68;8.24;2.95;13.22;27;0;0;0;0;0;0;0;0;0;0
25/3/21 6.00 PM;12.94;16.94;3.16;22.24;26;0;0;0;0;0;0;0;0;0;0
25/3/21 8.00 PM;47.13;56.56;6.02;66.25;94;0;0;0;0;0;0;0;0;0;0
25/3/21 10.00 PM;23.44;35.68;3.51;41.52;47;0;0;0;0;0;0;0;0;0;0
26/3/21 12.00 AM;11.72;10.39;0.30;11.32;23;0;0;0;0;0;0;0;0;0;0
26/3/21 2.00 AM;20.76;2.85;0.18;3.58;42;0;0;0;0;0;0;0;0;0;0
26/3/21 4.00 AM;21.25;0.71;0.00;1.18;42;0;0;0;0;0;0;0;0;0;0
26/3/21 6.00 AM;14.65;4.62;0.07;5.20;29;0;0;0;0;0;0;0;0;0;0
26/3/21 8.00 AM;17.09;21.70;4.82;29.56;34;0;0;0;0;0;0;0;0;0;0
26/3/21 10.00 AM;16.85;14.73;4.32;21.82;34;0;0;0;0;0;0;0;0;0;0
26/3/21 12.00 PM;13.19;22.95;5.98;32.57;26;0;0;0;0;0;0;0;0;0;0
26/3/21 2.00 PM;14.16;11.18;2.91;16.11;28;0;0;0;0;0;0;0;0;0;0
26/3/21 4.00 PM;15.87;11.96;2.89;16.85;32;0;0;0;0;0;0;0;0;0;0
26/3/21 6.00 PM;41.51;18.22;3.42;23.93;83;0;0;0;0;0;0;0;0;0;0
26/3/21 8.00 PM;20.76;39.65;6.77;50.49;42;0;0;0;0;0;0;0;0;0;0
26/3/21 10.00 PM;10.26;12.87;0.98;14.84;21;0;0;0;0;0;0;0;0;0;0
27/3/21 12.00 AM;15.38;7.55;0.34;8.53;31;0;0;0;0;0;0;0;0;0;0
27/3/21 2.00 AM;12.70;5.43;0.72;7.00;25;0;0;0;0;0;0;0;0;0;0
27/3/21 4.00 AM;24.42;5.07;0.36;6.09;49;0;0;0;0;0;0;0;0;0;0
28/3/21 2.00 PM;50.55;7.20;1.30;9.66;101;0;0;0;0;0;0;0;0;0;0
28/3/21 4.00 PM;33.21;4.90;0.63;6.33;66;0;0;0;0;0;0;0;0;0;0
28/3/21 6.00 PM;23.20;8.93;0.99;10.91;46;0;0;0;0;0;0;0;0;0;0
28/3/21 8.00 PM;26.62;22.90;1.28;25.33;53;0;0;0;0;0;0;0;0;0;0
28/3/21 10.00 PM;34.92;14.93;0.04;15.45;70;0;0;0;0;0;0;0;0;0;0
29/3/21 12.00 AM;27.35;5.97;0.15;6.66;55;0;0;0;0;0;0;0;0;0;0
29/3/21 2.00 AM;23.20;5.38;0.25;6.22;46;0;0;0;0;0;0;0;0;0;0
29/3/21 4.00 AM;27.35;8.26;0.01;8.74;55;0;0;0;0;0;0;0;0;0;0
29/3/21 6.00 AM;48.60;12.30;0.01;12.78;97;0;0;0;0;0;0;0;0;0;0
29/3/21 8.00 AM;46.64;28.39;3.07;33.55;93;0;0;0;0;0;0;0;0;0;0
29/3/21 10.00 AM;35.41;13.27;1.53;16.08;71;0;0;0;0;0;0;0;0;0;0
29/3/21 12.00 PM;29.06;10.94;3.79;17.21;58;0;0;0;0;0;0;0;0;0;0
29/3/21 2.00 PM;45.67;8.51;1.68;11.55;91;0;0;0;0;0;0;0;0;0;0
29/3/21 4.00 PM;22.71;9.16;2.07;12.80;45;0;0;0;0;0;0;0;0;0;0
29/3/21 6.00 PM;21.73;12.35;1.76;15.50;43;0;0;0;0;0;0;0;0;0;0
29/3/21 8.00 PM;15.87;17.78;1.07;19.88;32;0;0;0;0;0;0;0;0;0;0
29/3/21 10.00 PM;26.86;13.75;0.22;14.55;54;0;0;0;0;0;0;0;0;0;0
30/3/21 12.00 AM;43.22;3.17;0.25;4.02;86;0;0;0;0;0;0;0;0;0;0
30/3/21 2.00 AM;56.65;3.32;0.11;3.96;113;0;0;0;0;0;0;0;0;0;0
30/3/21 4.00 AM;28.33;3.65;0.13;4.32;57;0;0;0;0;0;0;0;0;0;0
30/3/21 6.00 AM;14.16;17.99;0.92;19.86;28;0;0;0;0;0;0;0;0;0;0
30/3/21 8.00 AM;7.08;30.78;4.51;38.15;19;0;0;0;0;0;0;0;0;0;0
30/3/21 10.00 AM;4.88;13.81;3.18;19.15;10;0;0;0;0;0;0;0;0;0;0
30/3/21 12.00 PM;24.18;11.06;2.44;15.26;48;0;0;0;0;0;0;0;0;0;0
30/3/21 2.00 PM;15.38;9.42;1.94;12.85;31;0;0;0;0;0;0;0;0;0;0
30/3/21 4.00 PM;8.06;10.54;1.59;13.45;16;0;0;0;0;0;0;0;0;0;0
30/3/21 6.00 PM;14.90;16.03;2.24;19.92;30;0;0;0;0;0;0;0;0;0;0
30/3/21 8.00 PM;9.77;33.01;0.10;33.62;20;0;0;0;0;0;0;0;0;0;0
30/3/21 10.00 PM;21.98;18.93;0.89;20.76;44;0;0;0;0;0;0;0;0;0;0
31/3/21 12.00 AM;26.62;7.38;0.01;7.86;53;0;0;0;0;0;0;0;0;0;0
