Parm;PM10;NO2;NO;NOX;IQA
18/3/21 17.00;20.70;7.99;4.35;14.66;41
18/3/21 18.00;20.70;13.69;4.77;21.01;41
18/3/21 19.00;20.70;25.17;4.29;31.75;41
18/3/21 20.00;20.70;22.87;5.60;31.46;41
18/3/21 21.00;20.70;20.01;4.53;26.95;41
18/3/21 22.00;20.70;12.86;3.69;18.52;41
18/3/21 23.00;20.70;5.88;2.59;9.85;41
19/3/21 0.00;20.70;2.79;2.26;6.26;41
19/3/21 1.00;20.80;0.38;2.86;4.70;42
19/3/21 2.00;20.80;0.50;2.77;4.62;42
19/3/21 3.00;20.80;0.67;3.11;5.27;42
19/3/21 6.00;20.80;19.69;8.64;32.94;42
19/3/21 7.00;20.80;38.44;14.48;58.63;42
19/3/21 8.00;20.80;20.46;4.01;25.39;42
19/3/21 9.00;20.80;11.58;9.45;26.07;42
19/3/21 10.00;20.80;9.22;7.66;20.96;42
19/3/21 11.00;20.80;7.77;7.51;19.30;42
19/3/21 12.00;20.80;8.24;6.80;18.66;42
19/3/21 13.00;20.80;8.22;6.12;17.60;42
19/3/21 14.00;20.80;6.83;5.96;15.96;42
19/3/21 15.00;20.80;7.56;5.06;15.32;42
19/3/21 16.00;20.80;8.73;5.58;17.29;42
19/3/21 17.00;20.80;10.51;6.00;19.71;42
19/3/21 18.00;20.80;25.71;6.08;35.03;42
19/3/21 19.00;20.80;23.83;4.28;30.40;42
19/3/21 20.00;20.80;24.13;4.19;30.57;42
19/3/21 21.00;20.80;16.49;3.40;21.70;42
19/3/21 22.00;20.80;9.44;2.70;13.58;42
19/3/21 23.00;20.80;7.66;3.00;12.26;42
20/3/21 0.00;20.80;4.30;3.35;9.43;42
20/3/21 1.00;15.10;2.21;3.42;7.45;30
20/3/21 2.00;15.10;0.43;3.45;5.71;30
20/3/21 3.00;15.10;0.93;3.32;6.03;30
20/3/21 4.00;15.10;1.68;3.72;7.38;30
20/3/21 5.00;15.10;3.93;4.39;10.66;30
20/3/21 6.00;15.10;2.92;4.32;9.53;30
20/3/21 7.00;15.10;5.57;4.73;12.83;30
20/3/21 8.00;15.10;7.69;6.31;17.37;30
20/3/21 9.00;15.10;10.77;6.13;20.13;30
20/3/21 10.00;15.10;11.21;8.27;23.90;30
20/3/21 11.00;15.10;9.12;7.14;20.06;30
20/3/21 12.00;15.10;11.79;7.38;23.10;30
20/3/21 13.00;15.10;14.04;7.85;26.07;30
20/3/21 14.00;15.10;13.82;5.43;22.13;30
20/3/21 15.00;15.10;12.25;5.04;19.98;30
20/3/21 16.00;15.10;11.99;5.24;20.01;30
20/3/21 17.00;15.10;11.57;4.71;18.79;30
20/3/21 18.00;15.10;17.63;6.15;27.07;30
20/3/21 19.00;15.10;20.16;6.62;30.32;30
20/3/21 20.00;15.10;15.23;5.51;23.69;30
20/3/21 21.00;15.10;9.59;4.25;16.10;30
20/3/21 22.00;15.10;5.32;4.33;11.96;30
20/3/21 23.00;15.10;4.97;3.69;10.63;30
21/3/21 0.00;15.10;1.85;3.91;7.84;30
21/3/21 1.00;17.70;0.83;3.87;6.75;35
21/3/21 2.00;17.70;0.20;3.77;5.89;35
21/3/21 3.00;17.70;0.03;3.38;4.89;35
23/3/21 6.00;16.80;3.65;4.48;10.52;34
23/3/21 7.00;16.80;6.52;5.53;15.00;34
23/3/21 8.00;16.80;14.78;6.97;25.46;34
23/3/21 9.00;16.80;7.33;5.69;16.05;34
23/3/21 10.00;16.80;5.13;5.80;14.03;34
23/3/21 11.00;16.80;4.36;5.66;13.04;34
23/3/21 12.00;16.80;3.35;5.60;11.94;34
23/3/21 13.00;16.80;4.17;5.64;12.81;34
23/3/21 14.00;16.80;4.32;5.64;12.97;34
23/3/21 18.00;16.80;13.68;3.82;19.54;34
23/3/21 19.00;16.80;16.92;3.74;22.67;34
23/3/21 20.00;16.80;17.99;3.22;22.93;34
23/3/21 21.00;16.80;20.09;3.52;25.48;34
23/3/21 22.00;16.80;11.28;2.12;14.53;34
23/3/21 23.00;16.80;5.44;2.11;8.66;34
24/3/21 0.00;16.80;1.86;1.59;4.31;34
24/3/21 1.00;15.90;1.15;2.09;4.36;32
24/3/21 2.00;15.90;0.96;1.84;3.78;32
24/3/21 3.00;15.90;0.81;1.95;3.81;32
24/3/21 5.00;15.90;4.02;1.91;6.96;32
24/3/21 6.00;15.90;6.65;2.68;10.75;32
24/3/21 7.00;15.90;16.17;7.02;27.00;32
24/3/21 8.00;15.90;12.89;6.14;22.28;32
24/3/21 10.00;15.90;21.18;6.85;31.70;32
24/3/21 11.00;15.90;14.38;6.49;24.36;32
24/3/21 12.00;15.90;8.93;5.13;16.78;32
24/3/21 13.00;15.90;6.17;3.92;12.17;32
24/3/21 17.00;15.90;4.01;2.83;8.34;32
24/3/21 18.00;15.90;7.39;3.49;12.74;32
24/3/21 19.00;15.90;13.04;2.72;17.22;32
24/3/21 20.00;15.90;12.77;2.62;16.78;32
24/3/21 21.00;15.90;3.66;1.40;4.39;32
29/3/21 13.00;26.60;19.57;1.73;22.23;53
29/3/21 14.00;26.60;7.05;2.09;10.26;53
29/3/21 15.00;26.60;7.22;1.96;10.23;53
29/3/21 16.00;26.60;5.56;2.16;8.86;53
29/3/21 17.00;26.60;8.45;2.96;12.99;53
29/3/21 18.00;26.60;9.43;2.96;13.97;53
29/3/21 19.00;26.60;13.07;2.51;16.91;53
29/3/21 20.00;26.60;11.90;1.18;13.71;53
29/3/21 21.00;26.60;8.87;1.04;10.47;53
29/3/21 22.00;26.60;4.93;0.81;6.18;53
29/3/21 23.00;26.60;1.90;0.80;3.07;53
30/3/21 9.00;25.50;14.07;4.03;20.25;51
30/3/21 10.00;25.50;8.47;3.52;13.87;51
30/3/21 11.00;25.50;4.22;2.61;8.22;51
30/3/21 12.00;25.50;3.59;2.55;7.49;51
30/3/21 13.00;25.50;3.77;2.58;7.73;51
30/3/21 14.00;25.50;4.00;2.24;7.44;51
30/3/21 17.00;25.50;15.22;1.96;18.23;51
30/3/21 18.00;25.50;20.53;2.83;24.88;51
30/3/21 19.00;25.50;27.46;2.86;31.85;51
30/3/21 20.00;25.50;28.93;0.99;30.46;51
30/3/21 21.00;25.50;17.37;0.91;18.76;51
30/3/21 22.00;25.50;9.30;0.16;9.45;51
30/3/21 23.00;25.50;6.06;0.21;6.28;51
31/3/21 0.00;25.50;4.55;0.00;4.25;51
31/3/21 1.00;26.50;3.12;0.05;2.92;53
31/3/21 2.00;26.50;3.08;0.01;2.86;53
31/3/21 3.00;26.50;2.62;0.21;2.77;53
31/3/21 6.00;26.50;25.33;3.25;30.32;53
31/3/21 7.00;26.50;33.52;6.08;42.86;53
31/3/21 8.00;26.50;23.44;5.98;32.61;53
31/3/21 9.00;26.50;22.89;4.66;30.05;53
31/3/21 10.00;26.50;12.55;2.44;16.30;53
31/3/21 11.00;26.50;10.26;2.31;13.79;53
31/3/21 12.00;26.50;7.69;1.06;9.31;53
31/3/21 13.00;26.50;6.48;1.31;8.49;53
31/3/21 14.00;26.50;6.54;1.28;8.51;53
31/3/21 15.00;26.50;6.91;1.75;9.60;53
31/3/21 16.00;26.50;6.98;1.73;9.64;53
31/3/21 17.00;26.50;9.97;2.21;13.35;53
31/3/21 18.00;26.50;15.59;2.44;19.31;53
31/3/21 19.00;26.50;25.13;2.50;28.97;53
31/3/21 20.00;26.50;23.13;0.50;23.90;53
31/3/21 21.00;26.50;12.91;0.66;13.85;53
31/3/21 22.00;26.50;9.07;0.65;9.99;53
31/3/21 23.00;26.50;7.27;0.59;8.16;53
1/4/21 0.00;26.50;1.80;0.14;2.00;53
1/4/21 1.00;23.20;0.87;0.15;1.07;46
1/4/21 2.00;23.20;0.75;0.01;0.54;46
1/4/21 3.00;23.20;0.49;0.15;0.66;46
1/4/21 5.00;23.20;14.86;2.28;18.31;46
1/4/21 6.00;23.20;37.90;16.22;62.57;46
1/4/21 7.00;23.20;46.62;18.94;75.66;46
1/4/21 8.00;23.20;31.40;12.97;51.32;46
1/4/21 9.00;23.20;11.17;3.50;16.53;46
1/4/21 10.00;23.20;14.64;4.62;21.73;46
1/4/21 11.00;23.20;10.74;2.52;14.61;46
1/4/21 12.00;23.20;9.91;2.27;13.38;46
1/4/21 13.00;23.20;7.98;2.05;11.12;46
1/4/21 14.00;23.20;5.69;1.73;8.34;46
1/4/21 15.00;23.20;6.87;1.69;9.46;46
1/4/21 16.00;23.20;6.16;1.41;8.32;46
1/4/21 17.00;23.20;10.00;2.98;14.56;46
1/4/21 18.00;23.20;18.12;1.93;21.07;46
1/4/21 19.00;23.20;26.86;0.86;28.18;46
1/4/21 20.00;23.20;33.97;5.77;42.82;46
1/4/21 21.00;23.20;14.59;1.20;16.39;46
1/4/21 22.00;23.20;9.17;0.21;9.45;46
1/4/21 23.00;23.20;5.74;0.57;6.61;46
2/4/21 0.00;23.20;3.66;0.12;3.71;46
2/4/21 1.00;21.30;4.66;0.36;5.01;43
2/4/21 2.00;21.30;4.22;0.09;4.16;43
2/4/21 3.00;21.30;5.03;0.37;5.53;43
2/4/21 6.00;21.30;8.07;0.19;8.28;43
2/4/21 7.00;21.30;8.14;0.57;9.01;43
2/4/21 8.00;21.30;8.80;1.13;10.55;43
2/4/21 9.00;21.30;10.50;1.40;12.64;43
2/4/21 10.00;21.30;5.02;0.97;6.50;43
2/4/21 11.00;21.30;5.73;1.11;7.44;43
2/4/21 12.00;21.30;5.03;0.96;6.50;43
2/4/21 13.00;21.30;5.10;1.01;6.63;43
2/4/21 14.00;21.30;3.58;0.23;3.90;43
2/4/21 15.00;21.30;2.60;0.27;3.02;43
2/4/21 16.00;21.30;2.43;0.51;3.22;43
2/4/21 17.00;21.30;3.56;0.58;4.45;43
2/4/21 18.00;21.30;3.42;0.33;3.93;43
2/4/21 19.00;21.30;3.77;0.50;4.55;43
2/4/21 20.00;21.30;3.82;0.23;4.10;43
2/4/21 21.00;21.30;5.84;0.47;6.56;43
2/4/21 22.00;21.30;4.98;0.34;5.50;43
2/4/21 23.00;21.30;5.82;0.39;6.41;43
3/4/21 0.00;21.30;4.50;0.50;5.25;43
3/4/21 1.00;21.80;3.10;0.22;3.43;44
3/4/21 2.00;21.80;2.37;0.26;2.76;44
3/4/21 3.00;21.80;1.69;0.41;2.29;44
3/4/21 4.00;21.80;1.88;0.49;2.63;44
3/4/21 5.00;21.80;1.42;0.20;1.71;44
3/4/21 6.00;21.80;3.38;0.61;4.33;44
3/4/21 7.00;21.80;4.43;0.54;5.27;44
3/4/21 8.00;21.80;5.12;1.00;6.65;44
3/4/21 9.00;21.80;3.30;0.99;4.82;44
3/4/21 10.00;21.80;2.09;0.94;3.52;44
3/4/21 11.00;21.80;1.95;0.52;2.74;44
3/4/21 12.00;21.80;2.06;0.71;3.15;44
3/4/21 13.00;21.80;1.50;0.61;2.44;44
3/4/21 14.00;21.80;1.31;0.46;2.01;44
3/4/21 15.00;21.80;1.68;0.64;2.63;44
3/4/21 16.00;21.80;2.31;0.25;2.69;44
3/4/21 17.00;21.80;2.67;0.37;3.22;44
3/4/21 18.00;21.80;3.73;0.70;4.81;44
3/4/21 19.00;21.80;2.86;0.63;3.82;44
3/4/21 20.00;21.80;3.25;0.81;4.49;44
3/4/21 21.00;21.80;4.91;1.07;6.54;44
3/4/21 22.00;21.80;3.80;0.47;4.52;44
3/4/21 23.00;21.80;1.97;0.49;2.71;44
4/4/21 0.00;21.80;1.14;0.51;1.92;44
4/4/21 1.00;13.90;0.63;0.67;1.58;28
4/4/21 2.00;13.90;0.09;0.45;0.61;28
4/4/21 3.00;13.90;0.55;0.51;1.32;28
4/4/21 6.00;13.90;3.41;0.53;4.22;28
4/4/21 7.00;13.90;5.02;1.19;6.83;28
4/4/21 8.00;13.90;4.14;1.47;6.40;28
4/4/21 9.00;13.90;4.27;1.73;6.93;28
4/4/21 10.00;13.90;6.50;1.78;9.22;28
4/4/21 11.00;13.90;4.49;2.04;7.62;28
4/4/21 12.00;13.90;4.38;2.45;8.14;28
4/4/21 13.00;13.90;3.40;1.48;5.68;28
4/4/21 14.00;13.90;1.44;0.73;2.56;28
4/4/21 15.00;13.90;0.97;0.69;2.00;28
4/4/21 16.00;13.90;1.29;1.12;2.95;28
4/4/21 17.00;13.90;1.94;1.43;4.13;28
4/4/21 18.00;13.90;3.77;1.49;6.04;28
4/4/21 19.00;13.90;4.83;1.16;6.61;28
4/4/21 20.00;13.90;7.01;1.60;9.48;28
4/4/21 21.00;13.90;3.47;0.87;4.79;28
4/4/21 22.00;13.90;1.80;0.89;3.17;28
4/4/21 23.00;13.90;1.38;0.67;2.41;28
5/4/21 0.00;13.90;0.26;0.61;0.94;28
5/4/21 4.00;12.90;0.03;0.45;0.32;26
5/4/21 5.00;12.90;0.76;0.64;1.69;26
5/4/21 6.00;12.90;3.07;1.07;4.72;26
5/4/21 7.00;12.90;6.90;2.27;10.38;26
5/4/21 8.00;12.90;8.41;4.11;14.72;26
5/4/21 9.00;12.90;3.22;2.19;6.57;26
5/4/21 10.00;12.90;2.92;2.33;6.50;26
5/4/21 11.00;12.90;2.93;2.26;6.38;26
5/4/21 12.00;12.90;2.96;1.95;5.95;26
5/4/21 13.00;12.90;1.70;1.35;3.76;26
5/4/21 14.00;12.90;0.37;0.97;1.77;26
5/4/21 15.00;12.90;0.47;1.27;2.24;26
5/4/21 16.00;12.90;0.27;1.32;2.28;26
5/4/21 17.00;12.90;1.47;1.14;3.17;26
5/4/21 18.00;12.90;3.09;1.17;4.90;26
5/4/21 19.00;12.90;10.28;1.39;12.40;26
5/4/21 20.00;12.90;11.04;0.90;12.42;26
5/4/21 21.00;12.90;9.81;0.86;11.12;26
5/4/21 22.00;12.90;4.67;0.72;5.78;26
5/4/21 23.00;12.90;1.95;0.64;2.92;26
6/4/21 0.00;12.90;2.84;0.52;3.64;26
6/4/21 1.00;15.10;1.62;0.52;2.40;30
6/4/21 2.00;15.10;2.12;0.52;2.91;30
6/4/21 3.00;15.10;6.48;0.52;7.26;30
7/4/21 11.00;14.10;14.55;5.80;23.44;28
7/4/21 12.00;14.10;14.93;6.89;25.51;28
7/4/21 14.00;14.10;15.27;2.17;18.60;28
7/4/21 15.00;14.10;13.67;3.03;18.31;28
7/4/21 16.00;14.10;9.55;2.84;13.90;28
7/4/21 17.00;14.10;9.41;2.83;13.74;28
7/4/21 18.00;14.10;11.95;4.57;18.94;28
7/4/21 19.00;14.10;11.94;2.50;15.78;28
7/4/21 20.00;14.10;9.45;2.03;12.57;28
7/4/21 21.00;14.10;6.66;1.06;8.28;28
7/4/21 22.00;14.10;1.42;0.76;2.59;28
7/4/21 23.00;14.10;0.96;0.69;2.03;28
8/4/21 0.00;14.10;1.25;0.37;1.82;28
8/4/21 1.00;12.40;0.34;0.60;1.22;25
8/4/21 2.00;12.40;0.48;0.48;1.19;25
8/4/21 3.00;12.40;0.17;0.48;0.79;25
8/4/21 6.00;12.40;8.97;3.82;14.83;25
8/4/21 7.00;12.40;9.87;4.34;16.51;25
8/4/21 8.00;12.40;10.77;6.87;21.29;25
8/4/21 9.00;12.40;8.61;4.98;16.23;25
8/4/21 10.00;12.40;6.30;2.75;10.51;25
8/4/21 11.00;12.40;5.21;2.71;9.35;25
8/4/21 12.00;12.40;5.64;3.28;10.67;25
8/4/21 13.00;12.40;3.75;2.96;8.30;25
8/4/21 14.00;12.40;2.74;2.04;5.87;25
8/4/21 15.00;12.40;3.56;1.99;6.60;25
8/4/21 16.00;12.40;5.50;2.72;9.68;25
8/4/21 17.00;12.40;8.19;2.86;12.58;25
8/4/21 18.00;12.40;13.24;4.20;19.69;25
8/4/21 19.00;12.40;23.17;3.16;28.01;25
8/4/21 20.00;12.40;19.81;3.26;24.82;25
8/4/21 21.00;12.40;14.52;4.83;21.93;25
8/4/21 22.00;12.40;5.48;1.52;7.81;25
8/4/21 23.00;12.40;6.22;1.11;7.92;25
9/4/21 0.00;12.40;2.98;0.65;3.98;25
9/4/21 1.00;23.20;2.45;1.09;4.11;46
9/4/21 2.00;23.20;1.18;0.51;1.96;46
9/4/21 3.00;23.20;0.87;0.21;0.98;46
9/4/21 4.00;23.20;4.14;1.39;6.27;46
9/4/21 5.00;23.20;13.79;0.95;15.21;46
9/4/21 6.00;23.20;13.53;2.43;17.26;46
9/4/21 7.00;23.20;15.18;3.21;20.10;46
9/4/21 8.00;23.20;14.31;2.94;18.81;46
9/4/21 9.00;23.20;6.16;2.14;9.44;46
9/4/21 10.00;23.20;1.43;1.35;3.50;46
9/4/21 11.00;23.20;3.42;1.93;6.36;46
9/4/21 12.00;23.20;5.42;2.65;9.49;46
9/4/21 13.00;23.20;9.77;5.45;18.08;46
9/4/21 14.00;23.20;2.03;1.07;3.66;46
9/4/21 15.00;23.20;2.88;1.17;4.67;46
9/4/21 16.00;23.20;5.61;2.14;8.89;46
9/4/21 17.00;23.20;7.00;1.95;10.00;46
9/4/21 18.00;23.20;9.40;1.64;11.91;46
9/4/21 19.00;23.20;19.07;1.59;21.51;46
9/4/21 20.00;23.20;17.86;0.67;18.89;46
9/4/21 21.00;23.20;14.42;0.75;15.57;46
9/4/21 22.00;23.20;9.53;0.65;10.51;46
9/4/21 23.00;23.20;0.58;0.41;1.19;46
10/4/21 0.00;23.20;0.20;0.41;0.75;46
10/4/21 1.00;14.10;0.34;0.33;0.79;28
10/4/21 2.00;14.10;2.32;0.37;2.87;28
10/4/21 3.00;14.10;3.95;0.61;4.89;28
10/4/21 6.00;14.10;7.59;0.54;8.41;28
10/4/21 7.00;14.10;6.16;0.79;7.36;28
10/4/21 8.00;14.10;3.23;0.75;4.37;28
10/4/21 9.00;14.10;2.88;0.94;4.33;28
10/4/21 10.00;14.10;2.92;0.87;4.26;28
10/4/21 11.00;14.10;3.22;0.70;4.29;28
10/4/21 12.00;14.10;2.47;0.49;3.23;28
10/4/21 13.00;14.10;1.56;0.62;2.50;28
10/4/21 14.00;14.10;1.67;0.49;2.43;28
10/4/21 15.00;14.10;1.16;0.48;1.90;28
10/4/21 16.00;14.10;1.79;0.52;2.58;28
10/4/21 17.00;14.10;2.40;0.64;3.39;28
10/4/21 18.00;14.10;2.57;0.74;3.72;28
10/4/21 19.00;14.10;4.47;0.56;5.30;28
10/4/21 20.00;14.10;7.00;0.60;7.93;28
10/4/21 21.00;14.10;7.72;0.54;8.55;28
10/4/21 22.00;14.10;9.33;0.69;10.40;28
10/4/21 23.00;14.10;4.30;0.54;5.13;28
11/4/21 0.00;14.10;3.94;0.37;4.51;28
11/4/21 1.00;15.10;2.55;0.45;3.23;30
11/4/21 2.00;15.10;4.95;0.30;5.39;30
11/4/21 3.00;15.10;5.28;0.36;5.83;30
11/4/21 4.00;15.10;5.09;0.52;5.88;30
11/4/21 5.00;15.10;3.14;0.40;3.75;30
11/4/21 6.00;15.10;2.86;0.36;3.41;30
11/4/21 7.00;15.10;3.29;0.42;3.93;30
11/4/21 8.00;15.10;3.24;0.80;4.48;30
11/4/21 9.00;15.10;2.86;0.79;4.07;30
11/4/21 10.00;15.10;2.04;0.69;3.09;30
11/4/21 11.00;15.10;1.99;0.71;3.07;30
11/4/21 12.00;15.10;1.54;0.34;2.05;30
11/4/21 13.00;15.10;0.76;0.41;1.39;30
11/4/21 14.00;15.10;0.74;0.53;1.53;30
11/4/21 15.00;15.10;0.53;0.40;1.14;30
11/4/21 16.00;15.10;0.96;0.48;1.70;30
11/4/21 17.00;15.10;0.94;0.44;1.60;30
11/4/21 18.00;15.10;1.17;0.20;1.41;30
11/4/21 19.00;15.10;1.74;0.35;2.21;30
11/4/21 20.00;15.10;3.40;0.71;4.47;30
11/4/21 21.00;15.10;3.53;0.50;4.29;30
11/4/21 22.00;15.10;5.38;0.20;5.59;30
11/4/21 23.00;15.10;3.32;0.33;3.82;30
12/4/21 0.00;15.10;1.96;0.36;2.49;30
12/4/21 1.00;17.00;1.20;0.47;1.91;34
12/4/21 2.00;17.00;1.12;0.27;1.51;34
12/4/21 3.00;17.00;0.07;0.54;0.69;34
12/4/21 6.00;17.00;6.59;0.44;7.27;34
12/4/21 7.00;17.00;7.40;1.11;9.10;34
12/4/21 8.00;17.00;6.07;1.26;8.00;34
12/4/21 9.00;17.00;3.80;1.04;5.38;34
12/4/21 10.00;17.00;2.49;0.90;3.87;34
12/4/21 11.00;17.00;2.43;0.90;3.81;34
12/4/21 12.00;17.00;2.45;0.66;3.45;34
12/4/21 13.00;17.00;2.36;0.80;3.60;34
12/4/21 14.00;17.00;2.47;0.74;3.61;34
12/4/21 15.00;17.00;3.24;0.59;4.13;34
12/4/21 16.00;17.00;4.08;0.73;5.21;34
12/4/21 17.00;17.00;4.17;0.41;4.79;34
12/4/21 18.00;17.00;6.65;0.69;7.72;34
12/4/21 19.00;17.00;5.27;0.60;6.21;34
12/4/21 20.00;17.00;6.25;0.84;7.53;34
12/4/21 21.00;17.00;6.21;0.28;6.65;34
12/4/21 22.00;17.00;3.10;0.33;3.61;34
12/4/21 23.00;17.00;2.49;0.29;2.92;34
13/4/21 0.00;17.00;1.39;0.46;2.09;34
13/4/21 1.00;15.60;0.77;0.20;1.06;31
13/4/21 2.00;15.60;0.13;0.52;0.80;31
13/4/21 3.00;15.60;2.38;0.48;3.11;31
13/4/21 4.00;15.60;6.28;0.59;7.19;31
13/4/21 5.00;15.60;4.15;0.99;5.66;31
13/4/21 6.00;15.60;2.34;0.50;3.12;31
13/4/21 7.00;15.60;6.59;0.91;7.97;31
13/4/21 8.00;15.60;4.12;1.26;6.06;31
13/4/21 9.00;15.60;1.67;0.92;3.08;31
13/4/21 10.00;15.60;0.83;0.66;1.84;31
13/4/21 11.00;15.60;1.17;0.79;2.38;31
13/4/21 12.00;15.60;9.72;3.18;14.60;31
13/4/21 13.00;15.60;9.29;3.41;14.51;31
13/4/21 14.00;15.60;5.25;1.76;7.95;31
13/4/21 15.00;15.60;4.93;1.23;6.82;31
13/4/21 16.00;15.60;8.75;1.74;11.42;31
13/4/21 17.00;15.60;9.25;1.98;12.28;31
13/4/21 18.00;15.60;12.71;2.46;16.49;31
13/4/21 19.00;15.60;8.16;1.99;11.20;31
13/4/21 20.00;15.60;10.25;2.29;13.78;31
13/4/21 21.00;15.60;7.94;3.11;12.71;31
13/4/21 22.00;15.60;3.35;0.63;4.32;31
13/4/21 23.00;15.60;2.52;0.60;3.43;31
14/4/21 0.00;15.60;0.63;0.55;1.46;31
14/4/21 1.00;11.80;0.14;0.49;0.74;24
14/4/21 2.00;11.80;0.01;0.62;0.58;24
14/4/21 3.00;11.80;0.06;0.50;0.54;24
14/4/21 6.00;11.80;10.89;5.34;19.07;24
14/4/21 7.00;11.80;6.67;3.15;11.51;24
14/4/21 8.00;11.80;9.31;5.66;18.00;24
14/4/21 9.00;11.80;5.73;3.63;11.29;24
14/4/21 10.00;11.80;4.53;3.35;9.67;24
14/4/21 11.00;11.80;3.38;2.17;6.70;24
14/4/21 12.00;11.80;4.16;3.17;9.03;24
14/4/21 13.00;11.80;3.73;2.93;8.22;24
14/4/21 14.00;11.80;3.07;1.48;5.35;24
14/4/21 15.00;11.80;3.29;1.41;5.45;24
14/4/21 16.00;11.80;3.53;2.15;6.82;24
14/4/21 17.00;11.80;4.72;2.29;8.23;24
14/4/21 18.00;11.80;7.11;2.75;11.32;24
14/4/21 19.00;11.80;12.54;2.33;16.12;24
14/4/21 20.00;11.80;16.40;2.41;20.09;24
14/4/21 21.00;11.80;11.51;1.21;13.37;24
14/4/21 22.00;11.80;4.61;0.71;5.72;24
14/4/21 23.00;11.80;2.35;0.58;3.23;24
15/4/21 0.00;11.80;1.06;0.51;1.84;24
15/4/21 1.00;14.00;0.18;0.56;0.93;28
15/4/21 2.00;14.00;0.80;0.53;1.42;28
15/4/21 4.00;14.00;0.23;0.54;0.66;28
15/4/21 5.00;14.00;2.98;1.45;5.01;28
15/4/21 6.00;14.00;23.77;8.80;37.23;28
15/4/21 7.00;14.00;17.70;7.19;28.70;28
15/4/21 8.00;14.00;14.03;7.63;25.74;28
15/4/21 9.00;14.00;7.99;4.00;14.13;28
15/4/21 10.00;14.00;5.78;3.42;11.03;28
15/4/21 11.00;14.00;4.67;2.48;8.48;28
15/4/21 12.00;14.00;5.41;3.97;11.48;28
15/4/21 13.00;14.00;6.65;4.26;13.18;28
15/4/21 14.00;14.00;4.83;3.19;9.72;28
15/4/21 15.00;14.00;3.98;2.35;7.59;28
15/4/21 16.00;14.00;3.84;1.90;6.76;28
15/4/21 17.00;14.00;6.44;2.68;10.53;28
15/4/21 18.00;14.00;8.84;2.16;12.15;28
15/4/21 19.00;14.00;13.38;2.36;16.99;28
15/4/21 20.00;14.00;19.07;2.10;22.29;28
15/4/21 21.00;14.00;12.57;0.94;14.01;28
15/4/21 22.00;14.00;10.39;0.83;11.67;28
15/4/21 23.00;14.00;4.04;0.68;5.09;28
16/4/21 0.00;14.00;3.01;0.56;3.82;28
16/4/21 1.00;19.30;1.28;0.57;2.15;39
16/4/21 2.00;19.30;0.54;0.65;1.54;39
16/4/21 3.00;19.30;0.46;0.55;1.30;39
16/4/21 6.00;19.30;14.19;1.53;16.54;39
16/4/21 7.00;19.30;21.54;7.71;33.37;39
16/4/21 8.00;19.30;16.55;7.49;28.03;39
16/4/21 9.00;19.30;13.27;4.26;19.80;39
16/4/21 10.00;19.30;12.08;3.21;17.00;39
16/4/21 11.00;19.30;17.34;3.94;23.38;39
16/4/21 12.00;19.30;14.58;4.16;20.95;39
16/4/21 13.00;19.30;15.33;4.52;22.26;39
16/4/21 14.00;19.30;10.69;1.94;13.67;39
16/4/21 15.00;19.30;6.00;1.56;8.38;39
16/4/21 16.00;19.30;12.78;2.39;16.44;39
16/4/21 17.00;19.30;9.85;1.06;11.47;39
16/4/21 18.00;19.30;8.90;0.75;10.06;39
16/4/21 19.00;19.30;16.49;1.98;19.53;39
16/4/21 20.00;19.30;20.31;1.47;22.56;39
16/4/21 21.00;19.30;7.82;0.88;9.16;39
16/4/21 22.00;19.30;6.60;0.66;7.61;39
16/4/21 23.00;19.30;1.15;0.40;1.76;39
17/4/21 0.00;19.30;0.37;0.63;1.29;39
17/4/21 1.00;19.60;0.32;0.36;0.86;39
17/4/21 2.00;19.60;0.82;0.39;1.42;39
17/4/21 3.00;19.60;0.86;0.41;1.48;39
17/4/21 4.00;19.60;1.02;0.55;1.86;39
17/4/21 5.00;19.60;3.87;1.09;5.53;39
17/4/21 6.00;19.60;9.46;2.94;13.97;39
17/4/21 7.00;19.60;9.89;3.02;14.51;39
17/4/21 8.00;19.60;16.85;9.43;31.26;39
17/4/21 9.00;19.60;12.82;5.20;20.80;39
17/4/21 10.00;19.60;10.85;4.55;17.83;39
17/4/21 11.00;19.60;9.37;4.02;15.53;39
17/4/21 12.00;19.60;8.25;2.94;12.76;39
17/4/21 13.00;19.60;6.59;1.97;9.61;39
17/4/21 14.00;19.60;4.44;1.39;6.57;39
17/4/21 15.00;19.60;3.92;1.47;6.17;39
17/4/21 16.00;19.60;5.46;1.81;8.23;39
17/4/21 17.00;19.60;10.23;2.45;13.97;39
17/4/21 18.00;19.60;11.57;2.55;15.48;39
17/4/21 19.00;19.60;15.38;2.78;19.64;39
17/4/21 20.00;19.60;8.81;3.02;13.44;39
17/4/21 21.00;19.60;6.07;1.65;8.61;39
17/4/21 22.00;19.60;3.15;0.54;3.97;39
17/4/21 23.00;19.60;0.59;0.32;1.06;39
18/4/21 0.00;19.60;0.31;0.35;0.83;39
18/4/21 1.00;17.90;0.06;0.51;0.63;36
18/4/21 2.00;17.90;0.02;0.40;0.36;36
18/4/21 3.00;17.90;0.09;0.48;0.48;36
18/4/21 6.00;17.90;14.09;3.69;19.73;36
18/4/21 7.00;17.90;10.27;2.05;13.42;36
18/4/21 8.00;17.90;7.43;1.19;9.26;36
