Parm;PM10;NO2;NO;NOX;IQA
16/7/21 9.00;17.30;11.37;4.41;18.17;35
16/7/21 10.00;17.30;6.85;1.74;9.51;35
16/7/21 11.00;17.30;9.06;2.35;12.66;35
16/7/21 12.00;17.30;10.35;2.85;14.73;35
16/7/21 13.00;17.30;8.19;2.29;11.71;35
16/7/21 14.00;17.30;5.39;1.85;8.22;35
16/7/21 15.00;17.30;4.29;1.24;6.19;35
16/7/21 16.00;17.30;6.19;1.66;8.72;35
16/7/21 17.00;17.30;6.19;1.39;8.32;35
16/7/21 18.00;17.30;10.07;2.27;13.55;35
16/7/21 19.00;17.30;10.85;1.75;13.55;35
16/7/21 20.00;17.30;10.77;1.72;13.41;35
16/7/21 21.00;17.30;9.57;1.12;11.29;35
16/7/21 22.00;17.30;7.59;1.21;9.44;35
16/7/21 23.00;17.30;7.10;0.85;8.41;35
17/7/21 0.00;17.30;5.14;0.97;6.63;35
17/7/21 1.00;13.10;4.86;0.51;5.64;26
17/7/21 2.00;13.10;5.58;1.04;7.18;26
17/7/21 3.00;13.10;5.74;0.86;7.05;26
17/7/21 4.00;13.10;9.91;2.54;13.82;26
17/7/21 7.00;13.10;13.65;2.20;17.02;26
17/7/21 8.00;13.10;14.02;2.90;18.48;26
17/7/21 9.00;13.10;12.16;3.00;16.76;26
17/7/21 10.00;13.10;9.27;2.26;12.74;26
17/7/21 11.00;13.10;8.30;2.08;11.47;26
17/7/21 12.00;13.10;11.31;3.04;15.98;26
17/7/21 13.00;13.10;8.66;1.37;10.78;26
17/7/21 14.00;13.10;7.95;1.14;9.71;26
17/7/21 15.00;13.10;6.31;0.96;7.78;26
17/7/21 16.00;13.10;6.20;0.66;7.18;26
17/7/21 17.00;13.10;6.55;0.87;7.88;26
17/7/21 18.00;13.10;10.59;1.51;12.90;26
17/7/21 19.00;13.10;14.26;2.10;17.47;26
17/7/21 20.00;13.10;15.56;2.76;19.81;26
17/7/21 21.00;13.10;12.43;0.87;13.76;26
17/7/21 22.00;13.10;10.50;0.95;11.95;26
17/7/21 23.00;13.10;8.29;0.94;9.73;26
18/7/21 0.00;13.10;12.20;1.26;14.12;26
18/7/21 1.00;12.60;8.80;0.69;9.85;25
18/7/21 2.00;12.60;7.79;0.88;9.15;25
18/7/21 3.00;12.60;7.84;0.97;9.34;25
18/7/21 4.00;12.60;7.94;1.23;9.83;25
18/7/21 5.00;12.60;8.41;1.50;10.73;25
18/7/21 6.00;12.60;7.99;0.95;9.45;25
18/7/21 7.00;12.60;7.66;1.75;10.34;25
18/7/21 8.00;12.60;7.13;2.08;10.33;25
18/7/21 9.00;12.60;6.32;1.78;9.05;25
18/7/21 10.00;12.60;7.74;2.13;11.00;25
18/7/21 11.00;12.60;7.24;2.02;10.34;25
18/7/21 12.00;12.60;8.66;1.72;11.30;25
18/7/21 13.00;12.60;6.36;1.42;8.53;25
18/7/21 14.00;12.60;6.32;1.30;8.30;25
18/7/21 15.00;12.60;5.37;1.14;7.13;25
18/7/21 16.00;12.60;5.91;1.15;7.67;25
18/7/21 17.00;12.60;7.32;1.46;9.55;25
18/7/21 18.00;12.60;6.83;1.30;8.82;25
18/7/21 19.00;12.60;8.56;1.63;11.07;25
18/7/21 20.00;12.60;12.60;1.85;15.44;25
18/7/21 21.00;12.60;16.21;1.05;17.82;25
18/7/21 22.00;12.60;20.37;1.48;22.63;25
18/7/21 23.00;12.60;16.20;0.67;17.23;25
19/7/21 0.00;12.60;22.29;1.27;24.23;25
19/7/21 1.00;15.40;19.38;1.09;21.06;31
19/7/21 2.00;15.40;12.39;0.82;13.65;31
19/7/21 3.00;15.40;8.97;0.68;10.03;31
19/7/21 4.00;15.40;11.33;1.53;13.68;31
19/7/21 7.00;15.40;13.01;2.74;17.23;31
19/7/21 8.00;15.40;16.03;3.72;21.75;31
19/7/21 9.00;15.40;11.73;2.61;15.74;31
19/7/21 10.00;15.40;10.70;2.66;14.78;31
19/7/21 11.00;15.40;9.43;2.46;13.19;31
19/7/21 12.00;15.40;9.01;2.87;13.42;31
19/7/21 13.00;15.40;6.89;1.54;9.25;31
19/7/21 14.00;15.40;5.56;1.45;7.78;31
19/7/21 15.00;15.40;5.25;1.46;7.48;31
19/7/21 16.00;15.40;6.29;1.90;9.20;31
19/7/21 17.00;15.40;7.05;1.64;9.57;31
19/7/21 18.00;15.40;9.57;1.79;12.31;31
19/7/21 19.00;15.40;13.07;2.10;16.30;31
19/7/21 20.00;15.40;12.87;2.76;17.10;31
19/7/21 21.00;15.40;10.43;1.20;12.28;31
19/7/21 22.00;15.40;9.59;1.47;11.84;31
19/7/21 23.00;15.40;9.54;1.13;11.28;31
20/7/21 0.00;15.40;9.68;1.45;11.90;31
20/7/21 1.00;17.50;8.81;1.19;10.63;35
20/7/21 2.00;17.50;7.46;0.68;8.50;35
20/7/21 3.00;17.50;6.26;0.81;7.50;35
20/7/21 4.00;17.50;8.83;2.31;12.34;35
20/7/21 5.00;17.50;10.35;1.71;12.97;35
20/7/21 6.00;17.50;9.69;2.55;13.60;35
20/7/21 7.00;17.50;10.12;4.24;16.66;35
20/7/21 8.00;17.50;11.16;3.82;17.01;35
20/7/21 9.00;17.50;9.60;3.33;14.74;35
20/7/21 10.00;17.50;8.32;2.13;11.59;35
20/7/21 11.00;17.50;8.27;2.58;12.22;35
20/7/21 12.00;17.50;8.73;2.63;12.76;35
20/7/21 13.00;17.50;7.08;1.58;9.52;35
20/7/21 14.00;17.50;5.99;1.64;8.49;35
20/7/21 15.00;17.50;7.45;1.81;10.23;35
20/7/21 16.00;17.50;9.56;1.89;12.46;35
20/7/21 17.00;17.50;11.16;2.30;14.68;35
20/7/21 18.00;17.50;14.84;2.41;18.54;35
20/7/21 19.00;17.50;14.82;2.42;18.51;35
20/7/21 20.00;17.50;14.06;1.78;16.78;35
20/7/21 21.00;17.50;17.72;2.04;20.86;35
20/7/21 22.00;17.50;11.77;0.78;12.96;35
20/7/21 23.00;17.50;11.65;0.84;12.95;35
21/7/21 0.00;17.50;11.08;0.95;12.53;35
21/7/21 1.00;22.60;9.58;1.27;11.52;45
21/7/21 2.00;22.60;8.39;2.38;12.02;45
21/7/21 3.00;22.60;6.07;0.78;7.27;45
21/7/21 4.00;22.60;16.25;4.97;23.90;45
21/7/21 7.00;22.60;14.87;3.07;19.58;45
21/7/21 8.00;22.60;14.24;4.35;20.91;45
21/7/21 9.00;22.60;10.88;3.55;16.37;45
21/7/21 10.00;22.60;7.78;2.13;11.05;45
21/7/21 11.00;22.60;7.16;1.74;9.83;45
21/7/21 12.00;22.60;8.48;2.11;11.71;45
21/7/21 13.00;22.60;6.67;1.97;9.70;45
21/7/21 14.00;22.60;6.38;1.68;8.96;45
21/7/21 15.00;22.60;5.11;1.38;7.24;45
21/7/21 16.00;22.60;7.14;1.83;9.95;45
21/7/21 17.00;22.60;9.38;2.32;12.94;45
21/7/21 18.00;22.60;10.99;3.14;15.80;45
21/7/21 19.00;22.60;16.35;3.84;22.22;45
21/7/21 20.00;22.60;24.55;3.01;29.16;45
21/7/21 21.00;22.60;16.49;1.13;18.23;45
21/7/21 22.00;22.60;16.94;1.03;18.53;45
21/7/21 23.00;22.60;12.64;0.83;13.91;45
22/7/21 0.00;22.60;11.08;0.93;12.51;45
22/7/21 1.00;18.90;10.89;0.75;12.03;38
22/7/21 2.00;18.90;8.30;0.79;9.52;38
22/7/21 3.00;18.90;8.20;0.57;9.06;38
22/7/21 4.00;18.90;11.72;2.25;15.17;38
22/7/21 5.00;18.90;14.05;1.74;16.71;38
22/7/21 6.00;18.90;14.63;2.60;18.62;38
22/7/21 7.00;18.90;12.63;2.39;16.27;38
22/7/21 8.00;18.90;13.84;3.98;19.94;38
22/7/21 9.00;18.90;9.62;2.57;13.58;38
22/7/21 10.00;18.90;8.70;2.25;12.17;38
22/7/21 11.00;18.90;7.38;1.99;10.43;38
22/7/21 12.00;18.90;8.92;2.28;12.40;38
22/7/21 13.00;18.90;6.44;1.86;9.27;38
22/7/21 14.00;18.90;5.54;1.39;7.66;38
22/7/21 15.00;18.90;4.91;1.29;6.88;38
22/7/21 16.00;18.90;5.10;1.53;7.44;38
22/7/21 17.00;18.90;5.94;1.67;8.51;38
22/7/21 18.00;18.90;8.68;1.79;11.44;38
22/7/21 19.00;18.90;12.28;2.38;15.94;38
22/7/21 20.00;18.90;18.74;1.47;20.99;38
22/7/21 21.00;18.90;11.19;1.03;12.76;38
22/7/21 22.00;18.90;11.84;1.75;14.53;38
22/7/21 23.00;18.90;11.14;1.52;13.46;38
23/7/21 0.00;18.90;8.32;0.99;9.84;38
23/7/21 1.00;24.10;8.13;0.52;8.94;48
23/7/21 2.00;24.10;6.28;0.94;7.71;48
23/7/21 3.00;24.10;5.28;0.64;6.26;48
23/7/21 4.00;24.10;22.28;6.35;32.02;48
23/7/21 7.00;24.10;24.45;3.08;29.17;48
23/7/21 8.00;24.10;15.41;3.04;20.10;48
23/7/21 9.00;24.10;15.50;3.23;20.44;48
23/7/21 10.00;24.10;15.05;2.31;18.59;48
23/7/21 11.00;24.10;13.36;2.71;17.52;48
23/7/21 12.00;24.10;10.48;2.35;14.08;48
23/7/21 13.00;24.10;7.28;1.85;10.12;48
23/7/21 14.00;24.10;5.72;1.18;7.53;48
23/7/21 15.00;24.10;5.55;1.34;7.60;48
23/7/21 16.00;24.10;6.84;1.33;8.88;48
23/7/21 17.00;24.10;9.68;2.05;12.83;48
23/7/21 18.00;24.10;13.10;2.09;16.32;48
23/7/21 19.00;24.10;16.72;2.16;20.05;48
23/7/21 20.00;24.10;21.40;1.54;23.76;48
23/7/21 21.00;24.10;24.03;4.30;30.63;48
23/7/21 22.00;24.10;19.84;2.14;23.12;48
23/7/21 23.00;24.10;20.49;2.47;24.27;48
24/7/21 0.00;24.10;14.26;0.69;15.32;48
24/7/21 1.00;22.90;17.33;1.22;19.20;46
24/7/21 2.00;22.90;17.27;5.81;26.03;46
24/7/21 3.00;22.90;12.67;0.82;13.93;46
24/7/21 4.00;22.90;26.38;6.63;36.53;46
24/7/21 5.00;22.90;23.32;3.23;28.26;46
24/7/21 6.00;22.90;23.45;3.21;28.38;46
24/7/21 7.00;22.90;13.44;1.40;15.59;46
24/7/21 8.00;22.90;10.70;2.19;14.06;46
24/7/21 9.00;22.90;10.25;2.68;14.36;46
24/7/21 10.00;22.90;10.13;2.61;14.13;46
24/7/21 11.00;22.90;13.56;2.61;17.56;46
24/7/21 12.00;22.90;10.92;2.59;14.89;46
24/7/21 13.00;22.90;7.30;1.51;9.62;46
24/7/21 14.00;22.90;4.14;1.14;5.89;46
24/7/21 15.00;22.90;4.91;1.40;7.05;46
24/7/21 16.00;22.90;5.03;1.72;7.67;46
24/7/21 17.00;22.90;7.24;1.88;10.09;46
24/7/21 18.00;22.90;11.51;2.17;14.84;46
24/7/21 19.00;22.90;9.21;1.00;10.74;46
24/7/21 20.00;22.90;14.30;0.65;15.29;46
24/7/21 21.00;22.90;15.59;0.43;16.26;46
24/7/21 22.00;22.90;9.22;0.57;10.09;46
24/7/21 23.00;22.90;7.33;0.49;8.08;46
25/7/21 0.00;22.90;5.60;0.63;6.57;46
25/7/21 1.00;20.60;5.06;0.37;5.63;41
25/7/21 2.00;20.60;4.29;0.57;5.16;41
25/7/21 3.00;20.60;4.31;0.71;5.40;41
25/7/21 4.00;20.60;5.84;0.65;6.84;41
25/7/21 7.00;20.60;16.70;1.05;18.31;41
25/7/21 8.00;20.60;10.01;0.75;11.17;41
25/7/21 9.00;20.60;6.44;0.86;7.77;41
25/7/21 10.00;20.60;4.38;0.85;5.68;41
25/7/21 11.00;20.60;4.83;0.95;6.27;41
25/7/21 12.00;20.60;4.29;1.01;5.84;41
25/7/21 13.00;20.60;3.42;0.59;4.32;41
25/7/21 14.00;20.60;3.28;0.70;4.36;41
25/7/21 15.00;20.60;2.92;0.75;4.06;41
25/7/21 16.00;20.60;2.98;0.94;4.42;41
25/7/21 17.00;20.60;2.78;0.77;3.96;41
25/7/21 18.00;20.60;2.68;0.79;3.91;41
25/7/21 19.00;20.60;3.17;0.76;4.34;41
25/7/21 20.00;20.60;4.45;0.49;5.21;41
25/7/21 21.00;20.60;4.50;0.67;5.52;41
25/7/21 22.00;20.60;4.37;0.90;5.74;41
25/7/21 23.00;20.60;4.85;0.68;5.90;41
26/7/21 0.00;20.60;6.03;0.87;7.36;41
26/7/21 1.00;25.30;6.23;0.72;7.33;51
26/7/21 2.00;25.30;5.56;0.72;6.67;51
26/7/21 3.00;25.30;6.19;0.66;7.20;51
26/7/21 4.00;25.30;5.80;0.55;6.64;51
26/7/21 5.00;25.30;11.46;0.64;12.45;51
26/7/21 6.00;25.30;16.05;2.09;19.25;51
26/7/21 7.00;25.30;21.93;1.64;24.44;51
26/7/21 8.00;25.30;12.48;1.30;14.47;51
26/7/21 9.00;25.30;8.41;1.03;9.99;51
26/7/21 10.00;25.30;16.22;3.65;21.83;51
26/7/21 11.00;25.30;8.74;1.83;11.54;51
26/7/21 12.00;25.30;9.30;2.03;12.40;51
26/7/21 13.00;25.30;8.83;1.54;11.19;51
26/7/21 14.00;25.30;7.24;1.47;9.49;51
26/7/21 15.00;25.30;6.08;1.06;7.70;51
26/7/21 16.00;25.30;6.29;0.76;7.45;51
26/7/21 17.00;25.30;6.21;0.76;7.37;51
26/7/21 18.00;25.30;7.43;0.88;8.79;51
26/7/21 19.00;25.30;9.12;0.69;10.18;51
26/7/21 20.00;25.30;10.22;0.65;11.22;51
26/7/21 21.00;25.30;10.02;0.80;11.23;51
26/7/21 22.00;25.30;9.75;0.66;10.77;51
26/7/21 23.00;25.30;8.55;0.99;10.07;51
27/7/21 0.00;25.30;7.13;0.75;8.29;51
27/7/21 1.00;34.80;6.19;0.89;7.56;70
27/7/21 2.00;34.80;4.72;0.76;5.88;70
27/7/21 3.00;34.80;4.70;0.60;5.62;70
27/7/21 4.00;34.80;16.78;4.56;23.75;70
27/7/21 7.00;34.80;23.93;1.33;25.97;70
27/7/21 8.00;34.80;14.67;0.99;16.18;70
27/7/21 9.00;34.80;11.63;1.43;13.82;70
27/7/21 10.00;34.80;13.27;2.01;16.37;70
27/7/21 11.00;34.80;21.63;2.76;25.87;70
27/7/21 12.00;34.80;15.50;1.80;18.25;70
27/7/21 13.00;34.80;10.84;1.39;12.97;70
27/7/21 14.00;34.80;7.54;1.24;9.44;70
27/7/21 15.00;34.80;9.16;1.42;11.34;70
27/7/21 16.00;34.80;8.84;1.29;10.82;70
27/7/21 17.00;34.80;11.83;1.48;14.10;70
27/7/21 18.00;34.80;15.10;1.77;17.81;70
27/7/21 19.00;34.80;18.19;0.97;19.67;70
27/7/21 20.00;34.80;17.57;0.88;18.92;70
27/7/21 21.00;34.80;9.53;0.49;10.27;70
27/7/21 22.00;34.80;9.43;0.75;10.59;70
27/7/21 23.00;34.80;9.79;0.68;10.84;70
28/7/21 0.00;34.80;8.76;0.70;9.83;70
28/7/21 1.00;44.50;8.15;0.72;9.25;89
28/7/21 2.00;44.50;5.17;0.84;6.45;89
28/7/21 3.00;44.50;5.63;0.86;6.95;89
28/7/21 4.00;44.50;23.24;11.04;40.18;89
28/7/21 5.00;44.50;26.71;2.38;30.36;89
28/7/21 6.00;44.50;20.36;1.84;23.19;89
28/7/21 7.00;44.50;17.06;1.76;19.78;89
28/7/21 8.00;44.50;12.13;0.98;13.63;89
28/7/21 9.00;44.50;20.79;5.08;28.68;89
28/7/21 10.00;44.50;9.44;1.54;11.80;89
28/7/21 11.00;44.50;9.65;1.86;12.51;89
28/7/21 12.00;44.50;11.16;1.66;13.70;89
28/7/21 13.00;44.50;10.94;1.19;12.76;89
28/7/21 14.00;44.50;8.60;1.41;10.76;89
28/7/21 15.00;44.50;7.61;1.11;9.32;89
28/7/21 16.00;44.50;10.75;1.73;13.40;89
28/7/21 17.00;44.50;17.81;2.06;20.96;89
28/7/21 18.00;44.50;13.39;1.09;15.05;89
28/7/21 19.00;44.50;22.49;1.74;25.16;89
28/7/21 20.00;44.50;39.60;3.25;44.58;89
28/7/21 21.00;44.50;23.72;3.00;28.32;89
28/7/21 22.00;44.50;10.92;0.77;12.10;89
28/7/21 23.00;44.50;13.05;1.57;15.45;89
29/7/21 0.00;44.50;13.48;1.39;15.63;89
29/7/21 1.00;53.10;11.17;0.96;12.64;106
29/7/21 2.00;53.10;7.49;0.73;8.62;106
29/7/21 3.00;53.10;6.93;0.67;7.97;106
29/7/21 4.00;53.10;9.96;0.80;11.19;106
29/7/21 7.00;53.10;21.63;1.18;23.44;106
29/7/21 8.00;53.10;15.00;2.35;18.60;106
29/7/21 9.00;53.10;14.19;2.73;18.39;106
29/7/21 10.00;53.10;10.26;2.43;14.00;106
29/7/21 11.00;53.10;8.22;2.08;11.42;106
29/7/21 12.00;53.10;11.00;3.05;15.66;106
29/7/21 13.00;53.10;10.75;1.49;13.03;106
29/7/21 14.00;53.10;7.44;1.18;9.25;106
29/7/21 15.00;53.10;7.78;1.35;9.86;106
29/7/21 16.00;53.10;7.26;1.38;9.36;106
29/7/21 17.00;53.10;7.70;0.92;9.10;106
29/7/21 18.00;53.10;10.26;0.74;11.39;106
29/7/21 19.00;53.10;14.78;0.86;16.11;106
29/7/21 20.00;53.10;7.44;0.58;8.32;106
29/7/21 21.00;53.10;11.17;1.57;13.52;106
29/7/21 22.00;53.10;15.94;2.42;19.65;106
29/7/21 23.00;53.10;16.97;1.78;19.70;106
30/7/21 0.00;53.10;14.84;0.90;16.22;106
30/7/21 1.00;47.30;13.44;1.96;16.40;95
30/7/21 2.00;47.30;11.11;1.33;13.14;95
30/7/21 3.00;47.30;7.38;0.57;8.26;95
30/7/21 4.00;47.30;20.61;5.95;29.74;95
30/7/21 5.00;47.30;24.26;5.32;32.40;95
30/7/21 6.00;47.30;22.93;3.92;28.92;95
30/7/21 7.00;47.30;15.01;1.60;17.48;95
30/7/21 8.00;47.30;13.34;2.65;17.41;95
30/7/21 9.00;47.30;10.05;2.82;14.38;95
30/7/21 10.00;47.30;11.35;2.71;15.51;95
30/7/21 11.00;47.30;18.40;2.80;22.69;95
30/7/21 12.00;47.30;18.13;2.19;21.48;95
30/7/21 13.00;47.30;12.19;1.74;14.87;95
30/7/21 14.00;47.30;8.55;1.81;11.34;95
30/7/21 15.00;47.30;5.91;1.19;7.75;95
30/7/21 16.00;47.30;7.33;1.47;9.58;95
30/7/21 17.00;47.30;8.37;1.64;10.88;95
30/7/21 18.00;47.30;11.57;2.09;14.76;95
30/7/21 19.00;47.30;9.91;1.16;11.70;95
30/7/21 20.00;47.30;12.07;1.07;13.70;95
30/7/21 21.00;47.30;18.88;1.54;21.23;95
30/7/21 22.00;47.30;17.41;1.34;19.45;95
30/7/21 23.00;47.30;23.42;3.16;28.27;95
31/7/21 0.00;47.30;19.38;1.96;22.37;95
31/7/21 1.00;42.20;10.29;0.51;11.08;84
31/7/21 2.00;42.20;10.04;0.82;11.32;84
31/7/21 3.00;42.20;14.32;1.69;16.89;84
31/7/21 4.00;42.20;15.76;3.86;21.66;84
31/7/21 7.00;42.20;26.00;1.65;28.52;84
31/7/21 8.00;42.20;23.41;3.84;29.28;84
31/7/21 9.00;42.20;15.52;2.72;19.70;84
31/7/21 10.00;42.20;12.42;1.79;15.17;84
31/7/21 11.00;42.20;11.40;1.75;14.09;84
31/7/21 12.00;42.20;8.16;1.21;10.00;84
31/7/21 13.00;42.20;9.04;1.38;11.14;84
31/7/21 14.00;42.20;6.04;1.08;7.70;84
31/7/21 15.00;42.20;4.27;1.01;5.81;84
31/7/21 16.00;42.20;4.06;1.07;5.70;84
31/7/21 17.00;42.20;5.15;0.97;6.63;84
31/7/21 18.00;42.20;5.23;0.85;6.52;84
31/7/21 19.00;42.20;6.60;0.79;7.81;84
31/7/21 20.00;42.20;6.19;0.60;7.11;84
31/7/21 21.00;42.20;5.69;0.89;7.06;84
31/7/21 22.00;42.20;5.05;0.65;6.03;84
31/7/21 23.00;42.20;3.03;0.55;3.87;84
1/8/21 0.00;42.20;3.78;0.64;4.75;84
12/8/21 14.00;23.90;18.55;0.87;19.90;48
12/8/21 15.00;23.90;8.89;1.16;10.66;48
12/8/21 16.00;23.90;9.22;1.21;11.08;48
12/8/21 17.00;23.90;10.29;1.78;13.00;48
12/8/21 18.00;23.90;12.82;1.71;15.44;48
12/8/21 19.00;23.90;22.06;3.41;27.26;48
12/8/21 20.00;23.90;27.97;1.93;30.92;48
12/8/21 21.00;23.90;32.31;1.24;34.21;48
12/8/21 22.00;23.90;22.70;0.99;24.22;48
12/8/21 23.00;23.90;18.33;0.93;19.75;48
13/8/21 0.00;23.90;17.34;1.71;19.95;48
13/8/21 1.00;29.70;13.94;1.47;16.20;59
13/8/21 2.00;29.70;8.96;1.15;10.73;59
13/8/21 3.00;29.70;6.13;0.98;7.62;59
13/8/21 4.00;29.70;13.73;1.93;16.69;59
13/8/21 5.00;29.70;26.99;3.85;32.89;59
13/8/21 6.00;29.70;48.96;11.27;66.19;59
13/8/21 7.00;29.70;28.43;5.65;37.10;59
13/8/21 8.00;29.70;12.62;2.09;15.82;59
13/8/21 9.00;29.70;11.79;2.66;15.87;59
13/8/21 10.00;29.70;10.67;2.42;14.38;59
13/8/21 11.00;29.70;9.89;2.21;13.29;59
13/8/21 12.00;29.70;9.22;2.21;12.61;59
13/8/21 13.00;29.70;8.89;1.53;11.24;59
13/8/21 14.00;29.70;8.76;1.79;11.51;59
13/8/21 15.00;29.70;5.37;1.45;7.60;59
13/8/21 16.00;29.70;6.17;1.73;8.82;59
13/8/21 17.00;29.70;8.19;1.81;10.96;59
13/8/21 18.00;29.70;12.75;1.81;15.52;59
13/8/21 19.00;29.70;23.62;2.49;27.44;59
13/8/21 20.00;29.70;40.98;4.99;48.64;59
13/8/21 21.00;29.70;25.85;0.98;27.36;59
13/8/21 22.00;29.70;24.39;1.22;26.25;59
13/8/21 23.00;29.70;28.41;3.90;34.41;59
14/8/21 0.00;29.70;17.03;2.64;21.07;59
14/8/21 1.00;23.10;13.01;3.09;17.72;46
14/8/21 2.00;23.10;9.32;0.98;10.82;46
14/8/21 3.00;23.10;7.51;1.31;9.52;46
14/8/21 4.00;23.10;16.36;3.80;22.18;46
14/8/21 5.00;23.10;28.77;8.70;42.11;46
14/8/21 7.00;23.10;31.19;3.22;36.12;46
14/8/21 8.00;23.10;15.46;2.99;20.04;46
14/8/21 9.00;23.10;11.53;2.28;15.03;46
14/8/21 10.00;23.10;11.01;1.95;13.99;46
14/8/21 11.00;23.10;9.98;2.23;13.40;46
14/8/21 12.00;23.10;7.81;1.79;10.55;46
14/8/21 13.00;23.10;6.13;1.34;8.19;46
14/8/21 14.00;23.10;4.50;1.11;6.20;46
14/8/21 15.00;23.10;4.55;1.53;6.89;46
14/8/21 16.00;23.10;5.60;1.84;8.43;46
14/8/21 17.00;23.10;6.50;1.71;9.13;46
14/8/21 18.00;23.10;9.15;1.98;12.18;46
14/8/21 19.00;23.10;14.36;2.17;17.68;46
14/8/21 20.00;23.10;13.85;1.03;15.45;46
14/8/21 21.00;23.10;20.53;1.02;22.09;46
14/8/21 22.00;23.10;19.97;1.69;22.56;46
14/8/21 23.00;23.10;15.96;2.83;20.30;46
15/8/21 0.00;23.10;13.94;2.37;17.57;46
15/8/21 1.00;25.30;13.01;2.43;16.74;51
15/8/21 2.00;25.30;8.51;1.20;10.36;51
15/8/21 3.00;25.30;7.05;1.12;8.77;51
15/8/21 4.00;25.30;5.38;0.74;6.51;51
15/8/21 5.00;25.30;13.19;2.23;16.61;51
15/8/21 6.00;25.30;13.43;1.51;15.74;51
15/8/21 7.00;25.30;8.24;0.93;9.67;51
15/8/21 8.00;25.30;9.48;2.54;13.39;51
15/8/21 9.00;25.30;6.13;1.81;8.91;51
15/8/21 10.00;25.30;6.88;1.90;9.79;51
15/8/21 11.00;25.30;7.54;1.71;10.17;51
15/8/21 12.00;25.30;5.21;1.65;7.74;51
15/8/21 13.00;25.30;3.70;1.24;5.60;51
15/8/21 14.00;25.30;3.12;1.06;4.76;51
15/8/21 15.00;25.30;3.21;1.31;5.21;51
15/8/21 16.00;25.30;3.58;1.09;5.24;51
15/8/21 17.00;25.30;4.92;1.22;6.80;51
15/8/21 18.00;25.30;5.94;1.00;7.48;51
15/8/21 19.00;25.30;12.73;1.32;14.76;51
15/8/21 20.00;25.30;16.17;1.24;18.07;51
15/8/21 21.00;25.30;14.44;0.91;15.83;51
15/8/21 22.00;25.30;14.19;0.79;15.42;51
15/8/21 23.00;25.30;9.57;0.62;10.52;51
16/8/21 0.00;25.30;7.28;0.78;8.47;51
16/8/21 1.00;24.50;9.02;1.67;11.57;49
16/8/21 2.00;24.50;10.21;1.29;12.17;49
16/8/21 3.00;24.50;4.32;0.44;4.98;49
16/8/21 4.00;24.50;4.65;0.71;5.74;49
16/8/21 5.00;24.50;4.48;0.90;5.86;49
16/8/21 7.00;24.50;24.03;1.17;25.82;49
16/8/21 8.00;24.50;17.81;1.58;20.25;49
16/8/21 9.00;24.50;10.76;1.13;12.49;49
16/8/21 10.00;24.50;5.76;0.65;6.74;49
16/8/21 11.00;24.50;3.45;0.85;4.76;49
16/8/21 12.00;24.50;3.54;1.05;5.15;49
16/8/21 13.00;24.50;3.09;0.97;4.57;49
16/8/21 16.00;24.50;16.12;0.84;17.40;49
16/8/21 17.00;24.50;8.74;0.89;10.12;49
16/8/21 18.00;24.50;7.82;0.72;8.94;49
16/8/21 19.00;24.50;7.35;0.89;8.70;49
16/8/21 20.00;24.50;8.95;0.51;9.73;49
16/8/21 21.00;24.50;6.71;0.83;7.98;49
16/8/21 22.00;24.50;5.87;0.61;6.78;49
16/8/21 23.00;24.50;4.84;0.70;5.91;49
17/8/21 0.00;24.50;4.14;0.92;5.55;49
17/8/21 1.00;34.60;6.74;0.73;7.87;69
17/8/21 2.00;34.60;5.78;0.80;7.00;69
17/8/21 3.00;34.60;5.40;0.63;6.36;69
17/8/21 4.00;34.60;4.63;0.71;5.72;69
17/8/21 5.00;34.60;4.98;0.85;6.29;69
17/8/21 6.00;34.60;5.37;0.74;6.50;69
17/8/21 7.00;34.60;6.61;1.09;8.28;69
17/8/21 8.00;34.60;13.59;4.01;19.73;69
17/8/21 9.00;34.60;9.28;2.92;13.75;69
17/8/21 10.00;34.60;5.46;1.75;8.14;69
17/8/21 11.00;34.60;12.35;2.60;16.33;69
17/8/21 12.00;34.60;9.38;1.90;12.29;69
17/8/21 13.00;34.60;7.19;1.22;9.06;69
17/8/21 14.00;34.60;5.70;1.20;7.55;69
17/8/21 15.00;34.60;4.89;1.12;6.60;69
17/8/21 16.00;34.60;4.95;1.14;6.71;69
17/8/21 17.00;34.60;5.66;1.47;7.91;69
17/8/21 18.00;34.60;8.32;1.61;10.79;69
17/8/21 19.00;34.60;16.92;2.67;21.01;69
17/8/21 20.00;34.60;17.43;1.84;20.25;69
17/8/21 21.00;34.60;13.26;1.49;15.54;69
17/8/21 22.00;34.60;12.02;1.45;14.24;69
17/8/21 23.00;34.60;10.41;0.97;11.91;69
18/8/21 0.00;34.60;9.33;1.04;10.92;69
18/8/21 1.00;22.00;5.49;0.96;6.95;44
18/8/21 2.00;22.00;4.30;1.13;6.04;44
18/8/21 3.00;22.00;4.46;1.04;6.07;44
18/8/21 4.00;22.00;7.19;1.50;9.50;44
18/8/21 5.00;22.00;7.35;1.05;8.96;44
18/8/21 7.00;22.00;23.79;1.50;26.07;44
18/8/21 8.00;22.00;14.80;2.22;18.20;44
18/8/21 9.00;22.00;9.68;1.99;12.74;44
18/8/21 10.00;22.00;9.73;2.02;12.82;44
18/8/21 11.00;22.00;10.28;2.12;13.54;44
18/8/21 12.00;22.00;9.89;1.96;12.89;44
18/8/21 13.00;22.00;8.03;1.46;10.27;44
