Parm,PM10,NO2,NO,NOX,IQA
17/02/2021 06:00,19,14.42,0.55,15.72,37
17/02/2021 08:00,12,44.42,15.4,68.49,137
17/02/2021 10:00,22,31.19,6.94,42.29,85
17/02/2021 12:00,24,33.66,9.13,48.12,96
17/02/2021 14:00,23,33.73,12.8,53.81,108
17/02/2021 16:00,22,32.75,8.66,46.49,93
17/02/2021 18:00,55,59.69,5.02,67.84,136
17/02/2021 20:00,27,79.53,25.92,119.72,239
17/02/2021 22:00,22,40.94,4.64,48.51,97
18/02/2021 00:00,53,13.87,0.24,14.7,105
18/02/2021 02:00,35,6.89,0.85,8.66,70
18/02/2021 04:00,28,5.72,0.22,6.52,57
18/02/2021 06:00,19,11.38,0.52,12.64,37
18/02/2021 08:00,22,25.83,3.41,31.52,63
18/02/2021 10:00,18,26.01,5.6,35.06,70
18/02/2021 12:00,26,14.27,3.79,20.55,53
18/02/2021 14:00,17,16.94,5.99,26.58,53
18/02/2021 16:00,54,18.03,4.92,26.04,109
18/02/2021 18:00,30,31.49,4.58,38.98,78
18/02/2021 20:00,24,67.67,41.98,132.49,265
18/02/2021 22:00,32,35.14,7.36,46.88,94
19/02/2021 00:00,38,15.13,0.36,16.15,75
19/02/2021 02:00,30,3.66,0.2,4.43,59
19/02/2021 04:00,32,3.93,0.04,4.45,64
19/02/2021 06:00,16,11.85,0.53,13.13,32
19/02/2021 08:00,11,28.21,7.15,39.63,79
19/02/2021 10:00,10,28.07,8.43,41.45,83
19/02/2021 12:00,28,11,1.67,14.03,55
19/02/2021 14:00,53,10.72,1.79,13.92,105
19/02/2021 16:00,26,10.32,0.91,12.17,53
19/02/2021 18:00,16,22.44,1.17,24.7,49
19/02/2021 20:00,20,21.3,1.33,23.81,48
19/02/2021 22:00,28,12.65,0.4,13.72,55
20/02/2021 00:00,22,4.38,0,4.85,44
20/02/2021 02:00,25,1.58,0.06,2.14,51
20/02/2021 04:00,14,1.24,0,1.71,28
20/02/2021 06:00,18,8.65,1.05,10.72,37
20/02/2021 08:00,48,24.5,10.02,40.33,96
20/02/2021 10:00,24,29.42,11.2,47.05,94
20/02/2021 12:00,12,23.05,6.36,33.27,67
20/02/2021 14:00,36,24.28,5.83,33.68,72
20/02/2021 16:00,18,13.05,1.73,16.16,36
20/02/2021 18:00,17,30.38,5.8,39.74,79
20/02/2021 20:00,36,51.57,5.15,59.92,120
20/02/2021 22:00,49,42.97,7.82,55.41,111
21/02/2021 00:00,67,22.2,1.37,24.77,133
21/02/2021 02:00,70,5.89,0.54,7.18,140
21/02/2021 04:00,58,3.16,0.03,3.68,116
21/02/2021 06:00,43,5.49,0.25,6.33,86
21/02/2021 08:00,32,14.68,1.84,17.96,64
21/02/2021 10:00,32,26.14,8.89,40.23,80
21/02/2021 12:00,39,17.76,4.46,25.07,77
21/02/2021 14:00,22,12.84,4.06,19.53,44
21/02/2021 16:00,19,6.51,1.06,8.61,38
21/02/2021 18:00,21,15.59,2.74,20.26,41
21/02/2021 20:00,18,30.41,5.75,39.69,79
21/02/2021 22:00,38,29.36,6.53,39.84,80
22/02/2021 00:00,40,14.08,0.5,15.3,80
22/02/2021 06:00,21,5.7,0.41,6.8,42
22/02/2021 08:00,16,32.61,22.18,67.08,134
22/02/2021 10:00,27,37.37,26.66,78.71,157
22/02/2021 12:00,26,17.7,6.43,28.02,56
22/02/2021 14:00,52,19.16,5.27,27.69,104
22/02/2021 16:00,26,14,4.54,21.43,52
22/02/2021 18:00,15,26.86,5.01,35,70
22/02/2021 20:00,15,48.89,15.85,73.65,147
22/02/2021 22:00,33,45.91,11.37,63.8,128
23/02/2021 00:00,57,16.89,0.67,18.38,113
23/02/2021 02:00,66,6.16,0.45,7.31,131
23/02/2021 04:00,50,3.6,0.02,4.1,101
23/02/2021 06:00,33,9.55,0.43,10.67,66
23/02/2021 08:00,38,21.57,2.91,26.49,76
23/02/2021 10:00,42,16.76,2.68,21.32,84
23/02/2021 12:00,36,11.54,2.67,16.09,71
23/02/2021 14:00,53,18.38,5.35,27.05,106
23/02/2021 16:00,27,16.19,3.69,22.31,53
23/02/2021 18:00,28,34.02,7.21,45.53,91
23/02/2021 20:00,27,60.89,6.11,70.71,141
23/02/2021 22:00,50,41.74,4.8,49.57,100
24/02/2021 00:00,53,20.48,0.73,22.06,105
24/02/2021 02:00,47,6.65,0.35,7.65,94
24/02/2021 04:00,34,3.36,0.07,3.92,68
24/02/2021 06:00,30,8.68,0.39,9.75,60
24/02/2021 08:00,35,37.21,15.87,62,124
24/02/2021 10:00,48,36.78,19.31,66.84,134
24/02/2021 12:00,58,21.14,5.65,30.27,116
24/02/2021 14:00,42,28.18,8.95,42.36,85
24/02/2021 16:00,42,21.51,3.97,28.06,85
24/02/2021 18:00,55,36.65,9.08,51.03,111
24/02/2021 20:00,76,55.89,10.08,71.79,152
24/02/2021 22:00,102,44.29,13.13,64.88,204
25/02/2021 00:00,98,15.65,0.55,16.97,196
25/02/2021 02:00,75,7.1,0.38,8.15,151
25/02/2021 04:00,46,4.62,0.93,6.51,93
25/02/2021 06:00,28,17.28,0.96,19.21,56
25/02/2021 08:00,29,41.61,23.73,78.45,157
25/02/2021 10:00,18,44.58,13.6,65.88,132
25/02/2021 12:00,38,20.98,4.14,27.79,76
25/02/2021 14:00,40,34.4,10.85,51.5,103
25/02/2021 16:00,41,17.53,2.36,21.61,83
25/02/2021 18:00,47,37.8,5.53,46.73,94
25/02/2021 20:00,71,84.55,34.39,137.73,275
25/02/2021 22:00,99,43.37,11.57,61.57,197
26/02/2021 00:00,106,16.58,0.56,17.9,212
26/02/2021 02:00,88,5.97,0.35,6.97,177
26/02/2021 06:00,57,8.55,0.2,9.32,113
26/02/2021 08:00,46,39.34,12.85,59.5,119
26/02/2021 10:00,43,51.67,23.85,88.69,177
26/02/2021 12:00,60,35.49,8.93,49.65,121
26/02/2021 14:00,65,35.62,11.94,54.38,130
26/02/2021 16:00,56,25.39,3.09,30.58,113
26/02/2021 18:00,62,64.22,12.1,83.22,166
26/02/2021 20:00,78,91.92,26.15,132.45,265
26/02/2021 22:00,112,39.04,3.85,45.4,225
27/02/2021 00:00,124,14.16,0.33,15.13,248
27/02/2021 02:00,95,7.39,0.03,7.9,189
27/02/2021 04:00,75,4.27,0.01,4.75,150
27/02/2021 06:00,61,7.43,0.1,8.05,123
27/02/2021 08:00,47,29.89,7.07,41.19,95
27/02/2021 10:00,42,24.51,5.22,32.97,84
27/02/2021 12:00,56,24.62,5.46,33.45,113
27/02/2021 14:00,52,15.21,3,20.28,105
27/02/2021 16:00,45,12.68,0.96,14.62,90
27/02/2021 18:00,53,27.58,2.3,31.56,105
27/02/2021 20:00,76,55.85,4.28,62.85,151
27/02/2021 22:00,98,27.98,1.92,31.38,196
28/02/2021 00:00,95,8.49,0.08,9.07,191
28/02/2021 02:00,83,8.66,0.22,9.45,167
28/02/2021 06:00,76,6.14,0.14,6.82,153
28/02/2021 08:00,52,8.96,0.4,10.03,103
28/02/2021 10:00,41,9.91,1.86,13.22,82
28/02/2021 12:00,64,8.56,2.63,13.06,129
28/02/2021 14:00,32,4.72,1.11,6.88,64
28/02/2021 16:00,16,3.38,0.39,4.44,32
28/02/2021 18:00,52,12.06,1.17,14.31,104
28/02/2021 20:00,26,18.3,2.07,21.94,52
28/02/2021 22:00,13,16.92,0.57,18.26,37
01/03/2021 00:00,6,3.28,0.07,3.85,13
01/03/2021 06:00,14,4.97,0.52,6.24,27
01/03/2021 08:00,12,19.66,3.33,25.23,50
01/03/2021 10:00,18,18.45,4.11,25.21,50
01/03/2021 12:00,17,10.24,2.09,13.9,33
01/03/2021 14:00,48,12.75,3.45,18.5,95
01/03/2021 16:00,24,13.61,4.07,20.31,47
01/03/2021 18:00,16,18.52,2.89,23.41,47
01/03/2021 20:00,19,27.54,1.94,30.98,62
01/03/2021 22:00,21,19.62,0.72,21.18,42
02/03/2021 00:00,24,6.57,0.05,7.11,49
02/03/2021 04:00,25,3.33,0.07,3.89,50
02/03/2021 06:00,17,10.86,0.77,12.52,34
02/03/2021 08:00,14,53,31.58,101.88,204
02/03/2021 10:00,21,37.81,18.09,66.01,132
02/03/2021 12:00,28,16.8,5.14,25.15,55
02/03/2021 14:00,30,10.78,2.91,15.71,60
02/03/2021 16:00,55,12.65,2.95,17.64,110
02/03/2021 18:00,34,34.66,8.9,48.76,98
02/03/2021 20:00,26,66.21,15.84,90.95,182
02/03/2021 22:00,30,40.18,5.42,48.95,98
03/03/2021 00:00,40,12.41,0.24,13.23,79
03/03/2021 02:00,42,5.68,0.1,6.3,85
03/03/2021 04:00,38,5.37,0.53,6.65,76
03/03/2021 06:00,32,7.43,0.4,8.5,64
03/03/2021 08:00,27,28.31,5.24,36.81,74
03/03/2021 10:00,30,26.21,5.58,35.23,70
03/03/2021 12:00,27,13.49,3.67,19.58,53
03/03/2021 14:00,52,12.01,2.63,16.51,103
03/03/2021 16:00,26,13.66,2.01,17.21,51
03/03/2021 18:00,15,30.2,6.19,40.15,80
03/03/2021 20:00,20,63.42,8.33,76.64,153
03/03/2021 22:00,21,32.53,2.69,37.11,74
04/03/2021 00:00,33,14.08,0.79,15.75,66
04/03/2021 02:00,26,5.64,0.03,6.14,53
04/03/2021 04:00,27,4.63,0.13,5.3,54
04/03/2021 06:00,29,10.19,0.8,11.88,58
04/03/2021 08:00,18,32.32,13.01,52.73,105
04/03/2021 10:00,31,32.11,11.77,50.62,101
04/03/2021 12:00,40,30.81,6.59,41.38,83
04/03/2021 14:00,33,17.74,2.7,22.34,67
04/03/2021 16:00,28,15.77,2.63,20.27,55
04/03/2021 18:00,19,28.76,4.11,35.52,71
04/03/2021 20:00,13,17.66,0.9,19.5,39
04/03/2021 22:00,22,12.08,0.52,13.34,44
05/03/2021 00:00,23,8.87,1.21,11.19,46
05/03/2021 02:00,17,7.81,0.98,9.77,35
05/03/2021 06:00,33,6.04,0.12,6.69,67
05/03/2021 08:00,24,27.22,6.35,37.42,75
05/03/2021 10:00,17,23.75,4.03,30.4,61
05/03/2021 12:00,28,14.7,2.2,18.54,55
05/03/2021 14:00,52,18.2,3.17,23.52,104
05/03/2021 16:00,26,16.54,2.76,21.23,52
05/03/2021 18:00,21,34.93,5.55,43.89,88
05/03/2021 20:00,12,32.38,1.75,35.53,71
05/03/2021 22:00,28,22.45,1.17,24.7,56
06/03/2021 00:00,27,10.31,1.27,12.72,53
06/03/2021 02:00,23,7.71,0.2,8.48,46
06/03/2021 04:00,24,4.74,0.04,5.26,48
06/03/2021 06:00,26,7.12,0.37,8.16,51
06/03/2021 08:00,25,21.23,2.82,26.01,52
06/03/2021 10:00,32,15.09,1.47,17.81,64
06/03/2021 12:00,48,12.75,3.42,18.45,97
06/03/2021 14:00,35,10.54,3.15,15.84,70
06/03/2021 16:00,57,6.83,1.15,9.06,114
06/03/2021 18:00,79,20.39,4.7,28.07,158
06/03/2021 20:00,39,43.1,13.08,63.62,127
06/03/2021 22:00,20,20.23,2.46,24.46,49
07/03/2021 00:00,10,7.43,0.26,8.3,20
07/03/2021 02:00,5,5.52,0.19,6.28,13
07/03/2021 04:00,2,2.96,0.09,3.56,7
07/03/2021 06:00,1,5.57,0.12,6.21,12
07/03/2021 08:00,1,8.18,0.81,9.89,20
07/03/2021 10:00,16,8.11,1.07,10.22,33
07/03/2021 12:00,11,10.14,2.94,15.11,30
07/03/2021 14:00,16,11.92,2.9,16.83,34
07/03/2021 16:00,49,5.56,1.06,7.65,99
07/03/2021 18:00,63,13.93,2.92,18.87,125
07/03/2021 20:00,31,26.19,2.89,31.08,63
07/03/2021 22:00,16,26.86,1.26,29.25,59
08/03/2021 00:00,12,13.71,0.17,14.44,29
08/03/2021 02:00,24,5.87,0.05,6.41,47
08/03/2021 04:00,24,6.28,1.11,8.45,47
08/03/2021 06:00,19,13.99,3.25,19.44,39
08/03/2021 08:00,24,41.92,32.78,92.64,185
08/03/2021 10:00,21,28.25,10.19,44.34,89
08/03/2021 12:00,28,26.92,9.37,41.75,83
08/03/2021 14:00,32,18.85,6.48,29.25,64
08/03/2021 16:00,30,19.89,4.77,27.67,59
08/03/2021 18:00,25,24.54,4.1,31.29,63
08/03/2021 20:00,28,35.43,8.56,49.01,98
08/03/2021 22:00,46,18.26,0.09,18.86,92
09/03/2021 00:00,39,9.35,0.03,9.86,78
09/03/2021 02:00,38,7.23,0.77,8.87,77
09/03/2021 04:00,36,4.87,0.58,6.23,73
09/03/2021 06:00,34,8.69,0.49,9.92,67
09/03/2021 10:00,14,14.59,2.95,19.58,39
09/03/2021 12:00,12,8.71,1.57,11.58,23
09/03/2021 14:00,6,7.03,1.06,9.11,18
09/03/2021 16:00,5,5.87,0.6,7.26,15
09/03/2021 18:00,5,18.1,0.74,19.69,39
09/03/2021 20:00,18,18.36,1.96,21.83,44
09/03/2021 22:00,30,16.72,1.08,18.84,59
10/03/2021 00:00,20,7.78,0.87,9.58,41
10/03/2021 02:00,14,5.76,0.29,6.66,28
10/03/2021 06:00,8,3.98,0.09,4.59,16
10/03/2021 08:00,10,12.03,0.9,13.87,28
10/03/2021 10:00,21,13.12,2.06,16.75,42
10/03/2021 12:00,47,7.18,1.06,9.27,93
10/03/2021 14:00,23,13.54,5.68,22.71,46
10/03/2021 16:00,11,12.51,3.96,19.05,38
10/03/2021 18:00,14,16.52,2.28,20.48,41
10/03/2021 20:00,10,17.15,0.78,18.81,38
10/03/2021 22:00,18,9.06,0.04,9.59,36
11/03/2021 00:00,15,1.78,0.21,2.57,31
11/03/2021 02:00,14,1.72,0.11,2.35,29
11/03/2021 04:00,12,2.57,0.16,3.29,24
11/03/2021 06:00,9,9.02,0.86,10.8,22
11/03/2021 08:00,15,20.74,2.56,25.13,50
11/03/2021 10:00,14,13.07,3.84,19.42,39
11/03/2021 12:00,11,8.86,2.78,13.57,27
11/03/2021 14:00,11,10.76,3.82,17.08,34
11/03/2021 16:00,44,12.12,2.59,16.56,87
11/03/2021 18:00,39,25.89,5.49,34.77,77
11/03/2021 20:00,20,40.61,5.28,49.16,98
11/03/2021 22:00,22,29.47,1.56,32.32,65
12/03/2021 00:00,34,7.8,0.2,8.57,67
12/03/2021 06:00,55,7.57,0.18,8.31,111
12/03/2021 08:00,28,19.13,2.26,23.06,55
12/03/2021 10:00,14,15.76,3.09,20.95,42
12/03/2021 12:00,44,11.08,1.71,14.17,89
12/03/2021 14:00,22,20.68,7.77,33.07,66
12/03/2021 16:00,11,23.04,4,29.63,59
12/03/2021 18:00,13,12.67,1.02,14.7,29
12/03/2021 20:00,15,13.98,0.91,15.83,32
12/03/2021 22:00,21,11.56,0.56,12.89,42
13/03/2021 00:00,27,9.55,1.67,12.57,53
13/03/2021 02:00,22,5.84,1.19,8.13,43
13/03/2021 04:00,57,3.45,0.01,3.93,114
13/03/2021 06:00,28,12.86,1.43,15.51,57
13/03/2021 08:00,14,37.43,11.78,55.95,112
13/03/2021 10:00,7,19.28,4.34,26.4,53
13/03/2021 12:00,3,15.26,4.19,22.14,44
13/03/2021 14:00,40,12.57,3.01,17.64,80
13/03/2021 16:00,20,7.1,1.26,9.5,40
13/03/2021 18:00,13,15.44,1.99,18.96,38
13/03/2021 20:00,19,13.06,0.9,14.9,39
13/03/2021 22:00,21,6.79,0.32,7.75,42
14/03/2021 00:00,22,2.13,0.07,2.71,44
14/03/2021 02:00,21,0.25,0.04,0.77,42
14/03/2021 04:00,23,1.33,0.08,1.92,45
14/03/2021 06:00,15,3.27,0.13,3.94,30
14/03/2021 08:00,46,13.66,5.08,21.91,93
14/03/2021 10:00,23,3.78,0.57,5.12,46
14/03/2021 12:00,11,3.49,0.49,4.71,23
14/03/2021 14:00,6,2.28,0.3,3.21,11
14/03/2021 16:00,7,0.2,0.05,0.74,14
14/03/2021 18:00,46,4.12,0.33,5.1,92
14/03/2021 20:00,23,3.77,0.18,4.5,46
14/03/2021 22:00,11,6.73,0.23,7.54,23
15/03/2021 00:00,6,6.02,0.69,7.54,15
15/03/2021 02:00,3,0.35,0,0.72,5
15/03/2021 04:00,1,0.91,0.04,1.44,3
15/03/2021 06:00,38,1.31,0.14,1.98,75
15/03/2021 08:00,19,6.21,1.02,8.24,38
15/03/2021 10:00,13,6.82,1.21,9.15,26
15/03/2021 12:00,6,6.38,0.68,7.89,16
15/03/2021 14:00,3,7.91,0.68,9.41,19
15/03/2021 16:00,1,7.34,1.31,9.81,20
15/03/2021 18:00,37,10.75,1.63,13.71,74
15/03/2021 20:00,19,11.4,0.84,13.15,37
15/03/2021 22:00,9,9.7,0.23,10.52,21
16/03/2021 00:00,5,5.44,0.22,6.25,13
16/03/2021 02:00,2,2.43,0.49,3.64,7
16/03/2021 04:00,37,2.56,0.1,3.17,74
16/03/2021 06:00,19,5.58,0.24,6.42,37
16/03/2021 08:00,15,16.45,2.06,20.08,40
16/03/2021 10:00,8,11.78,2.23,15.67,31
16/03/2021 12:00,4,7.77,1.85,11.07,22
16/03/2021 14:00,10,7.97,2.12,11.69,23
16/03/2021 16:00,5,5.22,0.56,6.54,13
16/03/2021 18:00,47,14.56,2.03,18.13,93
16/03/2021 20:00,23,16.09,2.91,21.01,46
16/03/2021 22:00,11,7.58,0.4,8.65,23
17/03/2021 00:00,6,3.41,0.4,4.42,11
17/03/2021 06:00,7,4.91,0.15,5.6,13
17/03/2021 08:00,3,13.21,1.44,15.88,32
17/03/2021 10:00,1,10.5,2.78,15.23,30
17/03/2021 12:00,1,7.27,1.88,10.62,21
17/03/2021 14:00,12,6.98,2.75,11.66,24
17/03/2021 16:00,6,6.51,1.6,9.43,19
17/03/2021 18:00,9,10.67,1.5,13.43,27
17/03/2021 20:00,5,21.7,0.8,23.38,47
17/03/2021 22:00,8,16.81,0.66,18.29,37
18/03/2021 00:00,11,9.28,0.13,9.95,23
18/03/2021 02:00,17,5.89,0.43,7.02,35
18/03/2021 04:00,13,3.35,0.1,3.96,26
18/03/2021 06:00,43,6.01,0.21,6.8,87
18/03/2021 08:00,22,31.21,6.5,41.63,83
18/03/2021 10:00,11,15.02,3.42,20.72,41
18/03/2021 12:00,29,13.37,5.37,22.07,59
18/03/2021 14:00,15,15.88,5.02,24.03,48
18/03/2021 16:00,14,9.46,2.19,13.28,27
18/03/2021 18:00,16,17.49,4.13,24.29,49
18/03/2021 20:00,10,45.83,2.51,50.13,100
18/03/2021 22:00,11,21.25,1.96,24.71,49
19/03/2021 00:00,24,9.63,0.33,10.61,47
19/03/2021 02:00,25,5.56,0.53,6.84,51
19/03/2021 04:00,16,4.78,0.22,5.58,32
19/03/2021 06:00,14,9.57,0.62,10.99,28
19/03/2021 08:00,11,23.79,4.83,31.66,63
19/03/2021 10:00,15,13.35,2.34,17.4,35
19/03/2021 12:00,19,11.25,2.83,16.06,38
19/03/2021 14:00,12,16.27,6.27,26.35,53
19/03/2021 16:00,8,13.47,3.97,20.02,40
19/03/2021 18:00,8,21.61,4.89,29.56,59
19/03/2021 20:00,12,34.05,1.91,37.44,75
19/03/2021 22:00,21,29.25,1.4,31.86,64
20/03/2021 00:00,44,11.26,0.14,11.95,87
20/03/2021 02:00,49,7.71,0.1,8.33,97
20/03/2021 04:00,34,6.11,0.21,6.89,69
20/03/2021 06:00,58,4.45,0.11,5.09,115
20/03/2021 08:00,29,14.85,0.8,16.54,58
20/03/2021 10:00,14,16.87,2.17,20.67,41
20/03/2021 12:00,22,14.1,1.88,17.44,44
20/03/2021 14:00,11,16.01,2.51,20.32,41
20/03/2021 16:00,5,16.3,2.73,20.95,42
20/03/2021 18:00,12,19.38,1.25,21.75,44
20/03/2021 20:00,8,42.55,2.63,47.04,94
20/03/2021 22:00,13,12.58,0.92,14.46,29
21/03/2021 00:00,16,5.29,0.12,5.94,32
21/03/2021 02:00,14,4.33,0.19,5.09,27
21/03/2021 04:00,45,3.93,0.1,4.55,90
21/03/2021 06:00,22,4.09,0.1,4.71,45
21/03/2021 08:00,16,11.73,0.58,13.09,32
21/03/2021 10:00,8,15.56,2.58,19.97,40
21/03/2021 12:00,4,20.5,7.81,32.93,66
21/03/2021 14:00,26,15.6,3.3,21.12,52
21/03/2021 16:00,13,5.42,0.89,7.24,26
21/03/2021 18:00,50,7.05,0.75,8.66,101
21/03/2021 20:00,25,5,0.44,6.15,50
21/03/2021 22:00,12,3.56,0.17,4.28,25
22/03/2021 08:00,9,14.6,4.32,21.69,43
22/03/2021 10:00,21,17.09,3.93,23.58,47
22/03/2021 12:00,10,11.33,2.52,15.65,31
22/03/2021 14:00,5,14.78,3.32,20.34,41
22/03/2021 16:00,2,13.36,2.99,18.42,37
22/03/2021 18:00,7,14.06,3.33,19.63,39
22/03/2021 20:00,12,16.05,3.35,21.65,43
22/03/2021 22:00,14,8.53,1.28,10.95,28
23/03/2021 00:00,16,5.45,0.8,7.15,33
23/03/2021 02:00,11,4.39,0.29,5.3,21
23/03/2021 04:00,6,7.5,0.66,8.98,18
23/03/2021 06:00,6,8.33,1.23,10.68,21
23/03/2021 08:00,11,14.57,4.02,21.2,42
23/03/2021 10:00,9,9.5,3.36,15.11,30
23/03/2021 12:00,16,10.76,3.63,16.79,34
23/03/2021 14:00,13,9.08,2.99,14.12,28
23/03/2021 16:00,49,8.77,2.16,12.55,98
23/03/2021 18:00,25,11.75,1.21,14.06,50
23/03/2021 20:00,21,16.42,3.74,22.62,45
23/03/2021 22:00,20,9.96,1.53,12.76,41
24/03/2021 00:00,19,1.28,0.1,1.78,37
24/03/2021 02:00,13,1.22,0.57,2.56,26
24/03/2021 04:00,14,2.13,0.6,3.53,29
24/03/2021 06:00,15,6.07,0.18,6.81,30
24/03/2021 08:00,10,18.2,1.56,21.06,42
24/03/2021 10:00,14,19.95,1.46,22.64,45
24/03/2021 12:00,20,9.54,2.6,13.99,40
24/03/2021 14:00,23,7.93,2.61,12.41,46
24/03/2021 16:00,48,6.95,1.76,10.11,95
24/03/2021 18:00,29,13.55,3.46,19.31,58
24/03/2021 20:00,19,17.67,3.48,23.46,47
24/03/2021 22:00,21,10.83,0.89,12.66,41
25/03/2021 00:00,15,5.5,0.3,6.43,30
25/03/2021 02:00,14,2.85,0.16,3.56,28
25/03/2021 04:00,15,7.17,0.27,8.04,30
25/03/2021 06:00,11,11.6,2.49,15.89,32
25/03/2021 08:00,11,18,4.56,25.46,51
25/03/2021 10:00,8,23.47,6.27,33.55,67
25/03/2021 12:00,15,16.39,4.66,24,48
25/03/2021 14:00,21,10.62,5.16,19,41
25/03/2021 16:00,14,8.24,2.95,13.22,27
25/03/2021 18:00,13,16.94,3.16,22.24,44
25/03/2021 20:00,47,56.56,6.02,66.25,132
25/03/2021 22:00,23,35.68,3.51,41.52,83
26/03/2021 00:00,12,10.39,0.3,11.32,23
26/03/2021 02:00,21,2.85,0.18,3.58,42
26/03/2021 04:00,21,0.71,0,1.18,42
26/03/2021 06:00,15,4.62,0.07,5.2,29
26/03/2021 08:00,17,21.7,4.82,29.56,59
26/03/2021 10:00,17,14.73,4.32,21.82,44
26/03/2021 12:00,13,22.95,5.98,32.57,65
26/03/2021 14:00,14,11.18,2.91,16.11,32
26/03/2021 16:00,16,11.96,2.89,16.85,34
26/03/2021 18:00,42,18.22,3.42,23.93,83
26/03/2021 20:00,21,39.65,6.77,50.49,101
26/03/2021 22:00,10,12.87,0.98,14.84,30
27/03/2021 00:00,15,7.55,0.34,8.53,31
27/03/2021 02:00,13,5.43,0.72,7,25
27/03/2021 04:00,24,5.07,0.36,6.09,49
28/03/2021 14:00,51,7.2,1.3,9.66,101
28/03/2021 16:00,33,4.9,0.63,6.33,66
28/03/2021 18:00,23,8.93,0.99,10.91,46
28/03/2021 20:00,27,22.9,1.28,25.33,53
28/03/2021 22:00,35,14.93,0.04,15.45,70
29/03/2021 00:00,27,5.97,0.15,6.66,55
29/03/2021 02:00,23,5.38,0.25,6.22,46
29/03/2021 04:00,27,8.26,0.01,8.74,55
29/03/2021 06:00,49,12.3,0.01,12.78,97
29/03/2021 08:00,47,28.39,3.07,33.55,93
29/03/2021 10:00,35,13.27,1.53,16.08,71
29/03/2021 12:00,29,10.94,3.79,17.21,58
29/03/2021 14:00,46,8.51,1.68,11.55,91
29/03/2021 16:00,23,9.16,2.07,12.8,45
29/03/2021 18:00,22,12.35,1.76,15.5,43
29/03/2021 20:00,16,17.78,1.07,19.88,40
29/03/2021 22:00,27,13.75,0.22,14.55,54
30/03/2021 00:00,43,3.17,0.25,4.02,86
30/03/2021 02:00,57,3.32,0.11,3.96,113
30/03/2021 04:00,28,3.65,0.13,4.32,57
30/03/2021 06:00,14,17.99,0.92,19.86,40
30/03/2021 08:00,7,30.78,4.51,38.15,76
30/03/2021 10:00,5,13.81,3.18,19.15,38
30/03/2021 12:00,24,11.06,2.44,15.26,48
30/03/2021 14:00,15,9.42,1.94,12.85,31
30/03/2021 16:00,8,10.54,1.59,13.45,27
30/03/2021 18:00,15,16.03,2.24,19.92,40
30/03/2021 20:00,10,33.01,0.1,33.62,67
30/03/2021 22:00,22,18.93,0.89,20.76,44
31/03/2021 00:00,27,7.38,0.01,7.86,53
31/03/2021 02:00,31,7.81,0.01,8.29,62
31/03/2021 04:00,20,9.44,0.2,10.21,40
31/03/2021 06:00,18,32.1,2.28,36.05,72
31/03/2021 08:00,23,35.51,5.83,44.91,90
31/03/2021 10:00,33,15.86,2.95,20.85,66
31/03/2021 12:00,31,11.03,1.52,13.83,62
31/03/2021 14:00,20,9.08,1.38,11.66,40
31/03/2021 16:00,14,9.36,1.59,12.27,29
31/03/2021 18:00,13,17.65,1.98,21.15,42
31/03/2021 20:00,33,44.16,1.85,47.45,95
31/03/2021 22:00,39,16.91,0.35,17.91,77
01/04/2021 00:00,34,3.69,0.01,4.16,67
01/04/2021 02:00,30,2.25,0,2.72,59
01/04/2021 04:00,22,4.32,0.79,6,44
01/04/2021 06:00,60,18.37,1.35,20.91,119
01/04/2021 08:00,30,39.47,15.77,64.11,128
01/04/2021 10:00,15,21.11,5.02,29.27,59
01/04/2021 12:00,7,14.59,3.29,20.09,40
01/04/2021 14:00,4,13.75,1.88,17.09,34
01/04/2021 16:00,2,12.02,1.58,14.91,30
01/04/2021 18:00,5,24.02,3.69,30.14,60
01/04/2021 20:00,9,54.63,6.72,65.39,131
01/04/2021 22:00,22,19.34,0.25,20.18,45
02/04/2021 00:00,30,6,0.06,6.57,61
02/04/2021 02:00,31,4.66,0,5.13,62
02/04/2021 04:00,31,4.7,0.05,5.24,62
02/04/2021 06:00,35,20.68,5.28,29.24,70
02/04/2021 08:00,32,36.74,16.97,63.22,126
02/04/2021 10:00,32,20.44,4.26,27.43,64
02/04/2021 12:00,29,14.94,3.11,20.17,58
02/04/2021 14:00,18,9.76,1.72,12.85,36
02/04/2021 16:00,17,15.25,2.22,19.12,38
02/04/2021 18:00,10,9.18,0.61,10.58,21
02/04/2021 20:00,15,8.83,0.21,9.62,30
03/04/2021 04:00,29,1.43,0.53,2.68,57
03/04/2021 06:00,25,5.92,0.37,6.95,50
03/04/2021 08:00,53,8.83,1.22,11.17,105
03/04/2021 10:00,26,5.91,0.56,7.23,52
03/04/2021 12:00,13,3.29,0.45,4.44,26
03/04/2021 14:00,6,2.42,0.1,3.05,13
03/04/2021 16:00,3,4.69,0.15,5.38,11
03/04/2021 18:00,19,9,0.46,10.17,38
03/04/2021 20:00,22,8.23,0.23,9.05,43
03/04/2021 22:00,32,3.51,0,3.98,63
04/04/2021 00:00,42,2.56,0.65,4.02,85
04/04/2021 02:00,31,0.5,0.21,1.28,63
04/04/2021 04:00,24,1.23,0.39,2.29,48
04/04/2021 06:00,46,1.42,0.52,2.68,92
04/04/2021 08:00,23,4.83,1.16,7.08,46
04/04/2021 10:00,11,5.55,1.4,8.16,23
04/04/2021 12:00,6,3.76,0.89,5.59,11
