Parm,PM10,NO2,NO,NOX,IQA
04/04/2021 14:00,3,1.82,0.36,2.84,6
04/04/2021 16:00,1,1.36,0.62,2.77,6
04/04/2021 18:00,5,5.21,1.21,7.53,15
04/04/2021 20:00,6,6.08,0.81,7.78,16
04/04/2021 22:00,7,2.34,0.03,2.81,15
05/04/2021 02:00,7,0.48,0.02,0.99,15
05/04/2021 06:00,43,7.92,1.17,10.18,86
05/04/2021 08:00,21,8.9,1.05,10.97,43
05/04/2021 10:00,11,4.03,1.34,6.54,21
05/04/2021 12:00,23,7.49,2.65,12.02,46
05/04/2021 14:00,11,1.72,0.46,2.89,23
05/04/2021 16:00,11,2.06,0.58,3.41,21
05/04/2021 18:00,45,6.04,1.65,9.03,90
05/04/2021 20:00,22,15.42,1.51,18.2,45
05/04/2021 22:00,11,10.02,0.34,11,22
06/04/2021 00:00,6,2.85,0.27,3.73,11
06/04/2021 02:00,3,2.23,0.13,2.89,6
06/04/2021 04:00,32,5.17,0.24,6,65
06/04/2021 06:00,16,13.79,1.01,15.81,32
06/04/2021 08:00,8,24.27,4.17,31.12,62
06/04/2021 10:00,4,7.22,0.87,9.02,18
06/04/2021 12:00,2,6.35,0.7,7.89,16
06/04/2021 14:00,1,3.66,0.77,5.31,11
06/04/2021 16:00,0.5,2.51,0.14,3.19,6
06/04/2021 18:00,19,3.58,0.36,4.6,38
06/04/2021 20:00,18,4.81,0.2,5.58,35
06/04/2021 22:00,23,1.65,0,2.12,46
07/04/2021 00:00,22,1.45,0.08,2.04,43
07/04/2021 02:00,20,0.95,0.03,1.46,41
07/04/2021 04:00,11,1.43,0.28,2.32,21
07/04/2021 06:00,45,8.67,0.62,10.09,89
07/04/2021 08:00,22,13.8,2.29,17.78,44
07/04/2021 10:00,11,12.77,1.74,15.9,32
07/04/2021 12:00,5,8.69,1.86,12.01,24
07/04/2021 14:00,3,11.68,2.26,15.61,31
07/04/2021 16:00,1,8.19,1.04,10.25,21
07/04/2021 18:00,4,13.93,2.43,18.13,36
07/04/2021 20:00,6,10.93,2.36,15.02,30
07/04/2021 22:00,7,2.2,0.05,2.74,13
08/04/2021 00:00,20,3.48,0.11,4.11,40
08/04/2021 02:00,15,0.97,0.17,1.69,30
08/04/2021 04:00,11,2.76,0,3.23,23
08/04/2021 06:00,42,8.56,0.21,9.35,84
08/04/2021 08:00,21,18.03,3.28,23.52,47
08/04/2021 10:00,11,10.41,3.55,16.32,33
08/04/2021 12:00,17,8.42,2.63,12.91,34
08/04/2021 14:00,8,7.16,2.09,10.82,22
08/04/2021 16:00,4,6.24,1.17,8.5,17
08/04/2021 18:00,23,14.22,2.85,19.06,46
08/04/2021 20:00,19,39.21,2.86,44.06,88
09/04/2021 02:00,73,2.23,0.21,3.01,146
09/04/2021 04:00,58,3.91,0.07,4.49,116
09/04/2021 22:00,36,13.86,0.45,15,72
10/04/2021 00:00,45,2.93,0.01,3.41,91
10/04/2021 12:00,40,7.62,0.94,9.53,79
10/04/2021 14:00,31,4.6,0.66,6.08,61
10/04/2021 16:00,41,3.21,0.19,3.97,82
11/04/2021 00:00,34,3.28,0.22,4.08,68
11/04/2021 06:00,37,7.62,1.38,10.2,75
11/04/2021 08:00,19,7.04,0.36,8.06,37
11/04/2021 10:00,18,5.02,0.63,6.45,36
11/04/2021 12:00,9,3.96,0.65,5.42,18
11/04/2021 14:00,8,1.57,0.3,2.5,15
11/04/2021 16:00,10,1.43,0.23,2.25,20
11/04/2021 18:00,33,3.55,0.08,4.14,66
11/04/2021 20:00,23,5.15,0.37,6.18,46
11/04/2021 22:00,23,3.66,0.22,4.47,46
12/04/2021 00:00,20,1.32,0.01,1.8,40
12/04/2021 02:00,17,0.17,0,0.59,34
12/04/2021 04:00,25,1.12,0.09,1.73,49
12/04/2021 06:00,27,10.51,1.49,13.26,53
12/04/2021 08:00,17,10.91,1.86,14.22,33
12/04/2021 10:00,49,5.66,0.76,7.3,98
12/04/2021 12:00,41,4.8,0.55,6.11,81
12/04/2021 14:00,33,4.38,0.55,5.69,65
12/04/2021 22:00,44,2.07,0,2.53,87
13/04/2021 00:00,36,0.66,0,1.13,72
13/04/2021 02:00,43,0.13,0.01,0.58,86
13/04/2021 04:00,58,2.05,0.13,2.72,116
13/04/2021 06:00,29,18,2.14,21.74,58
13/04/2021 08:00,14,12.27,2.52,16.6,33
13/04/2021 10:00,7,5.21,0.87,7.01,14
13/04/2021 12:00,3,13.38,4.16,20.22,40
13/04/2021 14:00,8,8.08,1.62,11.03,22
13/04/2021 16:00,12,10.66,2.27,14.61,29
13/04/2021 18:00,16,18.27,3.81,24.57,49
13/04/2021 20:00,16,13.21,0.35,14.21,32
13/04/2021 22:00,44,8.83,0.27,9.7,88
14/04/2021 00:00,32,1.47,0.35,2.47,63
14/04/2021 02:00,17,0.27,0.15,0.96,34
14/04/2021 04:00,11,1.01,0.03,1.53,21
14/04/2021 06:00,39,8.48,0.59,9.85,78
14/04/2021 08:00,20,9.54,1.85,12.83,39
14/04/2021 10:00,10,5.85,1.46,8.55,20
14/04/2021 12:00,5,7.17,2.37,11.26,23
14/04/2021 14:00,45,5.28,1.18,7.55,89
15/04/2021 06:00,36,13.94,1.5,16.71,72
15/04/2021 08:00,18,19.46,3.34,25.05,50
15/04/2021 10:00,18,8.76,1.85,12.06,36
15/04/2021 12:00,9,8.64,2.42,12.81,26
15/04/2021 14:00,8,8.1,2.51,12.43,25
15/04/2021 16:00,6,8.79,2.63,13.29,27
15/04/2021 18:00,4,15.92,5.69,25.11,50
15/04/2021 20:00,7,32.69,5.48,41.56,83
15/04/2021 22:00,8,22.66,0.48,23.85,48
16/04/2021 00:00,16,7.35,0.12,8.01,32
16/04/2021 02:00,24,5.08,0,5.55,48
16/04/2021 04:00,13,6.9,0.49,8.11,26
16/04/2021 06:00,16,19.45,2.33,23.48,47
16/04/2021 08:00,14,27.71,6.06,37.46,75
16/04/2021 10:00,16,17,4.59,24.49,49
16/04/2021 12:00,11,16.5,1.8,19.71,39
16/04/2021 14:00,17,14.43,2.23,18.32,37
16/04/2021 16:00,16,14.15,3.25,19.6,39
16/04/2021 18:00,11,20.05,1.06,22.13,44
16/04/2021 20:00,16,19.97,0.86,21.76,44
16/04/2021 22:00,19,7.59,0.23,8.4,38
17/04/2021 00:00,17,3.52,0.14,4.21,35
17/04/2021 02:00,12,7.08,0.07,7.66,24
17/04/2021 04:00,10,5.26,0.1,5.88,20
17/04/2021 06:00,6,12.18,0.57,13.52,27
17/04/2021 08:00,4,17.31,1.25,19.69,39
17/04/2021 10:00,11,14.29,1.83,17.55,35
17/04/2021 12:00,19,9.03,2.05,12.63,38
17/04/2021 14:00,19,5.58,1.46,8.27,39
17/04/2021 16:00,22,6.32,1.44,8.99,43
17/04/2021 18:00,17,13.19,1.56,16.04,34
17/04/2021 20:00,15,8.52,0.31,9.46,29
17/04/2021 22:00,19,7.27,0.54,8.56,37
18/04/2021 00:00,18,3.72,0.01,4.2,36
18/04/2021 02:00,11,2.43,0.19,3.2,22
18/04/2021 04:00,10,3.22,0.1,3.84,19
18/04/2021 06:00,6,5.66,0.39,6.73,13
18/04/2021 08:00,13,6.05,0.47,7.23,26
18/04/2021 10:00,7,7.55,0.6,8.93,18
18/04/2021 12:00,13,9.83,1.89,13.2,27
18/04/2021 14:00,21,5.61,0.73,7.2,42
18/04/2021 16:00,15,3.98,0.69,5.51,30
18/04/2021 18:00,9,10.99,1.29,13.43,27
18/04/2021 20:00,17,15.89,1.88,19.23,38
18/04/2021 22:00,18,10.73,0.34,11.72,36
19/04/2021 00:00,21,6.97,0.21,7.76,42
19/04/2021 02:00,26,4.91,0.07,5.48,51
19/04/2021 04:00,22,2.75,0.15,3.45,44
19/04/2021 08:00,24,30.58,2.22,34.45,69
19/04/2021 10:00,12,12.01,2.56,16.4,33
19/04/2021 12:00,21,9.08,1.45,11.77,42
19/04/2021 14:00,12,7.44,0.78,9.11,24
19/04/2021 16:00,8,8.5,1.99,12.02,24
19/04/2021 18:00,41,11.32,0.82,13.03,81
19/04/2021 20:00,20,14.42,1.15,16.65,41
19/04/2021 22:00,10,6.45,0.2,7.23,20
20/04/2021 00:00,5,3.41,0.03,3.92,10
20/04/2021 04:00,19,2.2,0.08,2.78,39
20/04/2021 06:00,12,16.28,1.74,19.42,39
20/04/2021 08:00,6,20.29,3.93,26.77,54
20/04/2021 10:00,22,16.12,3.15,21.42,43
20/04/2021 12:00,11,12.09,2.76,16.79,34
20/04/2021 14:00,10,8.36,1.62,11.31,23
20/04/2021 16:00,10,10.15,1.91,13.54,27
20/04/2021 18:00,9,10.95,0.85,12.71,25
20/04/2021 20:00,12,16.76,1.11,18.92,38
20/04/2021 22:00,9,6.04,0.07,6.61,18
21/04/2021 00:00,20,4.99,0.36,6.01,39
21/04/2021 02:00,12,3,0.02,3.51,24
21/04/2021 04:00,42,3.61,0.26,4.48,84
21/04/2021 06:00,21,18.43,2.76,23.12,46
21/04/2021 08:00,11,28.53,8.98,42.76,86
21/04/2021 10:00,5,22.3,5.26,30.83,62
21/04/2021 12:00,2,11.41,2.61,15.88,32
21/04/2021 14:00,9,6.74,1.24,9.1,18
21/04/2021 16:00,41,7.73,1.74,10.86,81
21/04/2021 18:00,20,16.48,4.29,23.52,47
21/04/2021 20:00,10,19.28,2.31,23.28,47
21/04/2021 22:00,5,4.87,0.14,5.55,11
22/04/2021 00:00,2,4.16,0.58,5.51,11
22/04/2021 02:00,8,4.46,0.62,5.87,17
22/04/2021 04:00,10,5.78,0.83,7.51,20
22/04/2021 06:00,9,19.86,4.4,27.06,54
22/04/2021 08:00,14,35.18,39.66,96.45,193
22/04/2021 10:00,33,16.98,3.99,23.56,66
22/04/2021 12:00,19,9.57,1.48,12.3,38
22/04/2021 14:00,14,6.93,0.86,8.72,28
22/04/2021 16:00,23,7.85,0.48,9.05,45
22/04/2021 18:00,13,9.77,0.74,11.37,26
22/04/2021 20:00,21,8.27,0.68,9.77,42
22/04/2021 22:00,17,3.79,0.29,4.7,33
23/04/2021 00:00,17,4.86,0.38,5.91,34
23/04/2021 02:00,23,4.54,1.4,7.15,45
23/04/2021 04:00,28,4.49,1.66,7.5,55
23/04/2021 06:00,53,18.07,2.28,22.02,107
23/04/2021 08:00,27,23.26,3.13,28.51,57
23/04/2021 10:00,13,11.85,2.6,16.31,33
23/04/2021 12:00,26,7.49,1.71,10.58,51
23/04/2021 14:00,14,8.08,2.34,12.13,28
23/04/2021 16:00,11,8.77,1.09,10.91,22
23/04/2021 18:00,12,14.96,3.72,21.13,42
23/04/2021 20:00,27,15.97,1.44,18.64,54
23/04/2021 22:00,27,11.25,1.55,14.09,54
24/04/2021 00:00,27,9.64,1.98,13.14,54
24/04/2021 02:00,22,1.33,0.45,2.49,45
27/04/2021 18:00,15,7.82,1.47,10.53,29
27/04/2021 20:00,25,8.97,0.84,10.72,50
27/04/2021 22:00,46,2.95,0.6,4.33,91
28/04/2021 00:00,47,2,0.93,3.89,95
28/04/2021 02:00,43,1.71,0.98,3.69,85
28/04/2021 04:00,47,3.77,0.77,5.41,95
28/04/2021 06:00,37,20.07,11.92,38.82,78
28/04/2021 08:00,28,16.49,6.81,27.39,57
28/04/2021 12:00,7,13.89,4.61,21.41,43
28/04/2021 14:00,3,8.27,2.88,13.15,26
28/04/2021 16:00,2,14.06,4.08,20.78,42
28/04/2021 18:00,19,17.7,4.74,25.43,51
28/04/2021 20:00,21,18.84,5.6,27.89,56
28/04/2021 22:00,28,16.28,4.11,23.04,57
29/04/2021 00:00,29,15.81,1.01,17.82,59
29/04/2021 02:00,34,11.78,1.29,14.21,68
29/04/2021 04:00,31,8.02,0.66,9.49,63
29/04/2021 06:00,32,11.97,3.46,17.74,64
29/04/2021 08:00,56,26.69,13.22,47.43,111
29/04/2021 10:00,51,31.13,8.71,44.94,103
29/04/2021 12:00,26,19.02,6.14,28.9,58
29/04/2021 14:00,13,14.62,4.56,22.07,44
29/04/2021 16:00,19,13.93,4.33,21.03,42
29/04/2021 18:00,15,9.61,1.39,12.21,30
29/04/2021 20:00,16,14.65,0.89,16.48,33
29/04/2021 22:00,20,3.8,0.69,5.33,39
30/04/2021 00:00,23,3.16,0.48,4.36,47
30/04/2021 02:00,32,5.82,0.34,6.8,64
30/04/2021 04:00,27,7,1.77,10.18,54
30/04/2021 06:00,14,16.62,3.29,22.13,44
30/04/2021 08:00,17,27.38,8.65,41.1,82
30/04/2021 10:00,28,17.27,4.55,24.72,56
30/04/2021 12:00,19,10.95,2.33,14.99,38
30/04/2021 14:00,19,6.81,0.86,8.6,38
30/04/2021 16:00,13,7.85,1.86,11.17,27
30/04/2021 18:00,8,12.92,1.69,15.97,32
30/04/2021 20:00,17,14.57,2.07,18.2,36
30/04/2021 22:00,17,8.72,1.26,11.12,34
01/05/2021 00:00,11,5.2,0.6,6.58,21
01/05/2021 02:00,10,1.86,0.49,3.08,21
01/05/2021 04:00,39,2.27,0.27,3.15,77
01/05/2021 06:00,19,6.27,1.35,8.8,39
01/05/2021 08:00,10,6.22,1.2,8.53,19
01/05/2021 10:00,5,23.58,12.43,43.09,86
01/05/2021 12:00,23,13.75,3.7,19.88,45
01/05/2021 14:00,11,5.54,0.81,7.25,22
01/05/2021 16:00,21,3.69,0.78,5.35,41
01/05/2021 18:00,13,11.47,1.99,14.98,30
01/05/2021 20:00,10,4.33,0.9,6.18,21
01/05/2021 22:00,14,5.61,0.68,7.11,28
02/05/2021 00:00,13,6.88,2.48,11.15,25
02/05/2021 02:00,11,8.98,2.81,13.75,28
02/05/2021 04:00,21,2.08,0.26,2.95,42
02/05/2021 06:00,18,8.38,1.95,11.83,36
02/05/2021 08:00,24,6.33,1.66,9.35,49
02/05/2021 10:00,32,3.67,0.97,5.62,64
02/05/2021 12:00,17,3.74,0.62,5.16,33
02/05/2021 14:00,46,1.93,0.36,2.94,93
02/05/2021 16:00,23,1.21,0.27,2.09,46
02/05/2021 18:00,52,2.92,0.57,4.27,104
02/05/2021 20:00,26,6.77,0.81,8.47,52
02/05/2021 22:00,13,3.76,0.39,4.83,26
03/05/2021 00:00,6,1.99,0.31,2.94,13
03/05/2021 02:00,26,2.27,0.32,3.22,52
03/05/2021 04:00,13,2.68,0.24,3.51,26
03/05/2021 06:00,15,11.41,1.14,13.61,30
03/05/2021 08:00,8,22.84,4.45,30.13,60
03/05/2021 10:00,4,13.14,2.81,17.92,36
03/05/2021 12:00,2,12.31,3.3,17.82,36
03/05/2021 14:00,1,13.23,3.79,19.5,39
03/05/2021 16:00,34,14.13,2.44,18.34,68
03/05/2021 18:00,22,21.67,0.93,23.55,47
03/05/2021 20:00,21,30.74,2.54,35.1,70
03/05/2021 22:00,20,27.83,1.11,29.99,60
04/05/2021 00:00,47,8.83,0.55,10.14,94
04/05/2021 02:00,23,4.12,0.48,5.32,47
04/05/2021 04:00,12,5.19,0.57,6.54,23
04/05/2021 06:00,24,23.38,2.63,27.87,56
04/05/2021 08:00,12,37.25,8.09,50.11,100
04/05/2021 10:00,6,21,4.18,27.88,56
04/05/2021 12:00,3,17.7,3.14,22.97,46
04/05/2021 14:00,1,12.8,4.21,19.71,39
04/05/2021 16:00,1,11.62,3.39,17.29,35
04/05/2021 18:00,11,21.59,4.02,28.21,56
04/05/2021 20:00,11,27.1,5.35,35.76,72
04/05/2021 22:00,12,16.14,0.85,17.9,36
05/05/2021 00:00,13,13.63,0.21,14.41,29
05/05/2021 02:00,11,6.06,0.4,7.15,22
05/05/2021 04:00,11,6.76,0.65,8.23,23
05/05/2021 06:00,10,19.15,3.22,24.56,49
05/05/2021 08:00,15,18.36,5.35,27.03,54
05/05/2021 10:00,20,19.31,3.09,24.5,49
05/05/2021 12:00,17,20.71,6.4,31,62
05/05/2021 14:00,14,16.16,4.49,23.51,47
05/05/2021 16:00,17,13.66,3.72,19.83,40
05/05/2021 18:00,18,18.19,5.27,26.73,53
05/05/2021 20:00,12,31.86,5.51,40.77,82
05/05/2021 22:00,18,7.49,0.57,8.83,35
06/05/2021 00:00,18,6.61,0.35,7.6,35
06/05/2021 02:00,46,2.13,0.38,3.18,91
06/05/2021 04:00,23,6.49,0.74,8.1,45
06/05/2021 06:00,14,17.4,1.6,20.31,41
06/05/2021 08:00,7,15.22,3.12,20.46,41
06/05/2021 10:00,3,7.22,1.03,9.26,19
06/05/2021 12:00,21,15.43,3.83,21.76,44
06/05/2021 14:00,10,15.4,3.54,21.29,43
06/05/2021 16:00,17,16.17,3.22,21.57,43
06/05/2021 18:00,13,11.07,1.95,14.52,29
06/05/2021 20:00,17,10.23,1.02,12.26,35
06/05/2021 22:00,16,6.94,0.58,8.3,32
07/05/2021 00:00,12,6.1,0.48,7.29,25
07/05/2021 02:00,11,4.41,0.95,6.33,22
07/05/2021 04:00,12,8.18,1.1,10.33,24
07/05/2021 06:00,10,27.72,8.04,40.51,81
07/05/2021 08:00,12,16.5,2.4,20.64,41
07/05/2021 10:00,10,8.59,1.17,10.85,22
07/05/2021 12:00,39,8.83,1.33,11.33,78
07/05/2021 14:00,19,10.52,1.65,13.51,39
07/05/2021 16:00,21,16.7,3.13,21.97,44
07/05/2021 18:00,22,24.07,4.74,31.79,64
07/05/2021 20:00,23,12.67,1.11,14.85,45
07/05/2021 22:00,22,8.35,0.57,9.7,43
08/05/2021 00:00,20,4.23,0.41,5.32,39
08/05/2021 02:00,14,2.81,0.05,3.35,28
08/05/2021 04:00,11,4.43,0.62,5.85,23
08/05/2021 06:00,13,7.53,0.7,9.06,25
08/05/2021 08:00,47,10.25,1.3,12.71,94
08/05/2021 10:00,23,10.27,2.94,15.25,47
08/05/2021 12:00,12,9.81,2.66,14.35,29
08/05/2021 14:00,6,6.8,2.14,10.55,21
08/05/2021 16:00,36,8.6,2.13,12.32,73
08/05/2021 18:00,19,9.92,1.92,13.32,37
08/05/2021 20:00,15,17.39,1.59,20.3,41
08/05/2021 22:00,13,18.87,0.83,20.6,41
09/05/2021 00:00,13,9.2,0.44,10.35,26
09/05/2021 02:00,8,5.14,0.04,5.67,17
09/05/2021 04:00,9,2.65,0.04,3.19,18
09/05/2021 06:00,7,7.72,0.99,9.7,19
09/05/2021 08:00,6,8.57,0.97,10.52,21
09/05/2021 10:00,13,9.42,1.79,12.62,27
09/05/2021 12:00,12,16.97,4.85,24.88,50
09/05/2021 14:00,9,6.5,1.09,8.63,18
09/05/2021 16:00,33,7.95,1.6,10.87,67
09/05/2021 18:00,57,14.05,2.89,18.95,114
09/05/2021 20:00,29,25.26,3.04,30.38,61
09/05/2021 22:00,14,19.38,0.68,20.88,42
10/05/2021 00:00,7,4.72,0.71,6.27,14
10/05/2021 02:00,3,3.56,0.56,4.89,10
10/05/2021 04:00,32,8.57,1.44,11.25,63
10/05/2021 06:00,16,16.11,0.95,18.03,36
10/05/2021 08:00,8,34.86,12.14,53.93,108
10/05/2021 10:00,22,20.27,4.35,27.4,55
10/05/2021 12:00,11,17.21,3.42,22.91,46
10/05/2021 14:00,16,14.08,1.92,17.48,35
10/05/2021 16:00,8,16.56,2.6,21,42
10/05/2021 18:00,18,14.87,2.02,18.43,37
10/05/2021 20:00,18,15.03,1.24,17.39,37
10/05/2021 22:00,23,8.65,0.83,10.39,47
11/05/2021 00:00,23,3.81,0.38,4.87,46
11/05/2021 02:00,51,4.13,0.43,5.25,103
11/05/2021 04:00,26,4.33,0.35,5.34,52
11/05/2021 06:00,13,15.98,1.73,19.11,38
11/05/2021 08:00,22,26.29,4.73,34,68
11/05/2021 10:00,11,37,11.09,54.47,109
11/05/2021 12:00,5,21.01,3.86,27.38,55
11/05/2021 14:00,3,12.85,2.07,16.49,33
11/05/2021 16:00,7,8.09,1.18,10.37,21
11/05/2021 18:00,51,11.26,1.17,13.52,102
11/05/2021 20:00,25,13.35,0.97,15.3,51
11/05/2021 22:00,13,9.41,0.68,10.92,25
12/05/2021 00:00,6,4.21,0.24,5.04,13
12/05/2021 02:00,32,3.05,0.24,3.88,63
12/05/2021 04:00,16,4.22,0.74,5.82,31
12/05/2021 06:00,13,9.15,0.83,10.89,26
12/05/2021 08:00,7,12.5,2.01,16.05,32
12/05/2021 10:00,22,6.89,0.83,8.62,45
12/05/2021 12:00,11,22.11,5.17,30.5,61
12/05/2021 14:00,6,12.9,2.83,17.71,35
12/05/2021 16:00,3,11.46,2.52,15.79,32
12/05/2021 18:00,11,16.51,2.74,21.18,42
12/05/2021 20:00,15,16.34,1.33,18.84,38
12/05/2021 22:00,11,5.99,0.66,7.47,22
13/05/2021 00:00,9,4.92,0.07,5.5,18
13/05/2021 02:00,12,3.44,0.17,4.16,24
13/05/2021 04:00,11,2.76,0,3.22,21
13/05/2021 06:00,51,7.99,0.62,9.4,101
13/05/2021 08:00,25,6.93,1.17,9.19,50
13/05/2021 10:00,21,5.67,0.78,7.33,42
13/05/2021 12:00,11,20.52,5.25,29.04,58
13/05/2021 14:00,5,18.12,3.99,24.71,49
13/05/2021 16:00,21,13.94,3.37,19.58,42
13/05/2021 18:00,19,31.3,8.97,45.5,91
13/05/2021 20:00,10,9.29,0.98,11.26,23
13/05/2021 22:00,20,7.61,0.42,8.72,40
14/05/2021 00:00,17,1.56,0.05,2.1,34
14/05/2021 02:00,13,0.69,0.01,1.18,27
14/05/2021 04:00,45,2.32,0.16,3.03,91
14/05/2021 06:00,23,10.29,0.82,12.01,45
14/05/2021 08:00,11,8.14,0.98,10.11,22
14/05/2021 10:00,6,5.6,0.89,7.43,15
14/05/2021 12:00,3,10.83,1.73,13.94,28
14/05/2021 14:00,15,11.45,2.27,15.4,31
14/05/2021 16:00,8,11.05,2.44,15.26,31
14/05/2021 18:00,10,13.93,3.56,19.85,40
14/05/2021 20:00,13,25.52,5.03,33.7,67
14/05/2021 22:00,17,16.22,1.07,18.32,37
15/05/2021 00:00,22,5.22,0.07,5.79,43
15/05/2021 02:00,16,2.23,0.2,3,32
15/05/2021 04:00,9,3.86,0.17,4.58,18
15/05/2021 06:00,38,13.77,0.71,15.32,77
15/05/2021 08:00,19,7.73,1.29,10.17,38
15/05/2021 10:00,10,6.91,1.05,8.99,19
15/05/2021 12:00,5,11.78,1.64,14.76,30
15/05/2021 14:00,28,7.75,1.63,10.72,55
15/05/2021 16:00,14,8.75,2.63,13.25,27
15/05/2021 18:00,13,13.67,3.49,19.49,39
15/05/2021 20:00,11,22.84,4.94,30.88,62
15/05/2021 22:00,13,16.65,0.65,18.11,36
16/05/2021 00:00,12,9.52,0.55,10.82,24
16/05/2021 02:00,17,2.87,0.32,3.84,34
16/05/2021 04:00,38,1.98,0.33,2.95,76
16/05/2021 06:00,19,6.82,0.99,8.8,38
16/05/2021 08:00,19,5.6,0.67,7.1,38
16/05/2021 10:00,10,17.69,4.66,25.3,51
16/05/2021 12:00,5,12.03,3.07,17.19,34
16/05/2021 14:00,21,6.39,1.02,8.43,42
16/05/2021 16:00,10,7.23,1.37,9.8,21
16/05/2021 18:00,8,12.99,1.8,16.21,32
16/05/2021 20:00,11,17.92,2.6,22.36,45
16/05/2021 22:00,16,20.1,0.89,21.92,44
17/05/2021 00:00,24,6,1.09,8.13,49
17/05/2021 02:00,48,3.75,0.6,5.12,96
17/05/2021 04:00,24,4.48,0.44,5.62,48
17/05/2021 06:00,12,10.12,1.24,12.48,25
17/05/2021 08:00,6,13.73,2.64,18.24,36
17/05/2021 10:00,3,6.15,0.99,8.13,16
17/05/2021 12:00,1,19.61,4.86,27.52,55
17/05/2021 14:00,30,18.16,4.16,25.01,59
17/05/2021 16:00,15,15.64,2.05,19.24,38
17/05/2021 18:00,17,18.88,3.44,24.61,49
17/05/2021 20:00,14,32.59,0.93,34.47,69
17/05/2021 22:00,22,12.74,0.54,14.03,45
18/05/2021 00:00,22,4.6,0.47,5.79,44
18/05/2021 02:00,13,3.22,0.34,4.21,26
18/05/2021 04:00,10,3.99,0.36,5.01,20
18/05/2021 06:00,13,11.83,1.2,14.13,28
18/05/2021 08:00,48,22.96,5.54,31.92,96
18/05/2021 10:00,24,14.37,3.6,20.36,48
18/05/2021 12:00,24,14.71,3.83,21.03,47
18/05/2021 14:00,12,14.86,3.5,20.68,41
18/05/2021 16:00,6,12.94,2.69,17.54,35
18/05/2021 18:00,8,14.75,2.99,19.8,40
18/05/2021 20:00,8,18.02,1.41,20.63,41
18/05/2021 22:00,16,7.66,0.66,9.13,32
19/05/2021 00:00,20,4.45,0.21,5.23,40
19/05/2021 02:00,51,4.35,0.2,5.12,102
19/05/2021 04:00,25,3.51,0.45,4.67,51
19/05/2021 06:00,13,12.57,1.11,14.74,29
19/05/2021 08:00,6,12.51,2.81,17.28,35
19/05/2021 10:00,3,5.4,0.87,7.2,14
19/05/2021 12:00,1,7.37,1.25,9.74,19
19/05/2021 14:00,36,11.39,2.98,16.43,72
19/05/2021 16:00,18,9.9,1.56,12.76,36
19/05/2021 18:00,18,7.27,1.14,9.48,37
19/05/2021 20:00,11,12,2.42,16.18,32
19/05/2021 22:00,20,5.51,1.14,7.72,40
20/05/2021 00:00,15,2.9,0.43,4.02,30
20/05/2021 02:00,13,1.96,0.54,3.25,26
20/05/2021 04:00,7,3.06,0.6,4.44,14
20/05/2021 06:00,41,11.2,1.06,13.29,81
20/05/2021 08:00,20,12.81,1.66,15.81,41
20/05/2021 10:00,10,10.01,2.4,14.15,28
20/05/2021 12:00,5,9.25,1.88,12.6,25
20/05/2021 14:00,2,8.29,1.97,11.76,24
20/05/2021 16:00,1,8.2,1.87,11.53,23
20/05/2021 18:00,5,9.48,2.1,13.16,26
20/05/2021 20:00,19,12.72,1.78,15.92,37
20/05/2021 22:00,19,5.96,0.51,7.22,37
21/05/2021 00:00,14,5.37,0.25,6.21,29
21/05/2021 02:00,46,7.16,0.25,8.01,91
21/05/2021 04:00,23,4.43,0.36,5.45,45
21/05/2021 06:00,11,11.63,0.97,13.59,27
21/05/2021 08:00,6,16.46,3.83,22.79,46
21/05/2021 10:00,3,11.7,2.83,16.49,33
21/05/2021 12:00,1,11.85,3.08,17.03,34
21/05/2021 14:00,31,8.26,1.42,10.9,63
21/05/2021 16:00,16,11.15,2.8,15.91,32
21/05/2021 18:00,50,13,2.94,17.96,99
21/05/2021 20:00,25,30.71,2.68,35.28,71
21/05/2021 22:00,12,19.46,1,21.45,43
22/05/2021 00:00,6,6.95,0.28,7.84,16
22/05/2021 02:00,3,2.75,0.43,3.88,8
22/05/2021 04:00,41,5.33,0.03,5.84,82
22/05/2021 06:00,20,14.03,1.21,16.35,41
22/05/2021 08:00,10,12.92,1.85,16.22,32
22/05/2021 10:00,5,9.33,1.17,11.59,23
22/05/2021 12:00,15,8.51,0.88,10.32,30
22/05/2021 14:00,8,8.09,0.69,9.61,19
22/05/2021 16:00,4,6.82,0.65,8.28,17
22/05/2021 18:00,4,10.78,0.77,12.43,25
22/05/2021 20:00,15,12.52,1.01,14.53,30
22/05/2021 22:00,20,10.75,0.55,12.07,40
23/05/2021 00:00,26,7.92,0.57,9.25,52
23/05/2021 02:00,22,4.97,0.44,6.1,45
23/05/2021 04:00,19,5.97,0.45,7.13,37
23/05/2021 06:00,22,6.87,0.65,8.33,43
23/05/2021 08:00,21,9.71,1.37,12.28,41
23/05/2021 10:00,24,9.21,1.28,11.64,48
23/05/2021 12:00,17,14.29,3.14,19.57,39
23/05/2021 14:00,16,6.2,1.26,8.6,32
23/05/2021 16:00,14,8.62,1.06,10.71,27
23/05/2021 18:00,18,24.35,1.24,26.71,53
23/05/2021 20:00,27,18.43,0.99,20.41,53
23/05/2021 22:00,32,9.95,0.7,11.49,64
24/05/2021 00:00,17,7.31,0.6,8.69,35
24/05/2021 02:00,23,4.55,0.55,5.86,45
24/05/2021 04:00,20,6.42,0.88,8.23,41
24/05/2021 06:00,13,19.36,2.67,23.92,48
