Parm;PM10;NO2;NO;NOX;IQA;starnuti;tosse;asma;difficolta_respiratorie;mal_di_testa;sonnolenza;occhi_gonfi;lacrimazione;gola_irritata;prurito
7/1/21 10.00 PM;48.84;39.25;6.08;49.03;98;0;0;0;0;0;0;0;0;0;0
8/1/21 12.00 AM;36.39;12.83;0.11;13.46;73;0;0;0;0;0;0;0;0;0;0
8/1/21 2.00 AM;37.36;8.40;0.28;9.30;75;0;0;0;0;0;0;0;0;0;0
8/1/21 4.00 AM;26.37;2.68;0.00;3.15;53;0;0;0;0;0;0;0;0;0;0
8/1/21 6.00 AM;20.27;6.49;0.36;7.51;41;0;0;0;0;0;0;0;0;0;0
8/1/21 8.00 AM;10.01;32.38;7.93;44.99;22;0;0;0;0;0;0;0;0;0;0
8/1/21 10.00 AM;4.88;31.21;9.19;45.77;23;0;0;0;0;0;0;0;0;0;0
8/1/21 12.00 PM;2.44;17.60;2.86;22.44;11;0;0;0;0;0;0;0;0;0;0
8/1/21 2.00 PM;19.29;16.31;2.95;21.30;39;0;0;0;0;0;0;0;0;0;0
8/1/21 4.00 PM;12.94;23.90;2.88;28.77;26;0;0;0;0;0;0;0;0;0;0
8/1/21 6.00 PM;21.25;23.89;3.86;30.28;42;0;0;0;0;0;0;0;0;0;0
8/1/21 8.00 PM;15.63;25.11;3.03;30.21;31;0;0;0;0;0;0;0;0;0;0
8/1/21 10.00 PM;14.90;14.30;1.75;17.45;30;0;0;0;0;0;0;0;0;0;0
9/1/21 12.00 AM;12.45;5.76;0.31;6.71;25;0;0;0;0;0;0;0;0;0;0
9/1/21 2.00 AM;47.37;4.65;0.43;5.77;95;0;0;0;0;0;0;0;0;0;0
9/1/21 4.00 AM;23.69;2.56;0.01;3.04;47;0;0;0;0;0;0;0;0;0;0
9/1/21 6.00 AM;11.72;5.87;0.15;6.56;23;0;0;0;0;0;0;0;0;0;0
9/1/21 8.00 AM;5.86;15.97;2.53;20.31;12;0;0;0;0;0;0;0;0;0;0
9/1/21 10.00 AM;2.93;17.41;4.08;24.13;12;0;0;0;0;0;0;0;0;0;0
9/1/21 12.00 PM;23.69;23.15;7.15;34.58;47;0;0;0;0;0;0;0;0;0;0
9/1/21 2.00 PM;20.51;26.97;5.63;36.06;41;0;0;0;0;0;0;0;0;0;0
9/1/21 4.00 PM;29.06;15.58;1.00;17.58;58;0;0;0;0;0;0;0;0;0;0
9/1/21 6.00 PM;22.95;18.88;2.19;22.70;46;0;0;0;0;0;0;0;0;0;0
9/1/21 8.00 PM;22.22;29.45;6.00;39.11;44;0;0;0;0;0;0;0;0;0;0
9/1/21 10.00 PM;22.47;29.83;3.88;36.24;45;0;0;0;0;0;0;0;0;0;0
10/1/21 12.00 AM;52.26;6.24;0.30;7.16;105;0;0;0;0;0;0;0;0;0;0
10/1/21 4.00 AM;12.94;2.67;0.31;3.60;26;0;0;0;0;0;0;0;0;0;0
10/1/21 6.00 AM;6.35;3.65;0.08;4.24;13;0;0;0;0;0;0;0;0;0;0
10/1/21 8.00 AM;3.17;7.29;0.91;9.15;6;0;0;0;0;0;0;0;0;0;0
10/1/21 10.00 AM;1.47;12.54;2.67;17.10;9;0;0;0;0;0;0;0;0;0;0
10/1/21 12.00 PM;0.73;20.27;7.93;32.89;16;0;0;0;0;0;0;0;0;0;0
10/1/21 2.00 PM;1.95;22.54;5.96;32.15;16;0;0;0;0;0;0;0;0;0;0
10/1/21 4.00 PM;3.91;12.60;1.32;15.08;8;0;0;0;0;0;0;0;0;0;0
10/1/21 6.00 PM;9.77;17.44;2.68;22.01;20;0;0;0;0;0;0;0;0;0;0
10/1/21 8.00 PM;10.50;13.17;1.00;15.16;21;0;0;0;0;0;0;0;0;0;0
10/1/21 10.00 PM;10.74;7.96;0.59;9.33;21;0;0;0;0;0;0;0;0;0;0
11/1/21 12.00 AM;6.84;4.06;0.12;4.71;14;0;0;0;0;0;0;0;0;0;0
11/1/21 2.00 AM;6.59;2.01;0.11;2.64;13;0;0;0;0;0;0;0;0;0;0
11/1/21 8.00 AM;17.34;16.40;2.82;21.18;35;0;0;0;0;0;0;0;0;0;0
11/1/21 10.00 AM;18.32;13.87;4.71;21.56;37;0;0;0;0;0;0;0;0;0;0
11/1/21 12.00 PM;13.92;13.32;4.07;20.02;28;0;0;0;0;0;0;0;0;0;0
11/1/21 2.00 PM;21.25;13.38;3.81;19.69;42;0;0;0;0;0;0;0;0;0;0
11/1/21 4.00 PM;17.09;15.11;2.32;19.14;34;0;0;0;0;0;0;0;0;0;0
11/1/21 6.00 PM;10.26;26.07;4.04;32.73;21;0;0;0;0;0;0;0;0;0;0
11/1/21 8.00 PM;12.70;26.00;6.87;37.00;25;0;0;0;0;0;0;0;0;0;0
11/1/21 10.00 PM;21.73;18.35;2.50;22.65;43;0;0;0;0;0;0;0;0;0;0
12/1/21 12.00 AM;16.36;8.12;0.42;9.23;33;0;0;0;0;0;0;0;0;0;0
12/1/21 2.00 AM;17.34;4.68;0.15;5.37;35;0;0;0;0;0;0;0;0;0;0
12/1/21 4.00 AM;13.19;3.41;0.06;3.97;26;0;0;0;0;0;0;0;0;0;0
12/1/21 6.00 AM;38.10;4.99;0.17;5.72;76;0;0;0;0;0;0;0;0;0;0
12/1/21 8.00 AM;19.05;19.37;3.23;24.78;38;0;0;0;0;0;0;0;0;0;0
12/1/21 10.00 AM;9.52;15.42;5.56;24.41;19;0;0;0;0;0;0;0;0;0;0
12/1/21 12.00 PM;9.52;11.76;2.77;16.48;19;0;0;0;0;0;0;0;0;0;0
12/1/21 2.00 PM;4.15;17.81;9.81;33.31;17;0;0;0;0;0;0;0;0;0;0
12/1/21 4.00 PM;10.50;14.15;2.04;17.74;21;0;0;0;0;0;0;0;0;0;0
12/1/21 6.00 PM;7.81;25.39;2.63;29.88;16;0;0;0;0;0;0;0;0;0;0
12/1/21 8.00 PM;17.34;20.17;3.63;26.20;35;0;0;0;0;0;0;0;0;0;0
12/1/21 10.00 PM;23.20;15.90;1.01;17.90;46;0;0;0;0;0;0;0;0;0;0
13/1/21 12.00 AM;15.63;4.71;0.00;5.18;31;0;0;0;0;0;0;0;0;0;0
13/1/21 2.00 AM;14.65;2.87;0.50;4.11;29;0;0;0;0;0;0;0;0;0;0
13/1/21 4.00 AM;11.72;2.60;0.08;3.19;23;0;0;0;0;0;0;0;0;0;0
13/1/21 6.00 AM;10.74;8.20;0.94;10.11;21;0;0;0;0;0;0;0;0;0;0
13/1/21 8.00 AM;11.72;32.31;24.85;70.87;35;0;0;0;0;0;0;0;0;0;0
13/1/21 10.00 AM;17.58;34.69;23.25;70.80;35;0;0;0;0;0;0;0;0;0;0
13/1/21 12.00 PM;17.58;13.40;2.68;17.97;35;0;0;0;0;0;0;0;0;0;0
13/1/21 6.00 PM;4.40;37.37;1.57;40.23;20;0;0;0;0;0;0;0;0;0;0
13/1/21 8.00 PM;18.07;18.43;1.76;21.59;36;0;0;0;0;0;0;0;0;0;0
13/1/21 10.00 PM;15.87;19.60;2.08;23.25;32;0;0;0;0;0;0;0;0;0;0
14/1/21 12.00 AM;19.78;11.55;0.78;13.22;40;0;0;0;0;0;0;0;0;0;0
14/1/21 2.00 AM;18.32;8.28;0.31;9.21;37;0;0;0;0;0;0;0;0;0;0
14/1/21 4.00 AM;25.40;6.45;0.13;7.11;51;0;0;0;0;0;0;0;0;0;0
14/1/21 6.00 AM;18.32;9.75;0.81;11.46;37;0;0;0;0;0;0;0;0;0;0
14/1/21 8.00 AM;20.02;34.73;10.71;51.61;40;0;0;0;0;0;0;0;0;0;0
14/1/21 10.00 AM;23.44;26.19;7.27;37.79;47;0;0;0;0;0;0;0;0;0;0
14/1/21 12.00 PM;49.57;14.97;3.67;21.07;99;0;0;0;0;0;0;0;0;0;0
14/1/21 2.00 PM;24.66;34.03;15.67;58.52;49;0;0;0;0;0;0;0;0;0;0
14/1/21 4.00 PM;12.21;16.76;4.03;23.40;24;0;0;0;0;0;0;0;0;0;0
14/1/21 6.00 PM;12.21;37.83;6.35;48.03;24;0;0;0;0;0;0;0;0;0;0
14/1/21 8.00 PM;21.98;33.32;5.78;42.64;44;0;0;0;0;0;0;0;0;0;0
14/1/21 10.00 PM;23.69;8.97;1.78;12.17;47;0;0;0;0;0;0;0;0;0;0
15/1/21 12.00 AM;15.38;7.92;0.51;9.17;31;0;0;0;0;0;0;0;0;0;0
15/1/21 2.00 AM;42.98;2.44;0.81;4.15;86;0;0;0;0;0;0;0;0;0;0
15/1/21 4.00 AM;21.49;3.00;0.23;3.82;43;0;0;0;0;0;0;0;0;0;0
15/1/21 6.00 AM;10.74;9.00;2.26;12.93;21;0;0;0;0;0;0;0;0;0;0
15/1/21 8.00 AM;16.61;34.91;26.03;75.28;38;0;0;0;0;0;0;0;0;0;0
15/1/21 10.00 AM;8.30;22.30;14.27;44.65;22;0;0;0;0;0;0;0;0;0;0
15/1/21 12.00 PM;4.15;15.09;6.34;25.28;13;0;0;0;0;0;0;0;0;0;0
15/1/21 2.00 PM;18.32;20.69;13.66;42.09;37;0;0;0;0;0;0;0;0;0;0
15/1/21 4.00 PM;9.04;22.79;8.54;36.35;18;0;0;0;0;0;0;0;0;0;0
15/1/21 6.00 PM;12.45;35.63;5.76;44.92;25;0;0;0;0;0;0;0;0;0;0
15/1/21 8.00 PM;18.07;47.83;11.98;66.65;36;0;0;0;0;0;0;0;0;0;0
15/1/21 10.00 PM;33.46;27.75;1.76;30.91;67;0;0;0;0;0;0;0;0;0;0
16/1/21 12.00 AM;18.07;10.29;0.26;11.15;36;0;0;0;0;0;0;0;0;0;0
16/1/21 2.00 AM;27.11;3.16;0.11;3.80;54;0;0;0;0;0;0;0;0;0;0
16/1/21 4.00 AM;51.28;4.72;0.00;5.19;103;0;0;0;0;0;0;0;0;0;0
16/1/21 6.00 AM;25.64;7.40;0.34;8.38;51;0;0;0;0;0;0;0;0;0;0
16/1/21 8.00 AM;12.70;11.05;2.65;15.57;25;0;0;0;0;0;0;0;0;0;0
16/1/21 10.00 AM;6.35;12.40;4.44;19.68;13;0;0;0;0;0;0;0;0;0;0
16/1/21 12.00 PM;7.08;17.37;9.86;32.95;16;0;0;0;0;0;0;0;0;0;0
16/1/21 2.00 PM;3.42;15.56;4.00;22.15;11;0;0;0;0;0;0;0;0;0;0
16/1/21 4.00 PM;1.71;18.42;2.33;22.45;11;0;0;0;0;0;0;0;0;0;0
16/1/21 6.00 PM;3.17;20.41;4.97;28.49;14;0;0;0;0;0;0;0;0;0;0
16/1/21 8.00 PM;7.81;18.07;3.97;24.63;16;0;0;0;0;0;0;0;0;0;0
16/1/21 10.00 PM;8.79;14.46;3.85;20.82;18;0;0;0;0;0;0;0;0;0;0
17/1/21 12.00 AM;8.30;2.54;0.09;3.14;17;0;0;0;0;0;0;0;0;0;0
17/1/21 6.00 AM;6.11;3.63;0.15;4.33;12;0;0;0;0;0;0;0;0;0;0
17/1/21 8.00 AM;6.59;4.53;0.23;5.35;13;0;0;0;0;0;0;0;0;0;0
17/1/21 10.00 AM;5.86;19.57;4.88;27.52;14;0;0;0;0;0;0;0;0;0;0
17/1/21 12.00 PM;9.04;14.13;3.94;20.64;18;0;0;0;0;0;0;0;0;0;0
17/1/21 2.00 PM;16.12;14.92;3.26;20.39;32;0;0;0;0;0;0;0;0;0;0
17/1/21 4.00 PM;50.31;10.61;0.27;11.50;101;0;0;0;0;0;0;0;0;0;0
17/1/21 6.00 PM;32.23;22.24;3.71;28.39;64;0;0;0;0;0;0;0;0;0;0
17/1/21 8.00 PM;32.48;24.66;2.20;28.49;65;0;0;0;0;0;0;0;0;0;0
17/1/21 10.00 PM;27.35;32.42;8.14;45.36;55;0;0;0;0;0;0;0;0;0;0
18/1/21 12.00 AM;30.28;15.77;0.80;17.46;61;0;0;0;0;0;0;0;0;0;0
18/1/21 4.00 AM;29.79;7.27;0.34;8.25;60;0;0;0;0;0;0;0;0;0;0
18/1/21 6.00 AM;14.90;11.40;0.32;12.36;30;0;0;0;0;0;0;0;0;0;0
18/1/21 8.00 AM;10.26;46.36;24.17;83.88;42;0;0;0;0;0;0;0;0;0;0
18/1/21 10.00 AM;12.70;30.13;6.94;41.24;25;0;0;0;0;0;0;0;0;0;0
18/1/21 12.00 PM;11.23;18.60;2.65;23.12;22;0;0;0;0;0;0;0;0;0;0
18/1/21 2.00 PM;7.33;23.67;9.68;38.98;19;0;0;0;0;0;0;0;0;0;0
18/1/21 4.00 PM;8.55;14.38;2.40;18.52;17;0;0;0;0;0;0;0;0;0;0
18/1/21 6.00 PM;6.84;30.21;8.24;43.29;22;0;0;0;0;0;0;0;0;0;0
18/1/21 8.00 PM;9.77;33.68;5.83;43.08;22;0;0;0;0;0;0;0;0;0;0
18/1/21 10.00 PM;13.43;29.66;4.87;37.58;27;0;0;0;0;0;0;0;0;0;0
19/1/21 12.00 AM;14.65;14.02;0.67;15.51;29;0;0;0;0;0;0;0;0;0;0
19/1/21 4.00 AM;17.83;3.04;0.06;3.60;36;0;0;0;0;0;0;0;0;0;0
19/1/21 6.00 AM;9.77;9.30;0.47;10.48;20;0;0;0;0;0;0;0;0;0;0
19/1/21 8.00 AM;10.01;43.90;14.32;66.31;33;0;0;0;0;0;0;0;0;0;0
19/1/21 10.00 AM;43.47;25.09;6.97;36.25;87;0;0;0;0;0;0;0;0;0;0
19/1/21 12.00 PM;21.73;24.64;9.23;39.25;43;0;0;0;0;0;0;0;0;0;0
19/1/21 2.00 PM;23.93;29.74;17.25;56.65;48;0;0;0;0;0;0;0;0;0;0
19/1/21 4.00 PM;11.97;26.54;9.22;41.13;24;0;0;0;0;0;0;0;0;0;0
19/1/21 6.00 PM;6.84;49.20;54.22;132.79;66;0;0;0;0;0;0;0;0;0;0
19/1/21 8.00 PM;31.01;47.54;15.80;72.22;62;0;0;0;0;0;0;0;0;0;0
19/1/21 10.00 PM;49.57;29.46;2.91;34.37;99;0;0;0;0;0;0;0;0;0;0
20/1/21 12.00 AM;50.06;11.81;0.32;12.76;100;0;0;0;0;0;0;0;0;0;0
20/1/21 6.00 AM;13.92;11.27;0.19;12.03;28;0;0;0;0;0;0;0;0;0;0
20/1/21 8.00 AM;10.74;23.56;3.09;28.76;21;0;0;0;0;0;0;0;0;0;0
20/1/21 10.00 AM;8.30;19.17;3.81;25.47;17;0;0;0;0;0;0;0;0;0;0
20/1/21 12.00 PM;11.23;12.90;2.40;17.05;22;0;0;0;0;0;0;0;0;0;0
20/1/21 2.00 PM;6.84;14.98;3.29;20.49;14;0;0;0;0;0;0;0;0;0;0
20/1/21 4.00 PM;6.35;13.43;1.41;16.05;13;0;0;0;0;0;0;0;0;0;0
20/1/21 6.00 PM;10.01;22.92;2.04;26.50;20;0;0;0;0;0;0;0;0;0;0
20/1/21 8.00 PM;21.49;25.58;2.20;29.43;43;0;0;0;0;0;0;0;0;0;0
20/1/21 10.00 PM;23.44;21.09;1.08;23.21;47;0;0;0;0;0;0;0;0;0;0
21/1/21 12.00 AM;24.91;6.92;0.02;7.42;50;0;0;0;0;0;0;0;0;0;0
21/1/21 8.00 AM;19.29;16.15;2.10;19.83;39;0;0;0;0;0;0;0;0;0;0
21/1/21 10.00 AM;9.52;18.21;3.28;23.71;19;0;0;0;0;0;0;0;0;0;0
21/1/21 12.00 PM;4.64;9.23;1.24;11.59;9;0;0;0;0;0;0;0;0;0;0
21/1/21 2.00 PM;24.91;12.54;2.75;17.21;50;0;0;0;0;0;0;0;0;0;0
21/1/21 4.00 PM;12.45;13.63;1.45;16.31;25;0;0;0;0;0;0;0;0;0;0
21/1/21 6.00 PM;7.57;29.22;3.95;35.74;18;0;0;0;0;0;0;0;0;0;0
21/1/21 8.00 PM;23.93;24.36;2.32;28.38;48;0;0;0;0;0;0;0;0;0;0
21/1/21 10.00 PM;31.99;18.78;0.66;20.25;64;0;0;0;0;0;0;0;0;0;0
22/1/21 12.00 AM;25.64;14.08;0.34;15.07;51;0;0;0;0;0;0;0;0;0;0
22/1/21 2.00 AM;26.13;4.92;0.17;5.65;52;0;0;0;0;0;0;0;0;0;0
22/1/21 8.00 AM;17.34;18.82;2.21;22.68;35;0;0;0;0;0;0;0;0;0;0
22/1/21 10.00 AM;16.12;19.31;4.10;26.06;32;0;0;0;0;0;0;0;0;0;0
22/1/21 12.00 PM;13.92;9.06;1.85;12.35;28;0;0;0;0;0;0;0;0;0;0
22/1/21 2.00 PM;42.25;9.17;1.79;12.38;84;0;0;0;0;0;0;0;0;0;0
22/1/21 4.00 PM;21.00;9.82;1.01;11.82;42;0;0;0;0;0;0;0;0;0;0
22/1/21 6.00 PM;22.95;23.02;2.43;27.22;46;0;0;0;0;0;0;0;0;0;0
22/1/21 8.00 PM;24.18;22.88;2.06;26.50;48;0;0;0;0;0;0;0;0;0;0
22/1/21 10.00 PM;33.46;11.63;1.80;14.86;67;0;0;0;0;0;0;0;0;0;0
23/1/21 12.00 AM;29.55;4.15;0.87;5.92;59;0;0;0;0;0;0;0;0;0;0
23/1/21 6.00 AM;19.29;2.86;0.16;3.57;39;0;0;0;0;0;0;0;0;0;0
23/1/21 8.00 AM;24.42;9.32;1.05;11.40;49;0;0;0;0;0;0;0;0;0;0
23/1/21 10.00 AM;18.07;15.51;2.22;19.38;36;0;0;0;0;0;0;0;0;0;0
23/1/21 12.00 PM;19.54;27.02;10.07;42.93;39;0;0;0;0;0;0;0;0;0;0
23/1/21 2.00 PM;35.65;10.39;0.61;11.79;71;0;0;0;0;0;0;0;0;0;0
23/1/21 4.00 PM;52.75;9.42;1.03;11.47;105;0;0;0;0;0;0;0;0;0;0
23/1/21 6.00 PM;30.28;6.15;1.05;8.23;61;0;0;0;0;0;0;0;0;0;0
23/1/21 8.00 PM;52.01;10.18;1.06;12.28;104;0;0;0;0;0;0;0;0;0;0
23/1/21 10.00 PM;25.89;7.03;0.18;7.76;52;0;0;0;0;0;0;0;0;0;0
24/1/21 6.00 AM;13.68;4.84;0.35;5.84;27;0;0;0;0;0;0;0;0;0;0
24/1/21 10.00 AM;3.42;10.53;0.81;12.24;7;0;0;0;0;0;0;0;0;0;0
24/1/21 12.00 PM;1.71;8.58;1.28;11.01;6;0;0;0;0;0;0;0;0;0;0
24/1/21 2.00 PM;0.73;6.03;0.77;7.68;4;0;0;0;0;0;0;0;0;0;0
24/1/21 6.00 PM;0.73;6.19;0.15;6.88;3;0;0;0;0;0;0;0;0;0;0
24/1/21 8.00 PM;2.93;8.31;0.43;9.44;6;0;0;0;0;0;0;0;0;0;0
24/1/21 10.00 PM;3.17;6.06;0.31;7.00;6;0;0;0;0;0;0;0;0;0;0
25/1/21 12.00 AM;9.04;4.16;0.18;4.89;18;0;0;0;0;0;0;0;0;0;0
25/1/21 4.00 AM;16.36;2.50;0.04;3.03;33;0;0;0;0;0;0;0;0;0;0
25/1/21 6.00 AM;8.06;4.66;0.25;5.51;16;0;0;0;0;0;0;0;0;0;0
25/1/21 8.00 AM;37.85;32.10;6.54;42.60;76;0;0;0;0;0;0;0;0;0;0
25/1/21 10.00 AM;18.80;26.18;8.58;39.80;38;0;0;0;0;0;0;0;0;0;0
25/1/21 12.00 PM;9.28;13.79;2.14;17.53;19;0;0;0;0;0;0;0;0;0;0
25/1/21 2.00 PM;4.64;10.37;2.57;14.78;9;0;0;0;0;0;0;0;0;0;0
25/1/21 4.00 PM;2.20;5.97;0.33;6.94;4;0;0;0;0;0;0;0;0;0;0
25/1/21 6.00 PM;38.83;16.61;1.40;19.22;78;0;0;0;0;0;0;0;0;0;0
25/1/21 8.00 PM;19.29;17.98;1.99;21.49;39;0;0;0;0;0;0;0;0;0;0
25/1/21 10.00 PM;9.52;18.48;0.93;20.36;19;0;0;0;0;0;0;0;0;0;0
26/1/21 2.00 AM;15.38;4.67;0.46;5.85;31;0;0;0;0;0;0;0;0;0;0
26/1/21 4.00 AM;11.97;4.62;0.19;5.39;24;0;0;0;0;0;0;0;0;0;0
26/1/21 6.00 AM;7.08;6.28;0.12;6.92;14;0;0;0;0;0;0;0;0;0;0
26/1/21 8.00 AM;44.20;17.14;1.57;20.01;88;0;0;0;0;0;0;0;0;0;0
26/1/21 10.00 AM;21.98;14.90;1.93;18.32;44;0;0;0;0;0;0;0;0;0;0
26/1/21 12.00 PM;10.99;10.28;1.15;12.51;22;0;0;0;0;0;0;0;0;0;0
26/1/21 2.00 PM;5.37;18.56;8.95;32.75;16;0;0;0;0;0;0;0;0;0;0
26/1/21 4.00 PM;2.69;9.85;2.87;14.71;7;0;0;0;0;0;0;0;0;0;0
26/1/21 6.00 PM;13.68;13.35;2.13;17.08;27;0;0;0;0;0;0;0;0;0;0
26/1/21 8.00 PM;9.04;10.75;2.20;14.59;18;0;0;0;0;0;0;0;0;0;0
26/1/21 10.00 PM;6.35;5.32;0.23;6.13;13;0;0;0;0;0;0;0;0;0;0
27/1/21 2.00 AM;11.97;0.93;0.36;1.83;24;0;0;0;0;0;0;0;0;0;0
27/1/21 8.00 AM;8.06;14.95;0.50;16.19;16;0;0;0;0;0;0;0;0;0;0
27/1/21 10.00 AM;5.13;12.62;1.72;15.72;10;0;0;0;0;0;0;0;0;0;0
27/1/21 12.00 PM;9.77;6.10;0.74;7.69;20;0;0;0;0;0;0;0;0;0;0
27/1/21 2.00 PM;40.78;9.05;1.82;12.30;82;0;0;0;0;0;0;0;0;0;0
27/1/21 4.00 PM;20.27;13.24;1.33;15.75;41;0;0;0;0;0;0;0;0;0;0
27/1/21 6.00 PM;50.31;24.54;0.61;25.94;101;0;0;0;0;0;0;0;0;0;0
27/1/21 8.00 PM;25.15;23.66;2.78;28.38;50;0;0;0;0;0;0;0;0;0;0
27/1/21 10.00 PM;12.45;15.27;0.21;16.05;25;0;0;0;0;0;0;0;0;0;0
28/1/21 12.00 AM;6.11;4.31;0.02;4.81;12;0;0;0;0;0;0;0;0;0;0
28/1/21 2.00 AM;2.93;3.49;0.02;3.99;6;0;0;0;0;0;0;0;0;0;0
28/1/21 6.00 AM;12.45;9.57;0.15;10.27;25;0;0;0;0;0;0;0;0;0;0
28/1/21 8.00 AM;6.11;30.15;9.73;45.53;23;0;0;0;0;0;0;0;0;0;0
28/1/21 10.00 AM;2.93;31.54;10.63;48.31;24;0;0;0;0;0;0;0;0;0;0
28/1/21 12.00 PM;8.06;10.64;1.09;12.77;16;0;0;0;0;0;0;0;0;0;0
28/1/21 2.00 PM;9.52;34.84;15.46;59.00;29;0;0;0;0;0;0;0;0;0;0
28/1/21 4.00 PM;36.39;27.65;6.13;37.51;73;0;0;0;0;0;0;0;0;0;0
28/1/21 6.00 PM;24.18;50.18;12.66;70.05;48;0;0;0;0;0;0;0;0;0;0
28/1/21 8.00 PM;23.93;26.79;2.82;31.57;48;0;0;0;0;0;0;0;0;0;0
28/1/21 10.00 PM;30.04;13.75;0.61;15.15;60;0;0;0;0;0;0;0;0;0;0
29/1/21 2.00 AM;13.92;4.45;0.40;5.54;28;0;0;0;0;0;0;0;0;0;0
29/1/21 4.00 AM;12.94;3.49;0.19;4.26;26;0;0;0;0;0;0;0;0;0;0
29/1/21 6.00 AM;9.52;10.08;0.01;10.56;19;0;0;0;0;0;0;0;0;0;0
29/1/21 8.00 AM;9.77;41.87;11.79;60.40;30;0;0;0;0;0;0;0;0;0;0
29/1/21 10.00 AM;16.85;45.01;41.13;108.53;54;0;0;0;0;0;0;0;0;0;0
29/1/21 12.00 PM;21.98;25.84;10.82;42.89;44;0;0;0;0;0;0;0;0;0;0
29/1/21 2.00 PM;22.95;18.97;7.07;30.28;46;0;0;0;0;0;0;0;0;0;0
29/1/21 4.00 PM;13.43;18.42;1.80;21.64;27;0;0;0;0;0;0;0;0;0;0
29/1/21 6.00 PM;16.12;31.53;5.19;39.95;32;0;0;0;0;0;0;0;0;0;0
29/1/21 8.00 PM;18.56;16.03;2.47;20.28;37;0;0;0;0;0;0;0;0;0;0
29/1/21 10.00 PM;18.56;3.69;0.26;4.56;37;0;0;0;0;0;0;0;0;0;0
30/1/21 12.00 AM;43.22;2.11;0.17;2.83;86;0;0;0;0;0;0;0;0;0;0
30/1/21 2.00 AM;21.49;2.94;0.12;3.59;43;0;0;0;0;0;0;0;0;0;0
30/1/21 4.00 AM;10.74;4.60;0.87;6.40;21;0;0;0;0;0;0;0;0;0;0
30/1/21 6.00 AM;5.37;11.70;0.66;13.18;11;0;0;0;0;0;0;0;0;0;0
30/1/21 8.00 AM;2.69;26.35;6.31;36.48;18;0;0;0;0;0;0;0;0;0;0
30/1/21 10.00 AM;9.52;18.79;4.49;26.13;19;0;0;0;0;0;0;0;0;0;0
30/1/21 12.00 PM;42.25;23.85;8.01;36.60;84;0;0;0;0;0;0;0;0;0;0
30/1/21 2.00 PM;21.00;23.70;7.69;35.94;42;0;0;0;0;0;0;0;0;0;0
30/1/21 4.00 PM;25.89;18.07;3.63;24.09;52;0;0;0;0;0;0;0;0;0;0
30/1/21 6.00 PM;23.20;32.91;3.66;38.98;46;0;0;0;0;0;0;0;0;0;0
30/1/21 8.00 PM;32.72;27.59;3.59;33.56;65;0;0;0;0;0;0;0;0;0;0
30/1/21 10.00 PM;33.21;25.67;1.76;28.84;66;0;0;0;0;0;0;0;0;0;0
31/1/21 12.00 AM;38.10;3.51;0.00;3.98;76;0;0;0;0;0;0;0;0;0;0
31/1/21 2.00 AM;20.51;1.05;0.00;1.52;41;0;0;0;0;0;0;0;0;0;0
31/1/21 4.00 AM;16.85;0.12;0.00;0.41;34;0;0;0;0;0;0;0;0;0;0
31/1/21 6.00 AM;13.43;3.09;0.08;3.67;27;0;0;0;0;0;0;0;0;0;0
31/1/21 8.00 AM;10.74;6.46;0.24;7.30;21;0;0;0;0;0;0;0;0;0;0
31/1/21 10.00 AM;47.62;5.79;0.57;7.12;95;0;0;0;0;0;0;0;0;0;0
31/1/21 12.00 PM;61.29;16.13;2.39;20.25;123;0;0;0;0;0;0;0;0;0;0
31/1/21 2.00 PM;30.53;21.51;4.11;28.28;61;0;0;0;0;0;0;0;0;0;0
31/1/21 4.00 PM;16.85;10.21;0.76;11.83;34;0;0;0;0;0;0;0;0;0;0
31/1/21 6.00 PM;22.71;11.29;1.17;13.55;45;0;0;0;0;0;0;0;0;0;0
31/1/21 8.00 PM;46.40;11.74;1.06;13.84;93;0;0;0;0;0;0;0;0;0;0
31/1/21 10.00 PM;23.20;13.32;0.74;14.91;46;0;0;0;0;0;0;0;0;0;0
1/2/21 12.00 AM;11.48;4.13;0.22;4.94;23;0;0;0;0;0;0;0;0;0;0
1/2/21 2.00 AM;15.87;1.11;0.00;1.57;32;0;0;0;0;0;0;0;0;0;0
1/2/21 4.00 AM;7.81;3.40;1.07;5.51;16;0;0;0;0;0;0;0;0;0;0
1/2/21 6.00 AM;3.91;12.74;0.60;14.12;8;0;0;0;0;0;0;0;0;0;0
1/2/21 8.00 AM;1.95;34.58;24.01;71.85;36;0;0;0;0;0;0;0;0;0;0
1/2/21 10.00 AM;0.98;25.33;10.82;42.38;21;0;0;0;0;0;0;0;0;0;0
1/2/21 12.00 PM;19.29;25.91;12.68;45.81;39;0;0;0;0;0;0;0;0;0;0
1/2/21 2.00 PM;9.52;33.10;23.27;69.24;35;0;0;0;0;0;0;0;0;0;0
1/2/21 4.00 PM;4.64;23.32;10.75;40.26;20;0;0;0;0;0;0;0;0;0;0
1/2/21 6.00 PM;15.63;28.73;10.11;44.69;31;0;0;0;0;0;0;0;0;0;0
1/2/21 8.00 PM;18.32;43.07;20.44;74.87;37;0;0;0;0;0;0;0;0;0;0
1/2/21 10.00 PM;45.91;21.15;2.73;25.81;92;0;0;0;0;0;0;0;0;0;0
2/2/21 12.00 AM;40.29;8.02;0.45;9.17;81;0;0;0;0;0;0;0;0;0;0
